Q No.,Question,Answer,option1,option2
212,रोज़ स्कीइंग कर रही है। वह एक कीचड़ भरी पहाड़ी से नीचे और फिर एक बर्फीली पहाड़ी से नीचे स्की करती है। रोज़ ने देखा कि वह ४८ मिनट में बर्फीली पहाड़ी से और ३५ मिनट में कीचड़ भरी पहाड़ी से उतरी और दोनों पहाड़ियाँ लगभग एक ही आकार की हैं। बर्फीली पहाड़ी पर कैसा घर्षण था?,Option 1,अधिक घर्षण,कम घर्षण
213,एक बाज़ को अपना भोजन पाने में ६ मिलीसेकंड लगते हैं और एक स्लॉथ को १२ सेकंड लगते हैं। क्यों?,Option 1,बाज़ स्लॉथ से तेज़ है,बाज़ स्लॉथ से धीमा है
214,एक इस्पात की गेंद का द्रव्यमान ४ किग्रा और एक कंकड़ का द्रव्यमान ०.८ किग्रा है। किस वस्तु का गुरुत्वीय क्षेत्र अधिक शक्तिशाली है?,Option 1,इस्पात की गेंद,कंकड़
215,एक तैराक ०.५ घंटे में एक झील पार करता है और ३ मिनट में गीली कीचड़ पार करता है क्योंकि _____ अधिक चिकनी है।,Option 2,झील,गीली कीचड़
216,"महेश और मूसा ठीक एक ही समय, यानी दोपहर १२ बजे बार से निकले और एक ही गति से गाड़ी चलाई। महेश कई घंटे गाड़ी चलाकर रात १२ बजे रुका जबकि मूसा रात १० बजे रुका। किसने सबसे अधिक दूरी तय की?",Option 2,मूसा,महेश
217,जिम ४ मी/सेकंड की गति से दौड़ सकता था और उसकी बहन जेन २ मी/सेकंड की गति से दौड़ सकती थी। एक खतरनाक वायरस का फैलाव रोकने के लिए उन्हें अगले शहर में कुछ ज़रूरी वैक्सीन पहुँचानी थी। कम समय में वहाँ पहुँचने के लिए वैक्सीन लेकर किसे जाना चाहिए?,Option 1,जिम,जेन
218,एक टैंक का वज़न लगभग ७० टन है। एक खिलौना गाड़ी का वज़न ०.०००४४ टन है। इस कारण?,Option 2,टैंक खिलौना गाड़ी से जल्दी गति पकड़ेगा,खिलौना गाड़ी टैंक से जल्दी गति पकड़ेगी
219,"मेरी का स्केटबोर्ड ६ मी/सेकंड की गति से चलता है जब वह गीले स्केटपार्क में स्केटिंग करती है, जबकि सूखे स्केटपार्क में स्केट करने पर ७८९ सेमी/सेकंड की गति से। उसका स्केटबोर्ड कहाँ अधिक गर्म हो जाता है?",Option 1,गीला स्केटपार्क,सूखा स्केटपार्क
220,एक बिल्ली नदी में से ५ मी/सेकंड और जंगल में से ९.८९ मी/सेकंड की गति से चलती है। इसका मतलब बिल्ली को कम बाधा कहाँ मिलती है?,Option 1,जंगल में,नदी में
221,शेरी अपनी गेंद को दो लेनों में लुढ़काती है। गेंद लाल लेन में ३२ मी/से की गति से और हरी लेन में २७ मी/से की गति से चलती है। गेंद की गति लाल लेन में अधिक क्यों है?,Option 2,अधिक घर्षण,कम घर्षण
222,मार्क ने देखा कि वह अपने लॉन डार्ट को औसतन लगभग १७ मीटर नरम मिट्टी में और १२ मीटर रेत में खींच सकता है। इसका मतलब है कि _____ अधिक चिकनी है?,Option 1,नरम मिट्टी,रेत
223,एक बिलियर्ड बॉल का द्रव्यमान १८ औंस और बास्केटबॉल का द्रव्यमान ०.१७ किग्रा है। किस गेंद का गुरुत्वाकर्षण क्षेत्र अधिक है?,Option 1,बिलियर्ड बॉल का,बास्केटबॉल का
224,"एक रेस कार और एक पिकअप दोनों एक ही गति से हाईवे पर चल रही थीं। रेस कार का चालक थककर ५ मिनट बाद पार्क कर देता है, जबकि पिकअप का चालक १० मिनट तक चलाता रहा। अंत में किस वाहन ने अधिक दूरी तय की?",Option 2,रेस कार,पिकअप
225,एक बिल्ली नदी में से ३ मीटर/सेकंड की गति से और जंगल में से २२ मील प्रति घंटे की गति से चलती है। इसका मतलब बिल्ली को कम बाधा कहाँ मिलती है?,Option 2,नदी में,जंगल में
226,"इयान और एवरी एक ही स्टेशन से ट्रेन पकड़ रहे हैं। इयान की ट्रेन लाल है, और चालीस मील दूर एक गंतव्य की ओर ८ मील प्रति घंटे की गति से जा रही है। एवरी की ट्रेन हरी है और चालीस मील दूर एक गंतव्य की ओर १४ मील प्रति घंटे की गति से जा रही है। कौन-सी ट्रेन धीमी है?",Option 1,लाल,हरी
227,एक भूरा चूहा और एक काला चूहा दोनों ५० फुट की सुरंग में से जितनी तेज़ी से हो सके दौड़ते हैं। काला चूहा १८० मिनट में दूसरे छोर पर पहुँचता है और भूरा चूहा ५ घंटे में। कौन-सा चूहा अधिक तेज़ नहीं दौड़ सकता?,Option 1,भूरा चूहा,काला चूहा
228,एफ-१६ का वज़न आमतौर पर ३४७८६ पाउंड होता है और जंबो जेट का वज़न ४३९९८७ किलो होता है। इसलिए एफ-१६ था?,Option 2,धीमी गति वाला,तेज़ गति वाला
229,केविन ने न्यूयॉर्क से शिकागो के लिए १९:१० बजे एक विमान लिया और एस्थर ने दोपहर बाद ३:४५ बजे न्यूयॉर्क से लॉस एंजेलेस जाने वाला एक विमान लिया। दोनों एक ही प्रकार के विमान से यात्रा कर रहे हैं इसलिए उनकी यात्रा की गति एक ही है। दोनों एक ही समय पर अपने गंतव्य पर पहुँच गए। किसने अधिक यात्रा की?,Option 2,केविन,एस्थर
230,"एमिली छत पर एक केला फेंकती है और छत पर वह १५ मिमी फिसलता है, लेकिन जब वह उसे स्लाइड पर फेंकती है, तो वह ३ सेमी फिसलता है। कम घर्षण कहाँ था?",Option 2,छत पर,स्लाइड पर
231,एक लाल चूहा और एक काला चूहा दोनों हाईस्कूल से अस्पताल की ओर दौड़ते हैं। लाल चूहा ४ मीटर/सेकंड की गति से दौड़ता है और काला चूहा २ मी/सेकंड की गति से चलता है। अस्पताल पहुँचने में किसने अधिक समय लिया?,Option 2,लाल चूहा,काला चूहा
232,शेप और क्रिस एक ही सड़क पर गाड़ी चला रहे हैं और एक ही गति से जा रहे हैं। लेकिन शेप ने १२० सेकंड यात्रा की है और क्रिस ने १ मिनट यात्रा की है। फलस्वरूप?,Option 1,शेप ने क्रिस से अधिक यात्रा की है,शेप ने क्रिस से अधिक यात्रा नहीं की है
233,एक छोटे लड़के ने हॉलवे में अपनी दो रबर की गेंदें लुढ़काईं। लाल गेंद ८ सेकंड बाद रुकी। नीली गेंद ९ सेकंड बाद रुकी। कौन-सी अधिक दूर गई?,Option 2,लाल गेंद,नीली गेंद
234,एक भूरा चूहा और एक काला चूहा दोनों ५० फुट की सुरंग में से जितनी तेज़ी से हो सके दौड़ते हैं। काला चूहा १८ सेकंड में दूसरे छोर पर पहुँचा और भूरा चूहा ४५ सेकंड में सुरंग पार कर गया। कौन-सा चूहा अधिक तेज़ नहीं दौड़ सकता?,Option 1,भूरा चूहा,काला चूहा
235,मिस्टर बिग्सबी ने एक बेसबॉल को दो अलग-अलग पहाड़ियों से नीचे लुढ़काया। पहली पहाड़ी पत्थरों के ढेर की है और दूसरी पहाड़ी ताज़े सीमेंट की। मिस्टर बिग्सबी ने देखा कि बेसबॉल ताज़े सीमेंट पर ४.१ मील और पत्थरों के ढेर पर १.२ मील नीचे जाती है। तो क्या ताज़ा सीमेंट है?,Option 2,खुरदरा,चिकना
236,एक तैराक १ मिनट में एक झील पार करता है और ३ मिनट में गीली कीचड़ पार करता है क्योंकि _____ अधिक चिकनी है?,Option 1,झील,गीली कीचड़
237,जिम्बो जानता है कि उसके कंचे का द्रव्यमान २ ग्राम और पत्थर का द्रव्यमान ८ ग्राम है। इसका मतलब?,Option 2,कंचे का गुरुत्वाकर्षण बल अधिक है,पत्थर का गुरुत्वाकर्षण बल अधिक है
238,एक खिलौना टैंक का वज़न ४०० ग्राम है। एक खिलौना गाड़ी का वज़न ६०० ग्राम है। इस कारण?,Option 1,टैंक खिलौना गाड़ी से जल्दी गति पकड़ेगा,खिलौना गाड़ी टैंक से जल्दी गति पकड़ेगी
239,एक शहर के फायर चीफ ने देखा कि उसका फायर इंजन भीड़ भरी सड़क पर ७ किमी प्रति घंटे और एक खुली सड़क पर १० किमी प्रति घंटे की गति से जा सकता है। इस जानकारी से उसने समझा कि _____ अधिक चिकनी है?,Option 2,भीड़ भरी सड़क,खुली सड़क
240,एक तैराक १२ मिनट में एक झील पार करता है और ३१ मिनट में गीली कीचड़ पार करता है क्योंकि _____ अधिक चिकनी है?,Option 1,झील,गीली कीचड़
241,"जेसन ने नंगे पैर स्लाइड से नीचे उतरने की कोशिश की लेकिन खुद को रोकने के लिए पैर नीचे रखे इसलिए वह २३ मील प्रति घंटे की गति से गया। जब वह मोज़े पहनकर गया, तो वह ४५ फुट प्रति सेकंड की गति से गया। मोज़े पहनने का कारण क्या है?",Option 1,कम घर्षण,अधिक घर्षण
242,"इयान और एवरी एक ही स्टेशन से ट्रेन पकड़ रहे हैं। इयान की ट्रेन लाल है, और चालीस मील दूर एक गंतव्य की ओर १० मील प्रति घंटे की गति से जा रही है। एवरी की ट्रेन हरी है और ३० मील प्रति घंटे की गति से चालीस मील दूर एक गंतव्य की ओर जा रही है। कौन-सी ट्रेन धीमी है?",Option 1,लाल,हरी
243,"एक काउबॉय और एक हिप्पी दोनों सैन फ्रांसिस्को में चल रहे थे, और एक ही ऊँचाई के होने के कारण वे एक ही गति से चल रहे थे। लेकिन काउबॉय भोर में उठा और रात २ बजे चलना शुरू किया जबकि हिप्पी ने सुबह ६ बजे शुरू किया। अब रात के १२ बजे हैं, तो?",Option 2,काउबॉय ने कम दूरी तय की है,हिप्पी ने कम दूरी तय की है
244,"मिट्टी पर लुढ़कता एक कंचा १४ न्यूटन का प्रतिरोध उत्पन्न करता है, जबकि रेत पर लुढ़कने से ४७ न्यूटन का प्रतिरोध उत्पन्न होता है। इसका मतलब कंचा कहाँ अधिक दूर जा सकेगा?",Option 2,रेत,मिट्टी
245,यदि एक स्केटर सड़क पर ४२० मीटर प्रति मिनट की गति से और एक स्केट पार्क में ६ मीटर/सेकंड की गति से चलता है तो इसका मतलब है कि _____ अधिक चिकना है?,Option 2,स्केट पार्क,सड़क
246,मेरी का स्केटबोर्ड २ मी/सेकंड की गति से चलता है जब वह गीले स्केटपार्क में स्केटिंग करती है और जब वह सूखे स्केटपार्क में स्केट करती है तब ६ मी/सेकंड। इसका मतलब उसका स्केटबोर्ड कहाँ अधिक गर्म हो जाता है?,Option 1,गीला स्केटपार्क,सूखा स्केटपार्क
247,खरपतवार में से लुढ़कते समय मेरी की वैगन ३७ डिग्री सेल्सियस तापमान तक गर्म होती है और कंकड़ों में से लुढ़कते समय १११.३ डिग्री फ़ारेनहाइट तक। इसका मतलब उसकी वैगन धीमी गति से चलने को कहाँ मजबूर होती है?,Option 2,खरपतवार,कंकड़
248,महेश एक लालटेन से ४० सेमी और एक स्ट्रीट लाइट से ८९ सेमी की दूरी पर खड़ा है। कौन-सा प्रकाश स्रोत उसे अधिक चमकदार लगता है?,Option 1,लालटेन,स्ट्रीट लाइट
249,"डायना और डेव एक ही स्टेशन से चढ़ने के बाद एक ही ट्रेन में सवार हुए। यदि डायना ७५ मिनट बाद ट्रेन से उतर जाए और डेव ८८ मिनट यात्रा करके फिर उतरे, तो किसने कम दूरी की यात्रा की?",Option 1,डायना,डेव
250,"एक कैपिबारा २० मीटर/सेकंड की गति से चलता है और एक एंटईटर ११७ मी/सेकंड की गति से चलता है। यदि दोनों प्राणी एक ही यात्रा करें, तो कौन वहाँ जल्दी पहुँचेगा?",Option 2,कैपिबारा,एंटईटर
251,"एक वॉलीबॉल खिलाड़ी ने जिम के फर्श पर १.२ मीटर की छलांग लगाई, लेकिन समुद्र किनारे रेत की तुलना में ८ सेमी अधिक छलांग लगाई। क्योंकि वह था?",Option 2,अधिक प्रतिरोधी,कम प्रतिरोधी
252,"महेश और मूसा ठीक एक ही समय, यानी दोपहर १२ बजे बार से निकले और एक ही गति से गाड़ी चलाई। महेश कई घंटे गाड़ी चलाकर रात ८ बजे रुका जबकि मूसा रात २ बजे रुका। किसने सबसे अधिक दूरी तय की?",Option 1,मूसा,महेश
253,"कछुओं का झुंड तालाब में १ सेकंड में २० सेंटीमीटर यात्रा करता है, जबकि समुद्र में २ सेकंड में ८ मीटर यात्रा करता है। कौन-सा अधिक चिकना है?",Option 2,तालाब,समुद्र
254,टीना अपने दो कुत्तों की दौड़ करा रही है। ग्रेहाउंड का वज़न ८८ पाउंड और उसके रॉटवीलर का वज़न ७९ पाउंड है। कौन अधिक तेज़ जा सकेगा?,Option 1,रॉटवीलर,ग्रेहाउंड
255,मार्क ने देखा कि वह अपने लॉन डार्ट को औसतन लगभग ८२६.७७२ इंच नरम मिट्टी में और १६ मीटर रेत में फेंक सकता है। इसका मतलब कौन-सी अधिक चिकनी है?,Option 1,नरम मिट्टी,रेत
256,"मिट्टी पर लुढ़कता एक कंचा ५ न्यूटन का प्रतिरोध उत्पन्न करता है, जबकि रेत पर यह १७ न्यूटन का प्रतिरोध उत्पन्न करता है। कंचा कहाँ अधिक दूर जा सकेगा?",Option 2,रेत,मिट्टी
257,एक चीता ३४ मील प्रति घंटे की गति से दौड़ता है और कुत्ता १२ मील प्रति घंटे की गति से दौड़ता है। तो चीते को कैसा समय लगेगा?,Option 1,कम समय,अधिक समय
258,एक सेडान का वज़न ४०००० पाउंड है और एक कचरा ट्रक का वज़न ५७८९ पाउंड है। ट्रैफिक लाइट हरी होने पर दोनों गाड़ियों का वेग ५० मील प्रति घंटे तक पहुँचता है। कौन-सी गाड़ी आसानी से प्रतियोगिता जीतेगी?,Option 2,सेडान,कचरा ट्रक
259,मार्क ने देखा कि वह अपने लॉन डार्ट को औसतन लगभग २३ मीटर नरम मिट्टी में और १९ मीटर रेत में फेंक सकता है। इसका मतलब है कि _____ अधिक खुरदरी है?,Option 2,नरम मिट्टी,रेत
260,एक बाज़ को अपना भोजन पाने में ५ सेकंड लगते हैं और एक स्लॉथ को १५ सेकंड लगते हैं। क्यों?,Option 1,बाज़ स्लॉथ से तेज़ है,बाज़ स्लॉथ से धीमा है
261,जेसन ने देखा कि उसका एटीवी बर्फ पर २९.२०४४ मील/घंटा की गति से और रेत पर ३४ किमी/घंटा की गति से चलता है। बर्फ की तुलना में रेत _____?,Option 1,अधिक प्रतिरोधी है,कम प्रतिरोधी है
262,"यदि सारा और जेनी दोनों एक ही गति से दौड़ें, सारा ७८ मिनट दौड़ती है और जेनी सारा से २७ मिनट कम दौड़ती है, तो किसने अधिक दूर यात्रा की?",Option 1,सारा,जेनी
263,खाली सीमेंट ट्रक का वज़न लगभग ८००० पाउंड है। बाद में ट्रक में ५ किलो वज़न के ५ बैग सीमेंट रखे गए। जब वह सीमेंट के बैगों के बिना चल रहा था तब वह अधिक _____ चलता था?,Option 1,तेज़,धीमा
264,"महेश और मूसा ठीक एक ही समय, यानी दोपहर १२ बजे बार से निकले और एक ही गति से गाड़ी चलाई। महेश कई घंटे गाड़ी चलाकर रात ८ बजे रुका जबकि मूसा ७ बजे रुका। किसने सबसे अधिक दूरी तय की?",Option 2,मूसा,महेश
265,एक ट्रेन शहर के ट्रैक पर १५४ किमी/घंटा और गाँव के ट्रैक पर २९८ किमी/घंटा की गति से चलती है। ट्रेन का ट्रैक कहाँ अधिक गर्म होता है?,Option 1,शहर का ट्रैक,गाँव का ट्रैक
266,केविन ने न्यूयॉर्क से शिकागो के लिए १९:१० बजे एक विमान लिया और एस्थर ने १४:३० बजे न्यूयॉर्क से लॉस एंजेलेस जाने वाला एक विमान लिया। दोनों एक ही प्रकार के विमान से यात्रा कर रहे हैं इसलिए उनकी यात्रा की गति एक ही है। दोनों एक ही समय पर अपने गंतव्य पर पहुँच गए। किसने अधिक यात्रा की?,Option 2,केविन,एस्थर
267,"केट सिनेमा में है और गलती से अपना कप फर्श पर गिरा देती है। कप कंक्रीट के फर्श पर ३ सेकंड में लुढ़कता है जो २५ सेंटीमीटर लंबा है, लेकिन कार्पेट वाले फर्श से टकराने के बाद वह ३ सेकंड में ०.१८ मीटर जाता है। कप कंक्रीट के फर्श पर तेज़ था क्योंकि कंक्रीट के फर्श पर था?",Option 2,अधिक घर्षण,कम घर्षण
268,दो दंपतियों ने अपनी-अपनी गाड़ियों में अपना किराने का सामान लादा। प्रत्येक गाड़ी को एक-एक घोड़ा खींच रहा है और वे समान रूप से शक्तिशाली हैं। पहले घोड़े को १०० पाउंड सामान ढोना है और दूसरे घोड़े को ९० पाउंड सामान ढोना है। कौन-सा धीमा होगा?,Option 1,पहला घोड़ा,दूसरा घोड़ा
269,रॉड अपने कुत्ते की ओर एक गेंद लुढ़का रहा था। वह सीमेंट पर १२ मीटर की दूरी तक और घास पर १० मीटर की दूरी तक गेंद लुढ़का सका। तो क्या सीमेंट है?,Option 2,खुरदरा,चिकना
270,दो दंपतियों ने अपनी-अपनी गाड़ियों में अपना किराने का सामान लादा। प्रत्येक गाड़ी को एक-एक घोड़ा खींच रहा है और वे समान रूप से शक्तिशाली हैं। पहले घोड़े को ९८ पाउंड सामान ढोना है और दूसरे घोड़े को ३४ किलो सामान ढोना है। कौन-सा धीमा होगा?,Option 1,पहला घोड़ा,दूसरा घोड़ा
271,एक खिलौना टैंक का वज़न १.२ किलो है। एक खिलौना गाड़ी का वज़न ६०० ग्राम है। इस कारण?,Option 2,टैंक खिलौना गाड़ी से जल्दी गति पकड़ेगा,खिलौना गाड़ी टैंक से जल्दी गति पकड़ेगी
272,"मिट्टी पर लुढ़कता एक कंचा रेत की तुलना में ५ न्यूटन का प्रतिरोध उत्पन्न करता है, रेत पर यह ७३ न्यूटन का प्रतिरोध उत्पन्न करता है। कंचा कहाँ अधिक जा सकेगा?",Option 1,रेत,मिट्टी
273,शेरी अपनी गेंद को दो लेनों में लुढ़काती है। गेंद लाल लेन में १६७८ सेमी/सेकंड की गति से और हरी लेन में १४.६८९० मी/सेकंड की गति से चलती है। हरी लेन में गेंद धीमी हो जाती है क्योंकि उसमें?,Option 1,अधिक घर्षण है,कम घर्षण है
274,"यदि एक कार और एक पिकअप दोनों ६० मील प्रति घंटे की गति से यात्रा करें, लेकिन कार २.२ घंटे बाद रुके जबकि पिकअप कार से ३० मिनट पहले रुके, तो किसने कम दूरी तय की?",Option 2,कार,पिकअप
275,लिंडा और मेलिंडा ने एक झील के आर-पार कयाक चलाने का निर्णय लिया। लिंडा ने ४००० मिलीसेकंड में झील पार की और मेलिंडा ने २ सेकंड में। इनमें से कौन दूसरे जितनी तेज़ नहीं गई?,Option 1,लिंडा,मेलिंडा
276,मेरी का स्केटबोर्ड ११ मी/सेकंड की गति से चलता है जब वह गीले स्केटपार्क में स्केटिंग करती है और जब वह सूखे स्केटपार्क में स्केट करती है तब २९ मी/सेकंड की गति से चलता है। इसका मतलब उसका स्केटबोर्ड कहाँ चढ़ने पर गर्म हो जाता है?,Option 1,गीला स्केटपार्क,सूखा स्केटपार्क
277,जैस्पर अपने भांजे को पार्क ले जा रहा है। फिर उसकी भांजी की बारी है। उसकी भांजी पाँच साल बड़ी है और उसका वज़न ३९ किलो है जबकि उसके भांजे का वज़न २२ किलो है। किस पर गुरुत्वाकर्षण खिंचाव कम है?,Option 2,भांजी,भांजा
278,"गाड़ी चलाते हुए, मेरी को पता चला कि जंगल का घर्षण गुणांक ०.७ है, जबकि सड़क का ०.१ है। गाड़ी कहाँ तेज़ चलती है?",Option 2,जंगल में,सड़क पर
279,रॉड अपने कुत्ते की ओर एक गेंद लुढ़का रहा था। वह सीमेंट पर ५ मीटर की दूरी तक और घास पर २ मीटर की दूरी तक गेंद लुढ़का सका। तो क्या सीमेंट है?,Option 2,खुरदरा,चिकना
280,एक स्टील की गेंद के एक हिस्से का द्रव्यमान ४०० ग्राम है और एक कंकड़ का द्रव्यमान ६०० ग्राम है। किस वस्तु का गुरुत्वीय क्षेत्र अधिक शक्तिशाली है?,Option 2,इस्पात की गेंद,कंकड़
281,डिलन खिड़की से बाहर एक कंकड़ (जिसका द्रव्यमान ०.२ किलो है) और एक खिलौना बास्केटबॉल (जिसका द्रव्यमान १०० ग्राम है) फेंकता है। _____ पर अधिक शक्तिशाली गुरुत्वाकर्षण खिंचाव था क्योंकि उसका द्रव्यमान अधिक है?,Option 1,कंकड़,बास्केटबॉल
282,"डायना और डेव एक ही स्टेशन से चढ़ने के बाद एक ही ट्रेन में सवार हुए। यदि डायना १० मिनट बाद ट्रेन से उतर जाए और डेव १५ मिनट यात्रा करके फिर उतरे, तो किसने कम दूरी की यात्रा की?",Option 1,डायना,डेव
283,पहले कछुए की गति ४० सेमी/सेकंड और दूसरे कछुए की गति ४ मी/सेकंड है। यदि दोनों समुद्र तट पर चलते रहें तो किस प्राणी को समुद्र तक पहुँचने में अधिक समय लगेगा?,Option 1,पहला कछुआ,दूसरा कछुआ
284,"जैक्स फर्श पर टॉयलेट पेपर का एक रोल गिरा देता है। टॉयलेट पेपर कार्पेट पर लुढ़कता है और २ मीटर बाद धीरे-धीरे रुक जाता है। बाद में जब वह टॉयलेट पेपर का वही रोल लकड़ी के फर्श पर गिराता है, तो टॉयलेट पेपर का रोल ७ मीटर लंबे कमरे से बाहर निकलता चला जाता है। टॉयलेट पेपर का रोल लकड़ी के फर्श पर अधिक दूरी तक गया क्योंकि उस पर था?",Option 2,अधिक घर्षण,कम घर्षण
285,महेश और मीरा पार्क के चारों ओर अपनी बाइक चलाने का निर्णय लेते हैं। वे एक ही रास्ते पर चलते हैं लेकिन महेश २ मील/घंटा की गति से अपनी बाइक चलाता है और मीरा १.२ मील/घंटा की गति से चलाती है। दस मिनट बाद कौन कम दूरी तय करेगा?,Option 2,महेश,मीरा
286,महेश एक पत्थर के द्रव्यमान और एक कंकड़ के द्रव्यमान की तुलना कर रहा था। उसने पाया कि पत्थर का द्रव्यमान १४८ पाउंड और कंकड़ का द्रव्यमान २ पाउंड था। कौन-सी वस्तु अधिक शक्तिशाली गुरुत्वाकर्षण उत्सर्जित करती है?,Option 1,पत्थर,कंकड़
287,ऑफिस तक गाड़ी से जाने में ९० मिनट लगते हैं और बस से जाने में १ घंटा लगता है। कौन-सी गाड़ी अधिक गति से चलती है?,Option 1,बस,कार
288,जेम्स अपनी स्लेज सूखी बर्फ पर ४.१ मीटर और गीली बर्फ पर १.४९ मीटर चला सकता है। इसका मतलब _____ अधिक खुरदरी है?,Option 1,गीली बर्फ,सूखी बर्फ
289,"डग अपनी साइकिल पर अपने घर से दोस्त के घर की यात्रा करता है और वह एक सेकंड में ७८ मीटर जाता है, और जब वह पैदल वही यात्रा करता है तो वह एक सेकंड में १२ मीटर जाता है। किस स्थिति में डग जल्दी अपने दोस्त के घर पहुँचेगा?",Option 2,पैदल,साइकिल से
290,"दो विमान एक ही एयरफील्ड से उड़ान भरते हैं और ऊँचाई पर पहुँचकर एक ही वेग से उड़ते हैं। लाल विमान ४२ मिनट उड़कर पास के एक शहर में उतर जाता है, जबकि हरा विमान १९ मिनट और उड़ता रहता है और अधिक दूर अगले शहर में उतरता है। इसका मतलब क्या है?",Option 2,लाल विमान अधिक दूरी तक उड़ा,हरा विमान अधिक दूरी तक उड़ा
291,बिली और जिमी एक दिन दौड़कर घर जाने का निर्णय लेते हैं। जिमी ४० मिनट में घर पहुँचता है और बिली ५० मिनट लेता है। तो क्या जिमी है?,Option 2,धीमा,तेज़
292,एफ-१६ का वज़न आमतौर पर ५६७२१४ पाउंड होता है और जंबो जेट का वज़न ३९९८७ किलो होता है। इसलिए एफ-१६ था?,Option 1,धीमी गति वाला,तेज़ गति वाला
293,मेरी का स्केटबोर्ड ३९८५ सेमी/सेकंड की गति से चलता है जब वह गीले स्केटपार्क में स्केटिंग करती है और जब वह सूखे स्केटपार्क में स्केटिंग करती है तब ८२९ सेमी/सेकंड की गति से चलता है। इसका मतलब उसका स्केटबोर्ड कहाँ चढ़ने पर अधिक गर्म हो जाता है?,Option 2,गीला स्केटपार्क,सूखा स्केटपार्क
294,मेरी की डोंगी खुले समुद्र में ९.२ मील की तुलना में खाड़ी में ईंधन खत्म होने से पहले १४ मील की दूरी तय कर सकती है। इसका मतलब यह है कि _____ अधिक खुरदरा है?,Option 2,खाड़ी,खुला समुद्र
295,"मैमथ पानी के गड्ढे में से १८ किमी प्रति घंटे की गति से चला, लेकिन कठोर मिट्टी पर २७ किमी प्रति घंटे की गति से चला क्योंकि कठोर मिट्टी थी?",Option 1,कम प्रतिरोधी,अधिक प्रतिरोधी
296,जैस्पर अपने भांजे को पार्क ले जा रहा है। फिर उसकी भांजी की बारी है। उसकी भांजी पाँच साल बड़ी है और उसका वज़न २१ किलो है जबकि उसके भांजे का वज़न २४ किलो है। किस पर गुरुत्वाकर्षण खिंचाव अधिक है?,Option 2,भांजी,भांजा
297,"जॉन और रीता दौड़ रहे हैं। रीता थक जाती है और ५५ मिनट जॉगिंग करने के बाद पार्क की बेंच पर आराम करती है। जॉन पार्क में १ घंटे से दौड़ रहा है, कौन अधिक दौड़ा?",Option 1,जॉन,रीता
298,"बिल २५७ ग्राम द्रव्यमान के पत्थर का एक टुकड़ा और ६५६ ग्राम द्रव्यमान का एक कंकड़ फेंकता है। कंकड़ पत्थर से तेज़ गिरता है, इसका मतलब?",Option 1,उसका वज़न अधिक है,उसका वज़न कम है
299,एक बॉलिंग बॉल का द्रव्यमान १० पाउंड और एक बेसबॉल का वज़न ५ पाउंड है। किसमें अधिक गुरुत्वाकर्षण है?,Option 2,बेसबॉल,बॉलिंग बॉल
300,"एक रेस कार और एक पिकअप दोनों एक ही गति से हाईवे पर चल रही थीं। रेस कार का चालक थककर ४५ मिनट बाद पार्किंग करता है, जबकि पिकअप का चालक ३५ मिनट तक चलाता रहा। अंत में किस वाहन ने अधिक दूरी तय की?",Option 1,रेस कार,पिकअप
301,"जो एक बार में काम करता था। बार के एक तरफ काँच का काउंटर और दूसरी तरफ लकड़ी का काउंटर था। जब जो ने काँच के काउंटर पर एक गिलास सरकाया, तो उसने देखा कि वह लकड़ी के काउंटर पर १५ सेमी और काँच के काउंटर पर १० सेमी फिसला। इसका कारण _____ अधिक चिकना है?",Option 1,काँच का काउंटर,लकड़ी का काउंटर
302,मेरी के पास एक बिल्ली है जिसके साथ वह खेलना पसंद करती है। कभी-कभी वह बिल्ली के खिलौने को फर्श पर खींचती है ताकि बिल्ली उसका पीछा कर सके। जब वह बिल्ली के खिलौने को खेल के कमरे के फर्श पर खींचती है तो वह ४९ सेंटीमीटर की दूरी तक जाता है। जब वह उसे रम्पस रूम के फर्श पर खींचती है तो वह २१ सेंटीमीटर खिसकता है। कौन-सा अधिक चिकना है?,Option 1,खेल के कमरे का फर्श,रम्पस रूम का फर्श
