Q No.,Question,Answer
328,गीता से शेखर के पास २१० रुपये ज्यादा हैं। श्याम से गीता के पास ३५० रुपये कम हैं। श्याम के पास ४२० रुपये हैं। गीता के पास कितने रुपये हैं?,७०
329,गीता से शेखर के पास २१० रुपये ज्यादा हैं। श्याम से गीता के पास ३५० रुपये कम हैं। श्याम के पास ४२० रुपये हैं। शेखर के पास कितने रुपये हैं?,२८०
330,तीन संख्याओं का योगफल ८४०२५ है। उनमें दो संख्याएं १२४५० और ३७८५५ हों तो तीसरी संख्या कितनी है?,३३७२०
331,सुहास ने ७०००० रुपये देकर एक मोटरसाइकिल खरीदी। मोटरसाइकिल के रजिस्ट्रेशन में १५०० रुपये और मरम्मत में ८०० रुपये खर्च हुए। अब यदि वह मोटरसाइकिल १००००० रुपये में बेचे तो उसे कितने रुपये का लाभ होगा?,२७७००
332,"६, ४, ८ और २ अंकों का केवल एक-एक बार इस्तेमाल करके बनी बड़ी से बड़ी और छोटी से छोटी संख्या का अंतर कितना है?",६१७४
333,किसी संख्या को ३ से भाग देने पर उसका भागफल ३ और शेष १ मिलता है। संख्या कितनी है?,१०
334,मेरे पास ३६ से.मी. लंबा और २४ से.मी. चौड़ा एक कागज है। मैं वर्ग आकार के कागज से कागज के पन्ने को ढकना चाहता हूं। संभव सबसे बड़े कागज के वर्ग की भुजा की लंबाई कितनी है?,१२
335,राकेश के पास ४५ सेब और १८ संतरे हैं। राकेश कोई सेब या संतरा शेष न रखते हुए ज्यादा से ज्यादा बच्चों के बीच इस तरह बांटना चाहता है कि प्रत्येक को बराबर संख्या में सेब और संतरे मिलें। राकेश कितने बच्चों के बीच इन्हें बांट सकेगा?,९
336,किसी दौड़ प्रतियोगिता के रास्ते का एक चक्कर ८०० मीटर के बराबर है। कितनवीं बार में १०००० मीटर रास्ता पार करेगा? (उत्तर क्रमसूचक संख्या में),१३
337,"किसी घर में ९८००० ग्राम चावल है। यदि उन्हें प्रतिदिन ६५० ग्राम चावल लगे, तो कितनवें दिन चावल खत्म होगा? (उत्तर क्रमसूचक संख्या में)",१५१
338,एक आदमी हर महीने ८५० रुपये बचत करता है। कितनवें महीने में उसकी बचत की राशि ५०००० पार करेगी? (उत्तर क्रमसूचक संख्या में),५९
339,एक पानी की टंकी में प्रति मिनट ५ लीटर पानी आता है और २ लीटर पानी खर्च होता है। १० मिनट में पानी की टंकी में कितने लीटर पानी होगा?,३०
340,१२ बिस्कुटों और ३० चॉकलेटों का दाम मिलाकर १९२ रुपये है। एक बिस्कुट का दाम ६ रुपये हो तो एक चॉकलेट का दाम कितना है?,४
341,"एक शिक्षक ६० पेंसिलें, ३६ रबड़ और १८ कॉपियां कुछ विद्यार्थियों के बीच बराबर बांटना चाहते हैं। ज्यादा से ज्यादा कितने विद्यार्थियों के बीच ये पेंसिलें, रबड़ और कॉपियां बराबर बांटी जा सकेंगी?",६
342,एक सड़क पर कुछ पेड़ और लैम्पपोस्ट हैं। २५ मीटर के अंतर पर पेड़ और २० मीटर के अंतर पर लैम्पपोस्ट हैं। सड़क की शुरुआत में पेड़ और लैम्पपोस्ट एक साथ हों तो कितने मीटर के अंतर पर पेड़ और लैम्पपोस्ट फिर से एक साथ होंगे?,१००
343,"किसी जगह १० से ज्यादा विद्यार्थी हैं। एक शिक्षक ४२ केले, ८४ बिस्कुट और १०५ चॉकलेट कोई शेष न रखते हुए विद्यार्थियों के बीच बराबर बांटना चाहते हैं। कितने विद्यार्थियों के बीच शिक्षक केले, बिस्कुट और चॉकलेट बांट सकेंगे?",२१
344,५% कर समेत एक गाय का दाम १०७१०० रुपये हो तो कर के बिना गाय का दाम कितना है?,१०२०००
345,७/४ मी. लंबाई और ६/५ मी. चौड़ाई वाले एक आयताकार बोर्ड का क्षेत्रफल निकालें।,२१/१०
346,एक वर्गाकार मैदान की एक भुजा की लंबाई ५/२ कि.मी. है। मैदान का क्षेत्रफल निकालें।,२५/४
347,३/५ वर्ग मी. दीवार रंगने में १/३ डेसी ली. रंग लगता है। १ डेसी ली. रंग से कितने वर्ग मी. दीवार रंगी जा सकेगी?,९/५
348,"एक लाठी का १/६ हिस्सा मिट्टी में, १/२ हिस्सा पानी में और शेष हिस्सा पानी के ऊपर है। पानी के ऊपर के हिस्से की लंबाई २ मीटर है। लाठी का कितना मीटर पानी में है?",३
349,"एक लाठी का १/६ हिस्सा मिट्टी में, १/२ हिस्सा पानी में और शेष हिस्सा पानी के ऊपर है। पानी के ऊपर के हिस्से की लंबाई २ मीटर है। लाठी का कितना मीटर मिट्टी में है?",१
350,"एक लाठी का १/६ हिस्सा मिट्टी में, १/२ हिस्सा पानी में और शेष हिस्सा पानी के ऊपर है। पानी के ऊपर के हिस्से की लंबाई २ मीटर है। पूरी लाठी की लंबाई कितने मीटर है?",६
351,"एक लाठी का १/२ हिस्सा मिट्टी में, १/३ हिस्सा पानी में और शेष हिस्सा पानी के ऊपर है। पानी के ऊपर के हिस्से की लंबाई ३ मीटर है। लाठी का कितना मीटर पानी में है?",६
352,"एक लाठी का १/२ हिस्सा मिट्टी में, १/३ हिस्सा पानी में और शेष हिस्सा पानी के ऊपर है। पानी के ऊपर के हिस्से की लंबाई ३ मीटर है। लाठी का कितना मीटर मिट्टी में है?",९
353,"एक लाठी का १/२ हिस्सा मिट्टी में, १/३ हिस्सा पानी में और शेष हिस्सा पानी के ऊपर है। पानी के ऊपर के हिस्से की लंबाई ३ मीटर है। पूरी लाठी की लंबाई कितने मीटर है?",१८
354,एक हॉस्टल में प्रतिदिन ६०/७ क्विंटल चावल लगता है। हॉस्टल में एक सप्ताह में कितने क्विंटल चावल लगेगा?,६०
355,एक धातु के पाइप के १ मी. का वजन १३/8 किलो है। पाइप के ३/५ मी. का वजन कितने किलो है?,३९/२०
356,"३२/५ मी. तार को यदि हम ४/५ मी. करके टुकड़े करें, तो कितने टुकड़े होंगे?",८
357,५ मी. लंबाई के एक धातु के पाइप का वजन २०/७ किलो है। १ किलो वजन का पाइप पाने के लिए कितने मी. लंबाई का पाइप काटना होगा?,७/४
358,"अहमद के पास ४ किलो तेल है। १ लीटर तेल का वजन ६/७ किलो हो तो, उसके पास कितने लीटर तेल है?",१४/३
359,"सज्जन बाबू के पास २४,००० रुपये थे। उन्होंने इस राशि का ५/१२ हिस्सा अनाथालय को, ३/८ हिस्सा शिक्षण संस्था को दान कर दिया। उनके पास कितने रुपये बाकी हैं?",५०००
360,"सज्जन बाबू के पास २४,००० रुपये थे। उन्होंने इस राशि का ५/१२ हिस्सा अनाथालय को, ३/८ हिस्सा शिक्षण संस्था को दान कर दिया। उन्होंने कितने रुपये अनाथालय को दिए?",१००००
361,"सज्जन बाबू के पास २४,००० रुपये थे। उन्होंने इस राशि का ५/१२ हिस्सा अनाथालय को, ३/८ हिस्सा शिक्षण संस्था को दान कर दिया। उन्होंने कितने रुपये शिक्षण संस्था को दिए?",९०००
362,एक मीटर तार का वजन ४०० ग्राम है। एक तार की लंबाई २.४ मीटर हो तो पूरे तार का वजन कितने ग्राम है?,९६०
363,एक मीटर लोहे की छड़ का वजन २.३ किलो है। छड़ की लंबाई १.४ मीटर हो तो इसका वजन कितने किलो है?,३.२२
364,एक बर्तन में १.६ लीटर रंग है और इसका वजन २.४ किलो है। प्रति लीटर रंग का वजन निकालें।,१.५०
365,एक आयताकार जमीन का क्षेत्रफल २९.४ वर्ग मीटर है। इसकी लंबाई ८.४ मीटर हो तो चौड़ाई कितनी है?,३.५०
366,एक आयताकार जमीन की चौड़ाई ४.७५ मीटर और लंबाई १२.८ मीटर है। जमीन का क्षेत्रफल निकालें।,६०.८०
367,"राजन का वजन ३६.५ किलो है, उसके छोटे भाई और पिता का वजन क्रमशः उसके वजन का ०.८ गुना और १.६ गुना है। उसके भाई का वजन निकालें।",२९.२०
368,"राजन का वजन ३६.५ किलो है, उसके छोटे भाई और पिता का वजन क्रमशः उसके वजन का ०.८ गुना और १.६ गुना है। उसके पिता का वजन निकालें।",५८.४०
369,एक आयताकार जमीन का क्षेत्रफल ७२९ वर्ग मीटर है। इसकी चौड़ाई २२.५ मीटर हो तो लंबाई निकालें।,३२.४०
370,३.२५ मीटर लंबे एक लोहे के टुकड़े का वजन १५.६ किलो है। लोहे के टुकड़े के प्रति मीटर का वजन निकालें।,४.८०
371,"राजन ने पिछले सप्ताह प्रतिदिन क्रमशः २, १.५, १, १.५, १, २, ५ घंटे घर पर पढ़ाई की। उसने प्रतिदिन औसतन कितने घंटे घर पर पढ़ाई की है?",२
372,"राजन ने पिछले सप्ताह प्रतिदिन क्रमशः ३, २.५, ३, ४.५, ३, २, ३ घंटे घर पर पढ़ाई की। उसने प्रतिदिन औसतन कितने घंटे घर पर पढ़ाई की है?",३
373,"राजन ने पिछले सप्ताह प्रतिदिन क्रमशः ३, २.५, ३.५, ४.५, ३.५, ४, ३.५ घंटे घर पर पढ़ाई की। उसने प्रतिदिन औसतन कितने घंटे घर पर पढ़ाई की है?",३.५०
374,"राजन ने पिछले सप्ताह प्रतिदिन क्रमशः २, १.५, १, १.५, ३, २, ३ घंटे घर पर पढ़ाई की। उसने प्रतिदिन औसतन कितने घंटे घर पर पढ़ाई की है?",२
375,"एक बक्से के २० संतरों में से हमने ३ का वजन मापकर पाया क्रमशः ३३५ ग्राम, ३२० ग्राम और ३७१ ग्राम। तीनों संतरों का औसत वजन निकालें।",३४२
376,"एक बक्से के २० संतरों में से हमने ३ का वजन मापकर पाया क्रमशः ३३५ ग्राम, ३२० ग्राम और ३७१ ग्राम। औसत वजन के आधार पर २० संतरों का कुल वजन (किलो में) निकालें।",६.८४
377,"एक बक्से के ३० संतरों में से हमने ३ का वजन मापकर पाया क्रमशः २३५ ग्राम, १२० ग्राम और ३६५ ग्राम। तीनों संतरों का औसत वजन निकालें।",२४०
378,"एक बक्से के ३० संतरों में से हमने ३ का वजन मापकर पाया क्रमशः २३५ ग्राम, १२० ग्राम और ३६५ ग्राम। औसत वजन के आधार पर ३० संतरों का कुल वजन (किलो में) निकालें।",७.२०
379,"८ अंडों के वजन क्रमशः ५४ ग्राम, ५६ ग्राम, ५० ग्राम, ५८ ग्राम, ५७ ग्राम, ५० ग्राम, ५३ ग्राम, ५० ग्राम हैं। ८ अंडों का औसत वजन निकालें।",५३.५०
380,"५ अंडों के वजन क्रमशः ५८ ग्राम, ५७ ग्राम, ५० ग्राम, ५३ ग्राम, ५१ ग्राम हैं। ५ अंडों का औसत वजन निकालें।",५३.८०
381,६ किताबों का वजन ९२४ ग्राम है। किताबों का औसत वजन निकालें।,१५४
382,किसी विद्यालय की ५वीं कक्षा के कुल ३० विद्यार्थियों में १२ छात्राएं हैं। कुल विद्यार्थियों में प्रति सौ कितनी छात्राएं हैं?,४०
383,किसी विद्यालय की ५वीं कक्षा के कुल ५० विद्यार्थियों में ४२% छात्राएं हैं। उस कक्षा में कुल कितनी छात्राएं हैं?,२१
384,किसी विद्यालय की ५वीं कक्षा के कुल ५० विद्यार्थियों में ४२% छात्राएं हैं। उस कक्षा में कुल कितने छात्र हैं?,२९
385,"जगदीश एक बैंक से ६% वार्षिक ब्याज पर २,००० रुपये कर्ज ले तो जगदीश को हर साल कितने रुपये ब्याज देना होगा।",१२०
386,दिल्ली में मई महीने में कुल २४८ से.मी. बारिश हुई हो तो औसतन प्रतिदिन कितने से.मी. बारिश हुई है?,८
387,कानपुर में अप्रैल महीने में कुल २१० से.मी. बारिश हुई हो तो औसतन प्रतिदिन कितने से.मी. बारिश हुई है?,७
388,सुनील ने एक बैंक से ८०० रुपये कर्ज लेकर एक साल बाद ८५६ रुपये लौटाए। वार्षिक ब्याज की दर प्रति सौ कितने रुपये थी?,७
389,राहुल ने एक बैंक से १८०० रुपये कर्ज लेकर तीन साल बाद २३४० रुपये लौटाए। वार्षिक ब्याज की दर प्रति सौ कितने रुपये थी?,१०
390,अमिता ने किसी बैंक से ५% वार्षिक ब्याज पर कुछ रुपये कर्ज लेकर एक साल बाद ३० रुपये ब्याज दिया। मूलधन कितने रुपये था?,६००
391,कल्याणी ने किसी बैंक से ५% वार्षिक ब्याज पर कुछ रुपये कर्ज लेकर पांच साल बाद ३५० रुपये ब्याज दिया। मूलधन कितने रुपये था?,१४००
392,"बैंक से ८% वार्षिक ब्याज पर कुछ रुपये कर्ज लेकर, एक साल बाद ६०० रुपये ब्याज दिया गया। मूलधन कितना था?",७५००
393,लोकेश ने बैंक से ६% वार्षिक ब्याज पर कुछ रुपये कर्ज लेकर एक साल बाद १२७२ रुपये दिए। मूलधन कितना था?,२१२००
394,पूजा ने बैंक से १२% वार्षिक ब्याज पर कुछ रुपये कर्ज लेकर एक साल बाद १६८० रुपये ब्याज दिया। मूलधन कितना था?,१४०००
395,"तनीषा ने बैंक से ३ साल के लिए २,००० रुपये कर्ज लिया। वार्षिक ब्याज की दर ४% है। ३ साल बाद उसे कितने रुपये ब्याज देना होगा?",२४०
396,श्यामलाल ने एक बैंक से ४५०० रुपये कर्ज लिया। मूलधन पर ८% वार्षिक ब्याज तय किया गया। १० साल बाद उसे कितने रुपये ब्याज देना होगा?,३६००
397,श्यामलाल ने एक बैंक से ४५०० रुपये कर्ज लिया। मूलधन पर ८% वार्षिक ब्याज तय किया गया। १० साल बाद उसे कुल कितने रुपये चुकाने होंगे?,८१००
398,श्यामलाल ने एक बैंक से ४५०० रुपये कर्ज लिया। मूलधन पर ८% वार्षिक ब्याज तय किया गया। कितने साल बाद कुल ब्याज की राशि २५२० रुपये होगी?,७
399,२५ लीटर ५० लीटर का कितना % है?,१२.५०
400,१२० किलोग्राम का २०% कितने किलोग्राम है?,२४
401,३० लोग कितने लोगों का ३०% हैं?,९
402,८६५५ में से कौन-सी छोटी से छोटी संख्या घटाने पर अंतर एक पूर्ण वर्ग संख्या होगा?,६
403,६५१२०१ के साथ कौन-सी छोटी से छोटी संख्या जोड़ने पर योगफल एक पूर्ण वर्ग संख्या होगा?,४८
404,४६३९ में से छोटी से छोटी संख्या घटाने पर अंतर एक पूर्ण वर्ग संख्या होगा?,१५
405,५६०५ के साथ कौन-सी छोटी से छोटी संख्या जोड़ने पर योगफल एक पूर्ण वर्ग संख्या होगा?,२०
406,किसी बगीचे में १२९६ आम के पेड़ हैं। बगीचे की लंबाई और चौड़ाई दोनों तरफ की प्रत्येक कतार में बराबर संख्या में आम के पेड़ हों तो प्रत्येक कतार में पेड़ों की संख्या निकालें।,३६
407,"एक स्काउट दल को ९, १० और १२ कतारों में सजाया जा सकता है। उन्हें वर्गाकार रूप में भी सजाया जा सकता है। उस स्काउट दल में कम से कम कितने स्काउट हैं।",९००
408,५६७२८ सैनिकों में से कम से कम कितने सैनिकों को हटा देने पर सैनिक दल को वर्गाकार रूप में सजाया जा सकेगा?,८४
409,५६७२८ सैनिकों के साथ कम से कम और कितने सैनिकों के जुड़ने पर सैनिक दल को वर्गाकार रूप में सजाया जा सकेगा?,३९३
410,किसी विद्यालय के २७०४ विद्यार्थियों को दैनिक सभा के लिए वर्गाकार रूप में सजाया गया। प्रत्येक कतार में विद्यार्थियों की संख्या निकालें।,५२
411,"एक सहकारी समिति के जितने सदस्य थे, प्रत्येक के उतने २०-२० रुपये चंदा देने से कुल २०४८० रुपये हुए। उस समिति की सदस्य संख्या निकालें।",३२
412,किसी बगीचे में १८०० पौधे वर्गाकार रूप में लगाते समय ३६ पौधे ज्यादा हो गए। प्रत्येक कतार में पौधों की संख्या निकालें।,४२
413,"कौन-सी छोटी से छोटी पूर्ण वर्ग संख्या ९, १५ और २५ से विभाज्य है?",२२५
414,एक धान के खेत का धान काटने के लिए मजदूर लिए गए। प्रत्येक मजदूर की मजदूरी उनकी संख्या की १० गुनी है। दैनिक कुल मजदूरी ६२५० रुपये हो तो मजदूरों की संख्या निकालें।,२५
415,"दो क्रमागत संख्याओं के वर्गों का अंतर ३७ हो, तो बड़ी संख्या निकालें।",१९
416,"दो क्रमागत संख्याओं के वर्गों का अंतर ३७ हो, तो छोटी संख्या निकालें।",१८
417,ऐसी दो छोटी से छोटी क्रमागत संख्याएं हैं जिनके वर्गों का अंतर एक पूर्ण वर्ग संख्या है। बड़ी संख्या निकालें।,५
418,ऐसी दो छोटी से छोटी क्रमागत संख्याएं हैं जिनके वर्गों का अंतर एक पूर्ण वर्ग संख्या है। छोटी संख्या निकालें।,४
419,१२ लोग एक काम ९ दिनों में कर सकते हैं। उसी दर से काम करने पर १८ लोग वह काम कितने दिनों में कर सकेंगे?,६
420,"२० मीटर कपड़े को तीन भाई-बहन अमित, सुमित और चेतना के बीच ५ : ३ : २ के अनुपात में बांटने पर अमित के कपड़े की मात्रा कितनी है?",१०
421,"२० मीटर कपड़े को तीन भाई-बहन अमित, सुमित और चेतना के बीच ५ : ३ : २ के अनुपात में बांटने पर सुमित के कपड़े की मात्रा कितनी है?",६
422,"२० मीटर कपड़े को तीन भाई-बहन अमित, सुमित और चेतना के बीच ५ : ३ : २ के अनुपात में बांटने पर चेतना के कपड़े की मात्रा कितनी है?",४
423,"पवन और तपन की आय का अनुपात ४ : ३ है। तपन और रोबिन की आय का अनुपात ५ : ४ है। पवन की आय १२० रुपये हो, तो रोबिन की आय कितनी है?",७२
424,एक कपड़े की फैक्ट्री में प्रतिदिन ५५० शर्ट बनती हैं। उस फैक्ट्री में उसी दर से १ सप्ताह में कितनी शर्ट बनती हैं?,३८५०
425,"करण बाबू के तीन बेटों की उम्र क्रमशः ५ साल, ७ साल और ९ साल है। उन्होंने ४२०० रुपये तीनों बेटों को उनकी उम्र के अनुपात में बांट दिए, बड़े बेटे को कितने रुपये मिलेंगे?",१८००
426,"करण बाबू के तीन बेटों की उम्र क्रमशः ५ साल, ७ साल और ९ साल है। उन्होंने ४२०० रुपये तीनों बेटों को उनकी उम्र के अनुपात में बांट दिए, मंझले बेटे को कितने रुपये मिलेंगे?",१४००
427,"करण बाबू के तीन बेटों की उम्र क्रमशः ५ साल, ७ साल और ९ साल है। उन्होंने ४२०० रुपये तीनों बेटों को उनकी उम्र के अनुपात में बांट दिए, छोटे बेटे को कितने रुपये मिलेंगे?",१०००
428,"२१६० रुपये रूमा, जूही और काजल के बीच १ : २ : ३ के अनुपात में बांटने पर रूमा को कितने रुपये मिलेंगे?",३६०
429,"२१६० रुपये रूमा, जूही और काजल के बीच १ : २ : ३ के अनुपात में बांटने पर जूही को कितने रुपये मिलेंगे?",७२०
430,"२१६० रुपये रूमा, जूही और काजल के बीच १ : २ : ३ के अनुपात में बांटने पर काजल को कितने रुपये मिलेंगे?",१०८०
431,"कुछ रुपये लक्की, समर और सोहम के बीच ५ : ४ : २ के अनुपात में बांटे गए। सोहम को १८० रुपये मिले हों तो लक्की को कितने रुपये मिलेंगे, निकालें।",४५०
432,"कुछ रुपये लक्की, समर और सोहम के बीच ५ : ४ : २ के अनुपात में बांटे गए। सोहम को १८० रुपये मिले हों तो समर को कितने रुपये मिलेंगे, निकालें।",३६०
433,"सुरेश, दिनेश और लोकेश तीन भाई हैं। उनके पिता ने ६३०० रुपये उनके बीच बांट दिए। इसमें सुरेश को दिनेश का ३/५ हिस्सा और दिनेश को लोकेश के दुगुने रुपये मिलते हैं। सुरेश के रुपयों की राशि निकालें।",१८००
434,"सुरेश, दिनेश और लोकेश तीन भाई हैं। उनके पिता ने ६३०० रुपये उनके बीच बांट दिए। इसमें सुरेश को दिनेश का ३/५ हिस्सा और दिनेश को लोकेश के दुगुने रुपये मिलते हैं। दिनेश के रुपयों की राशि निकालें।",३०००
435,"सुरेश, दिनेश और लोकेश तीन भाई हैं। उनके पिता ने ६३०० रुपये उनके बीच बांट दिए। इसमें सुरेश को दिनेश का ३/५ हिस्सा और दिनेश को लोकेश के दुगुने रुपये मिलते हैं। लोकेश के रुपयों की राशि निकालें।",१५००
436,"तांबे, जस्ते और चांदी का अनुपात ३:५ है। उस गहने में तांबे और जस्ते का अनुपात १:२ और जस्ते और चांदी का अनुपात ३:५ है। १९ ग्राम वजन के गहने में कितने ग्राम चांदी है?",१०
437,दो बराबर माप के गिलास शरबत से भरे हैं। उस शरबत में पानी और सिरप का अनुपात क्रमशः पहले गिलास में ३:२ और दूसरे गिलास में ५:४ है। उन दोनों गिलासों का शरबत एक साथ मिलाने पर पानी और सिरप का अनुपात निकालें।,२६:१९
438,"क : ख = ४:७, ख : ग = १०:७ हो, तो क : ख : ग निकालें।",४०:७०:४९
439,"९६०० रुपये सारा, मयूरी और रिया के बीच ४:३:१ के अनुपात में बांटने पर सारा को कितने रुपये मिलेंगे?",४८००
440,"९६०० रुपये सारा, मयूरी और रिया के बीच ४:३:१ के अनुपात में बांटने पर मयूरी को कितने रुपये मिलेंगे?",३६००
441,"९६०० रुपये सारा, मयूरी और रिया के बीच ४:३:१ के अनुपात में बांटने पर रिया को कितने रुपये मिलेंगे?",१२००
442,"तीन छात्रों के बीच ४२०० रुपये उनकी कक्षा के अनुपात में बांटे गए। यदि वे क्रमशः ६ठी, ७वीं और ८वीं कक्षा के विद्यार्थी हों, तो ६ठी कक्षा के विद्यार्थी को कितने रुपये मिलेंगे?",१२००
443,"तीन छात्रों के बीच ४२०० रुपये उनकी कक्षा के अनुपात में बांटे गए। यदि वे क्रमशः ६ठी, ७वीं और ८वीं कक्षा के विद्यार्थी हों, तो ७वीं कक्षा के विद्यार्थी को कितने रुपये मिलेंगे?",१४००
444,"तीन छात्रों के बीच ४२०० रुपये उनकी कक्षा के अनुपात में बांटे गए। यदि वे क्रमशः ६ठी, ७वीं और ८वीं कक्षा के विद्यार्थी हों, तो ८वीं कक्षा के विद्यार्थी को कितने रुपये मिलेंगे?",१६००
445,सोहन और सलमान की आय का अनुपात ५:७ है। सलमान और युसुफ की आय का अनुपात ४:५ है। सोहन की आय १२० रुपये हो तो युसुफ की आय कितनी है?,२१०
446,"एक संतरा विक्रेता ने प्रति सौ संतरे १००० रुपये में खरीदकर १२०० रुपये में बेचे, उन्हें कितना लाभ हुआ?",२००
447,"एक दुकानदार ने ५० किलो की १ बोरी चावल १६०० रुपये में खरीदी। चावल का दाम घट जाने से १५०० रुपये में बेची, उन्हें कितने रुपये का घाटा हुआ?",१००
448,७५ रुपये में १५ बॉलपेन खरीदकर ९० रुपये में बेचने पर प्रति सौ कितना लाभ होगा?,२०
449,एक मछली विक्रेता ने प्रति गंडा (४ मछलियां) हिलसा मछली १६०० रुपये में खरीदकर प्रत्येक मछली ३५० रुपये में बेची। उन्हें प्रति सौ कितना लाभ या घाटा हुआ?,१२.५०
450,एक बक्सा अंगूर २७५० रुपये में बेचने पर ४५० रुपये का घाटा हुआ। वही अंगूर ३६०० रुपये में बेचते तो कितने रुपये का लाभ या घाटा होता?,४००
451,एक चाय व्यापारी ने एक बक्सा चाय पत्ती ८० रुपये प्रति किलो के हिसाब से खरीदी। सारी चाय पत्ती ७५ रुपये प्रति किलो की दर से बेचने पर ५०० रुपये का घाटा हुआ। उन्होंने कितने किलो चाय पत्ती खरीदी थी?,१००
452,एक अंडा विक्रेता ने प्रति दर्जन अंडे १०१ रुपये की दर से ५ दर्जन और ९० रुपये की दर से ६ दर्जन अंडे खरीदकर किस दर पर बेचने से उन्हें प्रति दर्जन ३ रुपये का लाभ होगा?,९८
453,एक बकरी १०% घाटे पर बेची गई। बिक्री मूल्य ४५० रुपये ज्यादा होता तो ५% लाभ होता। बकरी का क्रय मूल्य कितना है?,३०००
454,"नवीन ने मिठाई की दुकान से २५० रुपये प्रति किलो के हिसाब से किलो संदेश खरीदा। वैट की दर ४ रुपये हो, तो संदेश खरीदने के लिए वह दुकानदार को कितने रुपये देगा?",५२०
455,"नरेश बाबू का मासिक मूल वेतन २७,६५० रुपये है। वार्षिक कुल आय के पहले दो लाख पचास हजार रुपये का आयकर ० (शून्य) रुपये है। बाद की राशि पर आयकर की दर १० रुपये हो, तो नरेश बाबू कितने रुपये आयकर देते हैं?",८१८०
456,एक दुकानदार ने २०० रुपये प्रति मीटर की दर से ५ मीटर कपड़ा खरीदकर २२५ रुपये प्रति मीटर की दर से बेचा तो कितना लाभ हुआ?,१२५
457,एक संतरा विक्रेता ने ६० रुपये प्रति गंडा (४ संतरे) की दर से ५ दर्जन संतरे खरीदकर ५० रुपये प्रति गंडा की दर से बेचे तो कितना घाटा हुआ?,१५०
458,रवि ४० रुपये प्रति किलो की दर से ५० किलो चावल खरीदकर ४४ रुपये किलो की दर से बेचे तो कितना लाभ या घाटा होगा?,२००
459,प्रति लीटर अमूल दूध ५२ रुपये में खरीदकर ५५ रुपये की दर से बेचने पर प्रति सौ कितना लाभ होता है?,५.७६
460,"प्रत्येक चॉकलेट ८ रुपये के हिसाब से खरीदकर ८.५० रुपये के हिसाब से बेचने पर २५ रुपये लाभ हुआ, कुल कितनी चॉकलेट खरीदी गई थीं?",५०
461,१२५ रुपये प्रति मीटर की दर से कपड़ा खरीदकर १५० रुपये की दर से बेचने पर दुकानदार को २००० रुपये का लाभ होता है। दुकानदार ने कुल कितने मीटर कपड़ा खरीदा था?,८०
462,एक वस्तु १९० रुपये में खरीदकर १७५ रुपये में बेचने पर प्रति सौ कितना लाभ या घाटा होगा?,७.८९
463,"२५ मीटर कपड़ा जिस दाम पर खरीदा जाता है, उसी दाम पर २० मीटर कपड़ा बेचने पर प्रति सौ कितना लाभ या घाटा होगा?",२५
464,५ रुपये में ८ आंवले खरीदकर ५ रुपये में ६ की दर से बेचने पर प्रति सौ कितना लाभ या घाटा होगा?,३३.३३
465,एक गाड़ी का बिक्री मूल्य गाड़ी के क्रय मूल्य के ४/५ हिस्से के बराबर है। प्रति सौ लाभ या घाटा निकालें।,२०
