Q No.,Question,Answer
344,गीता की तुलना में शिवम के पास २१० रुपये अधिक हैं। श्याम की तुलना में गीता के पास ३५० रुपये कम हैं। श्याम के पास ४२० रुपये हैं। शिवम के पास _____ रुपये हैं।,२८०
345,तीन संख्याओं का योग ८४०२५ है। यदि उनमें से दो संख्याएँ १२४५० और ३७८५५ हों तो तीसरी संख्या _____ है।,३३७२०
346,सोहन ने ७०००० रुपये में एक मोटरसाइकिल खरीदी। मोटरसाइकिल के रजिस्ट्रेशन में १५०० रुपये और मरम्मत में ८०० रुपये खर्च हुए। अब यदि वह मोटरसाइकिल १००००० रुपये में बेचे तो उसे _____ रुपये का लाभ होगा।,२७७००
347,"६, ४, ८ और २ अंकों का केवल एक बार उपयोग करके बनी सबसे बड़ी और सबसे छोटी संख्याओं का अंतर _____ है।",६१७४
348,किसी संख्या को ३ से भाग देने पर भागफल ३ और शेष १ मिलता है। वह संख्या _____ है।,१०
349,मेरे पास ३६ से.मी. लंबा और २४ से.मी. चौड़ा एक कागज़ है। मैं वर्गाकार कागज़ों से कागज़ की सतह ढँकना चाहता हूँ। संभव सबसे बड़े वर्गाकार कागज़ की भुजा की लंबाई _____ सेमी है।,१२
350,राहुल के पास ४५ सेब और १८ संतरे हैं। राहुल कोई सेब या संतरा शेष न रखते हुए अधिक से अधिक बच्चों में इस प्रकार बाँटना चाहता है कि प्रत्येक को बराबर संख्या में सेब और संतरे मिलें। राहुल _____ बच्चों में ये बाँट सकेगा।,९
351,किसी दौड़ प्रतियोगिता के रास्ते का एक चक्कर ८०० मीटर के बराबर है। तो वह _____ वीं बार में १०००० मीटर रास्ता पार करेगा।,१३
352,"किसी घर में ९८००० ग्राम चावल है। यदि उन्हें प्रतिदिन ६५० ग्राम चावल लगे, तो _____ वें दिन चावल खत्म होगा।",१५१
353,एक आदमी हर महीने ८५० रुपये बचाता है। तो _____ वें महीने में उसकी बचत ५०००० रुपये पार कर जाएगी।,५९
354,एक पानी की टंकी में प्रति मिनट ५ लीटर पानी आता है और २ लीटर पानी खर्च होता है। १० मिनट में पानी की टंकी में _____ लीटर पानी होगा।,३०
355,१२ बिस्कुट और ३० चॉकलेट का मूल्य मिलाकर १९२ रुपये है। यदि एक बिस्कुट का मूल्य ६ रुपये हो तो एक चॉकलेट का मूल्य _____ रुपये है।,४
356,"एक शिक्षक ६० पेंसिलें, ३६ रबड़ और १८ कॉपियाँ कुछ विद्यार्थियों में बराबर बाँटना चाहते हैं। अधिकतम _____ विद्यार्थियों में ये पेंसिलें, रबड़ और कॉपियाँ बराबर बाँटी जा सकेंगी।",६
357,एक सड़क पर कुछ पेड़ और लैंपपोस्ट हैं। २५ मीटर के अंतराल पर पेड़ और २० मीटर के अंतराल पर लैंपपोस्ट हैं। यदि सड़क की शुरुआत में पेड़ और लैंपपोस्ट एक साथ हों तो _____ मीटर के अंतराल पर पेड़ और लैंपपोस्ट फिर से एक साथ होंगे।,१००
358,"किसी स्थान पर १० से अधिक विद्यार्थी हैं। एक शिक्षक ४२ केले, ८४ बिस्कुट और १०५ चॉकलेट बिना कुछ शेष रखे विद्यार्थियों में बराबर बाँटना चाहते हैं। _____ विद्यार्थियों में शिक्षक केले, बिस्कुट और चॉकलेट बाँट सकेंगे।",२१
359,यदि ५% टैक्स सहित एक गाय का मूल्य १०७१०० रुपये हो तो टैक्स के बिना गाय का मूल्य _____ रुपये है।,१०२०००
360,७/४ मीटर लंबाई और ६/५ मीटर चौड़ाई वाले एक आयताकार बोर्ड का क्षेत्रफल _____ वर्ग मीटर है।,२१/१०
361,एक वर्गाकार मैदान की एक भुजा की लंबाई ५/२ कि.मी. है। मैदान का क्षेत्रफल _____ वर्ग किमी है।,२५/४
362,३/५ वर्ग मीटर दीवार रंगने में १/३ डेसीलीटर रंग लगता है। १ डेसीलीटर रंग से _____ वर्ग मीटर दीवार रंगी जा सकेगी।,९/५
363,"एक लाठी का १/६ भाग मिट्टी में, १/२ भाग पानी में और शेष भाग पानी के ऊपर है। पानी के ऊपर वाले भाग की लंबाई २ मीटर है। लाठी का _____ मीटर पानी में है।",३
364,"एक लाठी का १/६ भाग मिट्टी में, १/२ भाग पानी में और शेष भाग पानी के ऊपर है। पानी के ऊपर वाले भाग की लंबाई २ मीटर है। लाठी का _____ मीटर मिट्टी में है।",१
365,"एक लाठी का १/६ भाग मिट्टी में, १/२ भाग पानी में और शेष भाग पानी के ऊपर है। पानी के ऊपर वाले भाग की लंबाई २ मीटर है। पूरी लाठी की लंबाई _____ मीटर है।",६
366,"एक लाठी का १/२ भाग मिट्टी में, १/३ भाग पानी में और शेष भाग पानी के ऊपर है। पानी के ऊपर वाले भाग की लंबाई ३ मीटर है। लाठी का _____ मीटर पानी में है।",६
367,"एक लाठी का १/२ भाग मिट्टी में, १/३ भाग पानी में और शेष भाग पानी के ऊपर है। पानी के ऊपर वाले भाग की लंबाई ३ मीटर है। लाठी का _____ मीटर मिट्टी में है।",९
368,"एक लाठी का १/२ भाग मिट्टी में, १/३ भाग पानी में और शेष भाग पानी के ऊपर है। पानी के ऊपर वाले भाग की लंबाई ३ मीटर है। पूरी लाठी की लंबाई _____ मीटर है।",१८
369,एक हॉस्टल में प्रतिदिन ६०/७ क्विंटल चावल लगता है। हॉस्टल में एक सप्ताह में _____ क्विंटल चावल लगेगा।,६०
370,एक धातु की नली के १ मीटर का वज़न १३/8 किलो है। नली के ३/५ मीटर का वज़न _____ किलो है।,३९/२०
371,"यदि ३२/५ मीटर तार को हम ४/५ मीटर के टुकड़ों में काटें, तो _____ टुकड़े होंगे।",८
372,५ मीटर लंबाई की एक धातु की नली का वज़न २०/७ किलो है। १ किलो वज़न की नली पाने के लिए _____ मीटर लंबाई की नली काटनी होगी।,७/४
373,"आनंद के पास ४ किलो तेल है। यदि १ लीटर तेल का वज़न ६/७ किलो हो, तो उसके पास _____ लीटर तेल है।",१४/३
374,"सज्जन बाबू के पास २४,००० रुपये थे। उन्होंने इन रुपयों का ५/१२ भाग अनाथालय को, ३/८ भाग शिक्षा संस्थान को दान किया। उनके पास _____ रुपये बचे हैं।",५०००
375,"सज्जन बाबू के पास २४,००० रुपये थे। उन्होंने इन रुपयों का ५/१२ भाग अनाथालय को, ३/८ भाग शिक्षा संस्थान को दान किया। उन्होंने _____ रुपये अनाथालय को दिए।",१००००
376,"सज्जन बाबू के पास २४,००० रुपये थे। उन्होंने इन रुपयों का ५/१२ भाग अनाथालय को, ३/८ भाग शिक्षा संस्थान को दान किया। उन्होंने _____ रुपये शिक्षा संस्थान को दिए।",९०००
377,एक मीटर तार का वज़न ४०० ग्राम है। यदि एक तार की लंबाई २.४ मीटर हो तो पूरे तार का वज़न _____ ग्राम है।,९६०
378,एक मीटर लोहे की छड़ का वज़न २.३ किलो है। यदि छड़ की लंबाई १.४ मीटर हो तो इसका वज़न _____ किलो है।,३.२२
379,एक बर्तन में १.६ लीटर रंग है और इसका वज़न २.४ किलो है। प्रति लीटर रंग का वज़न _____ किलो है।,१.५०
380,एक आयताकार ज़मीन का क्षेत्रफल २९.४ वर्ग मीटर है। यदि इसकी लंबाई ८.४ मीटर हो तो चौड़ाई _____ मीटर है।,३.५०
381,एक आयताकार ज़मीन की चौड़ाई ४.७५ मीटर और लंबाई १२.८ मीटर है। ज़मीन का क्षेत्रफल _____ वर्ग मीटर है।,६०.८०
382,"राजन का वज़न ३६.५ किलो है, उसके छोटे भाई और पिता का वज़न क्रमशः उसके वज़न का ०.८ गुना और १.६ गुना है। उसके भाई का वज़न _____ किलो है।",२९.२०
383,"राजन का वज़न ३६.५ किलो है, उसके छोटे भाई और पिता का वज़न क्रमशः उसके वज़न का ०.८ गुना और १.६ गुना है। उसके पिता का वज़न _____ किलो है।",५८.४०
384,एक आयताकार ज़मीन का क्षेत्रफल ७२९ वर्ग मीटर है। यदि इसकी चौड़ाई २२.५ मीटर हो तो लंबाई _____ मीटर है।,३२.४०
385,३.२५ मीटर लंबे एक लोहे के टुकड़े का वज़न १५.६ किलो है। लोहे के टुकड़े के प्रति मीटर का वज़न _____ किलो है।,४.८०
386,"राजन ने पिछले सप्ताह प्रतिदिन क्रमशः २, १.५, १, १.५, १, २, ५ घंटे घर पर पढ़ाई की। उसने प्रतिदिन औसतन _____ घंटे घर पर पढ़ाई की।",२
387,"राजन ने पिछले सप्ताह प्रतिदिन क्रमशः ३, २.५, ३, ४.५, ३, २, ३ घंटे घर पर पढ़ाई की। उसने प्रतिदिन औसतन _____ घंटे घर पर पढ़ाई की।",३
388,"राजन ने पिछले सप्ताह प्रतिदिन क्रमशः ३, २.५, ३.५, ४.५, ३.५, ४, ३.५ घंटे घर पर पढ़ाई की। उसने प्रतिदिन औसतन _____ घंटे घर पर पढ़ाई की।",३.५०
389,"राजन ने पिछले सप्ताह प्रतिदिन क्रमशः २, १.५, १, १.५, ३, २, ३ घंटे घर पर पढ़ाई की। उसने प्रतिदिन औसतन _____ घंटे घर पर पढ़ाई की।",२
390,"एक बॉक्स के २० संतरों में से हमने ३ का वज़न मापा तो क्रमशः ३३५ ग्राम, ३२० ग्राम और ३७१ ग्राम मिला। तीनों संतरों का औसत वज़न _____ ग्राम है।",३४२
391,"एक बॉक्स के २० संतरों में से हमने ३ का वज़न मापा तो क्रमशः ३३५ ग्राम, ३२० ग्राम और ३७१ ग्राम मिला। औसत वज़न के आधार पर २० संतरों का कुल वज़न _____ किलो है।",६.८४
392,"एक बॉक्स के ३० संतरों में से हमने ३ का वज़न मापा तो क्रमशः २३५ ग्राम, १२० ग्राम और ३६५ ग्राम मिला। तीनों संतरों का औसत वज़न _____ ग्राम है।",२४०
393,"एक बॉक्स के ३० संतरों में से हमने ३ का वज़न मापा तो क्रमशः २३५ ग्राम, १२० ग्राम और ३६५ ग्राम मिला। औसत वज़न के आधार पर ३० संतरों का कुल वज़न _____ किलो है।",७.२०
394,"८ अंडों का वज़न क्रमशः ५४ ग्राम, ५६ ग्राम, ५० ग्राम, ५८ ग्राम, ५७ ग्राम, ५० ग्राम, ५३ ग्राम, ५० ग्राम है। ८ अंडों का औसत वज़न _____ ग्राम है।",५३.५०
395,"५ अंडों का वज़न क्रमशः ५८ ग्राम, ५७ ग्राम, ५० ग्राम, ५३ ग्राम, ५१ ग्राम है। ५ अंडों का औसत वज़न _____ ग्राम है।",५३.८०
396,६ किताबों का वज़न ९२४ ग्राम है। किताबों का औसत वज़न _____ ग्राम है।,१५४
397,किसी विद्यालय की ५वीं कक्षा के कुल ३० विद्यार्थियों में से १२ छात्राएँ हैं। कुल विद्यार्थियों का प्रतिशत _____ छात्राएँ हैं।,४०
398,किसी विद्यालय की ५वीं कक्षा के कुल ५० विद्यार्थियों में से ४२% छात्राएँ हैं। उस कक्षा में कुल _____ छात्राएँ हैं।,२१
399,किसी विद्यालय की ५वीं कक्षा के कुल ५० विद्यार्थियों में से ४२% छात्राएँ हैं। उस कक्षा में कुल _____ छात्र हैं।,२९
400,"यदि जसवंत एक बैंक से ६% वार्षिक ब्याज पर २,००० रुपये कर्ज़ ले तो जसवंत को हर साल _____ रुपये ब्याज देना होगा।",१२०
401,यदि दिल्ली में मई महीने में कुल २४८ से.मी. बारिश हो तो औसतन प्रतिदिन _____ से.मी. बारिश हुई।,८
402,यदि लखनऊ में अप्रैल महीने में कुल २१० से.मी. बारिश हो तो औसतन प्रतिदिन _____ से.मी. बारिश हुई।,७
403,सुनील ने एक बैंक से ८०० रुपये कर्ज़ लेकर एक साल बाद ८५६ रुपये लौटाए। वार्षिक ब्याज की प्रतिशत दर _____ थी।,७
404,रोहित ने एक बैंक से १८०० रुपये कर्ज़ लेकर तीन साल बाद २३४० रुपये लौटाए। वार्षिक ब्याज की प्रतिशत दर _____ थी।,१०
405,अमिता ने किसी बैंक से वार्षिक ५% ब्याज पर कुछ रुपये कर्ज़ लेकर एक साल बाद ३० रुपये ब्याज दिया। मूलधन _____ रुपये था।,६००
406,कल्याणी ने किसी बैंक से वार्षिक ६% ब्याज पर कुछ रुपये कर्ज़ लेकर पाँच साल बाद ३५० रुपये ब्याज दिया। मूलधन _____ रुपये था।,१४००
407,"बैंक से वार्षिक ८% ब्याज पर कुछ रुपये कर्ज़ लेकर, एक साल बाद ६०० रुपये ब्याज दिया गया। मूलधन _____ था।",७५००
408,लिंकन ने बैंक से वार्षिक ६% ब्याज पर कुछ रुपये कर्ज़ लेकर एक साल बाद १२७२ रुपये दिए। मूलधन _____ था।,२१२००
409,पूजा ने बैंक से वार्षिक १२% ब्याज पर कुछ रुपये कर्ज़ लेकर एक साल बाद १६८० रुपये ब्याज दिया। मूलधन _____ था।,१४०००
410,"तनु ने बैंक से ३ साल के लिए २,००० रुपये कर्ज़ लिया। वार्षिक ब्याज दर ४% है। ३ साल बाद उसे _____ रुपये ब्याज देना होगा।",२४०
411,श्यामल कुमार ने एक बैंक से ४५०० रुपये कर्ज़ लिया। मूलधन पर वार्षिक ८% ब्याज तय किया गया। १० साल बाद उन्हें कुल _____ रुपये चुकाने होंगे।,८१००
412,श्यामल कुमार ने एक बैंक से ४५०० रुपये कर्ज़ लिया। मूलधन पर वार्षिक ८% ब्याज तय किया गया। _____ साल बाद कुल ब्याज की राशि २५२० रुपये होगी।,७
413,३० लोगों के ३०% लोग _____ हैं।,९
414,श्यामल कुमार ने एक बैंक से ४५०० रुपये कर्ज़ लिया। मूलधन पर वार्षिक ८% ब्याज तय किया गया। १० साल बाद उन्हें _____ रुपये ब्याज देना होगा।,३६००
415,८६५५ में से कौन-सी एक सबसे छोटी संख्या घटाने पर अंतर एक पूर्ण वर्ग संख्या होगा। वह संख्या _____ है।,६
416,६५१२०१ के साथ कौन-सी एक सबसे छोटी संख्या जोड़ने पर योग एक पूर्ण वर्ग संख्या होगा। वह संख्या _____ है।,४८
417,४६३९ में से एक सबसे छोटी संख्या घटाने पर अंतर एक पूर्ण वर्ग संख्या होगा। वह संख्या _____ है।,१५
418,५६०५ के साथ कौन-सी एक सबसे छोटी संख्या जोड़ने पर योग एक पूर्ण वर्ग संख्या होगा। वह संख्या _____ है।,२०
419,किसी बगीचे में १२९६ आम के पेड़ हैं। यदि बगीचे की लंबाई और चौड़ाई दोनों दिशाओं की प्रत्येक पंक्ति में बराबर संख्या में आम के पेड़ हों तो प्रत्येक पंक्ति में _____ पेड़ हैं।,३६
420,"एक स्काउट दल को ९, १० और १२ पंक्तियों में सजाया जा सकता है। साथ ही उन्हें वर्गाकार रूप में भी सजाया जा सकता है। उस स्काउट दल में कम से कम _____ स्काउट हैं।",९००
421,५६७२८ सैनिकों में से कम से कम _____ सैनिक हटा दिए जाएँ तो सैनिक दल को वर्गाकार रूप में सजाया जा सकेगा।,८४
422,५६७२८ सैनिकों के साथ कम से कम _____ सैनिक और जुड़ें तो सैनिक दल को वर्गाकार रूप में सजाया जा सकेगा।,३९३
423,किसी विद्यालय के २७०४ विद्यार्थियों को दैनिक सभा के लिए वर्गाकार रूप में सजाया गया। प्रत्येक पंक्ति में _____ विद्यार्थी हैं।,५२
424,"एक सहकारी समिति में जितने सदस्य थे, प्रत्येक ने उतने २०-२० रुपये चंदा दिया जिससे कुल २०४८० रुपये हुए। उस समिति के सदस्य _____ हैं।",३२
425,किसी बगीचे में १८०० पौधे वर्गाकार रूप में लगाते समय ३६ पौधे अधिक हो गए। प्रत्येक पंक्ति में _____ पौधे हैं।,४२
426,"कोई एक सबसे छोटी पूर्ण वर्ग संख्या ९, १५ और २५ से विभाज्य है। वह संख्या _____ है।",२२५
427,एक धान के खेत की धान काटने के लिए मज़दूर लिए गए। प्रत्येक मज़दूर की मज़दूरी उनकी संख्या की १० गुनी है। यदि दैनिक कुल मज़दूरी ६२५० रुपये हो तो मज़दूरों की संख्या _____ होगी।,२५
428,"यदि दो क्रमागत संख्याओं के वर्गों का अंतर ३७ हो, तो बड़ी संख्या _____ होगी।",१९
429,"यदि दो क्रमागत संख्याओं के वर्गों का अंतर ३७ हो, तो छोटी संख्या _____ होगी।",१८
430,ऐसी दो सबसे छोटी क्रमागत संख्याएँ हैं जिनके वर्गों का अंतर एक पूर्ण वर्ग संख्या है। बड़ी संख्या _____ होगी।,५
431,ऐसी दो सबसे छोटी क्रमागत संख्याएँ हैं जिनके वर्गों का अंतर एक पूर्ण वर्ग संख्या है। छोटी संख्या _____ होगी।,४
432,१२ लोग एक काम ९ दिनों में कर सकते हैं। यदि उसी दर से काम करें तो १८ लोग वह काम _____ दिनों में कर सकेंगे।,६
433,"२० मीटर कपड़े को तीन भाई-बहनों अमित, सुमित और चेतना में ५ : ३ : २ के अनुपात में बाँटने पर अमित के कपड़े की मात्रा _____ मीटर है।",१०
434,"२० मीटर कपड़े को तीन भाई-बहनों अमित, सुमित और चेतना में ५ : ३ : २ के अनुपात में बाँटने पर सुमित के कपड़े की मात्रा _____ मीटर है।",६
435,"२० मीटर कपड़े को तीन भाई-बहनों अमित, सुमित और चेतना में ५ : ३ : २ के अनुपात में बाँटने पर चेतना के कपड़े की मात्रा _____ मीटर है।",४
436,"पवन और तपन की आय का अनुपात ४ : ३ है। तपन और रवि की आय का अनुपात ५ : ४ है। यदि पवन की आय १२० रुपये हो, तो रवि की आय _____ रुपये है।",७२
437,एक गारमेंट्स फैक्ट्री में प्रतिदिन ५५० शर्ट बनती हैं। उस फैक्ट्री में उसी दर से १ सप्ताह में _____ शर्ट बनती हैं।,३८५०
438,"कबीर बाबू के तीन पुत्रों की आयु क्रमशः ५ वर्ष, ७ वर्ष और ९ वर्ष है। उन्होंने ४२०० रुपये तीनों पुत्रों में उनकी आयु के अनुपात में बाँट दिए, बड़े बेटे को _____ रुपये मिलेंगे।",१८००
439,"कबीर बाबू के तीन पुत्रों की आयु क्रमशः ५ वर्ष, ७ वर्ष और ९ वर्ष है। उन्होंने ४२०० रुपये तीनों पुत्रों में उनकी आयु के अनुपात में बाँट दिए, मँझले बेटे को _____ रुपये मिलेंगे।",१४००
440,"कबीर बाबू के तीन पुत्रों की आयु क्रमशः ५ वर्ष, ७ वर्ष और ९ वर्ष है। उन्होंने ४२०० रुपये तीनों पुत्रों में उनकी आयु के अनुपात में बाँट दिए, छोटे बेटे को _____ रुपये मिलेंगे।",१०००
441,"२१६० रुपये रुचि, जूही और कोमल में १ : २ : ३ के अनुपात में बाँटने पर रुचि को _____ रुपये मिलेंगे।",३६०
442,"२१६० रुपये रुचि, जूही और कोमल में १ : २ : ३ के अनुपात में बाँटने पर जूही को _____ रुपये मिलेंगे।",७२०
443,"२१६० रुपये रुचि, जूही और कोमल में १ : २ : ३ के अनुपात में बाँटने पर कोमल को _____ रुपये मिलेंगे।",१०८०
444,"कुछ रुपये ललित, सुमन और शिवा में ५ : ४ : २ के अनुपात में बाँटे गए। यदि शिवा को १८० रुपये मिलें तो ललित को _____ रुपये मिलेंगे, ज्ञात कीजिए।",४५०
445,"कुछ रुपये ललित, सुमन और शिवा में ५ : ४ : २ के अनुपात में बाँटे गए। यदि शिवा को १८० रुपये मिलें तो सुमन को _____ रुपये मिलेंगे, ज्ञात कीजिए।",३६०
446,"सूरज, दिलीप और लिंकन तीन भाई हैं। उनके पिता ने ६३०० रुपये उनमें बाँट दिए। इसमें सूरज को दिलीप का ३/५ भाग और दिलीप को लिंकन का दोगुना रुपया मिलता है। सूरज के रुपयों की राशि _____ रुपये है।",१८००
447,"सूरज, दिलीप और लिंकन तीन भाई हैं। उनके पिता ने ६३०० रुपये उनमें बाँट दिए। इसमें सूरज को दिलीप का ३/५ भाग और दिलीप को लिंकन का दोगुना रुपया मिलता है। दिलीप के रुपयों की राशि _____ रुपये है।",३०००
448,"सूरज, दिलीप और लिंकन तीन भाई हैं। उनके पिता ने ६३०० रुपये उनमें बाँट दिए। इसमें सूरज को दिलीप का ३/५ भाग और दिलीप को लिंकन का दोगुना रुपया मिलता है। लिंकन के रुपयों की राशि _____ रुपये है।",१५००
449,"ताँबे, जस्ते और चाँदी का अनुपात ३:५ है। उस गहने में ताँबे और जस्ते का अनुपात १:२ और जस्ते और चाँदी का अनुपात ३:५ है। १९ ग्राम वज़न के गहने में _____ ग्राम चाँदी है।",१०
450,दो बराबर माप के गिलास शरबत से भरे हैं। उस शरबत में पानी और सिरप का अनुपात क्रमशः पहले गिलास में ३:२ और दूसरे गिलास में ५:४ है। उन दोनों गिलासों का शरबत एक साथ मिलाने पर पानी और सिरप का अनुपात _____ होगा।,२६:१९
451,"यदि क : ख = ४:७, ख : ग = १०:७ हो, तो क:ख:ग बराबर _____ है।",४०:७०:४९
452,"९६०० रुपये सारा, माया और रिया में ४:३:१ के अनुपात में बाँटने पर सारा को _____ रुपये मिलेंगे।",४८००
453,"९६०० रुपये सारा, माया और रिया में ४:३:१ के अनुपात में बाँटने पर माया को _____ रुपये मिलेंगे।",३६००
454,"९६०० रुपये सारा, माया और रिया में ४:३:१ के अनुपात में बाँटने पर रिया को _____ रुपये मिलेंगे।",१२००
455,"तीन छात्रों में ४२०० रुपये उनकी कक्षा के अनुपात में बाँटे गए। यदि वे क्रमशः छठी, ७वीं और ८वीं कक्षा के विद्यार्थी हों, तो छठी कक्षा के विद्यार्थी को _____ रुपये मिलेंगे।",१२००
456,"तीन छात्रों में ४२०० रुपये उनकी कक्षा के अनुपात में बाँटे गए। यदि वे क्रमशः छठी, ७वीं और ८वीं कक्षा के विद्यार्थी हों, तो ७वीं कक्षा के विद्यार्थी को _____ रुपये मिलेंगे।",१४००
457,"तीन छात्रों में ४२०० रुपये उनकी कक्षा के अनुपात में बाँटे गए। यदि वे क्रमशः छठी, ७वीं और ८वीं कक्षा के विद्यार्थी हों, तो ८वीं कक्षा के विद्यार्थी को _____ रुपये मिलेंगे।",१६००
458,सुरेश और सलिल की आय का अनुपात ५:७ है। सलिल और योगेश की आय का अनुपात ४:५ है। यदि सुरेश की आय १२० रुपये हो तो योगेश की आय _____ रुपये है।,२१०
459,"एक संतरा विक्रेता ने प्रति सौ संतरे १००० रुपये में खरीदकर १२०० रुपये में बेचे, उन्हें _____ रुपये का लाभ हुआ।",२००
460,"एक दुकानदार ने ५० किलो की १ बोरी चावल १६०० रुपये में खरीदी। चावल का दाम गिर जाने से १५०० रुपये में बेची, उन्हें _____ रुपये की हानि हुई।",१००
461,७५ रुपये में १५ बॉलपेन खरीदकर ९० रुपये में बेचने पर प्रतिशत _____ भाग लाभ होगा।,२०
462,एक मछली विक्रेता ने प्रति गंडा (चार) रोहू मछली १६०० रुपये में खरीदकर प्रत्येक मछली ३५० रुपये में बेची। उन्हें प्रतिशत _____ भाग लाभ या हानि हुई।,१२.५०
463,एक बॉक्स अंगूर २७५० रुपये में बेचने पर ४५० रुपये की हानि हुई। वही अंगूर ३६०० रुपये में बेचने पर _____ रुपये का लाभ या हानि होती।,४००
464,एक चाय व्यापारी ने एक बॉक्स चाय पत्ती ८० रुपये प्रति किलो के हिसाब से खरीदी। सारी चाय पत्ती ७५ रुपये प्रति किलो की दर से बेचने पर ५०० रुपये की हानि हुई। उन्होंने _____ किलो चाय पत्ती खरीदी थी।,१००
465,एक अंडा विक्रेता ने १०१ रुपये प्रति दर्जन की दर से ५ दर्जन और ९० रुपये की दर से ६ दर्जन अंडे खरीदकर _____ रुपये की दर से बेचे तो उन्हें प्रति दर्जन ३ रुपये का लाभ होगा।,९८
466,एक बकरी १०% हानि पर बेची गई। यदि बिक्री मूल्य ४५० रुपये अधिक होता तो ५% लाभ होता। बकरी का क्रय मूल्य _____ रुपये है।,३०००
467,"नमन ने मिठाई की दुकान से २५० रुपये प्रति किलो के हिसाब से किलो भर संदेश (मिठाई) खरीदा। यदि वैट की दर ४ रुपये हो, तो मिठाई खरीदने के लिए वह दुकानदार को _____ रुपये देगा।",५२०
468,"नरेश बाबू का मासिक मूल वेतन २७,६५० रुपये है। वार्षिक कुल आय के पहले दो लाख पचास हज़ार रुपये पर आयकर ० (शून्य) रुपये है। उसके बाद की राशि पर आयकर की दर १० रुपये हो, तो नरेश बाबू _____ रुपये आयकर देते हैं।",८१८०
469,एक दुकानदार ने २०० रुपये प्रति मीटर की दर से ५ मीटर कपड़ा खरीदकर २२५ रुपये प्रति मीटर की दर से बेचा तो _____ रुपये का लाभ हुआ।,१२५
470,एक संतरा विक्रेता ने ६० रुपये प्रति गंडा (चार) की दर से ५ दर्जन संतरे खरीदकर ५० रुपये प्रति गंडा की दर से बेचे तो _____ रुपये की हानि हुई।,१५०
471,रवि ने ४० रुपये प्रति किलो की दर से ५० किलो चावल खरीदकर ४४ रुपये प्रति किलो की दर से बेचा तो _____ रुपये का लाभ या हानि होगी।,२००
472,प्रति लीटर अमूल दूध ५२ रुपये में खरीदकर ५५ रुपये की दर से बेचने पर प्रतिशत _____ भाग लाभ होता है।,५.७६
473,"प्रत्येक चॉकलेट ८ रुपये के हिसाब से खरीदकर ८.५० रुपये के हिसाब से बेचने पर २५ रुपये का लाभ हुआ, कुल _____ चॉकलेट खरीदी गई थीं।",५०
474,१२५ रुपये प्रति मीटर की दर से कपड़ा खरीदकर १५० रुपये की दर से बेचने पर दुकानदार को २००० रुपये का लाभ होता है। दुकानदार ने कुल _____ मीटर कपड़ा खरीदा था।,८०
475,एक वस्तु १९० रुपये में खरीदकर १७५ रुपये में बेचने पर प्रतिशत _____ भाग लाभ या हानि होगी।,७.८९
476,"२५ मीटर कपड़ा जिस मूल्य पर खरीदा जाता है, उसी मूल्य पर २० मीटर कपड़ा बेचने पर प्रतिशत _____ भाग लाभ या हानि होगी।",२५
477,५ रुपये में ८ आँवले खरीदकर ५ रुपये में ६ की दर से बेचने पर प्रतिशत _____ भाग लाभ या हानि होगी।,३३.३३
478,एक गाड़ी का बिक्री मूल्य गाड़ी के क्रय मूल्य के ४/५ भाग के बराबर है। प्रतिशत _____ भाग लाभ या हानि होगी।,२०
479,"एक वस्तु ४०० रुपये में बेचने पर जितनी हानि होती है, ४८० रुपये में बेचने पर उसका तीन गुना लाभ होता है। वस्तु का क्रय मूल्य _____ रुपये है।",४२०
480,एक घड़ी ६२५ रुपये में बेचने पर १०% हानि होती है। _____ रुपये में बेचने पर १०% लाभ होगा।,७६३.८८
481,मनीषा ने २० रुपये प्रति मीटर की दर से १५ मीटर लाल फीता खरीदा। वैट की दर ४ रुपये है। उसने दुकानदार को ५०० रुपये का एक नोट दिया। दुकानदार उसे _____ रुपये वापस देगा।,१८८
