Q No.,Question,Answer
286,स्नेहा के पास ताश के २५ पूरे डेक हैं। उसके पास कुल कितने चिड़ी के पत्ते हैं?,३२५
287,स्नेहा के पास ताश के ६ पूरे डेक हैं। उसके पास कुल कितने चिड़ी के पत्ते हैं?,७८
288,जगदीश की जेब में ताश के ५० पूरे डेक हैं। उसके पास कुल कितने हुकुम के पत्ते हैं?,६५०
289,जगदीश की जेब में ताश के ११ पूरे डेक हैं। उसके पास कुल कितने हुकुम के पत्ते हैं?,१४३
290,जगदीश की जेब में ताश के ७ पूरे डेक हैं। उसके पास कुल कितने हुकुम के पत्ते हैं?,९१
291,जगदीश की जेब में ताश के ९ पूरे डेक हैं। उसके पास कुल कितने हुकुम के पत्ते हैं?,११७
292,एक दुकानदार के पास ताश के १५ पूरे डेक हैं। उसके पास कुल कितने बादशाह हैं?,६०
293,एक दुकानदार के पास ताश के ८ पूरे डेक हैं। उसके पास कुल कितनी बेगम हैं?,३२
294,एक दुकानदार के पास ताश के ५ पूरे डेक हैं। उसके पास कुल कितने चिड़ी के पत्ते हैं?,६५
295,एक दुकानदार के पास ताश के ५ पूरे डेक हैं। उसके पास कुल कितने फेस कार्ड हैं?,६०
296,यदि दो शहरों के बीच की दूरी ५७ मील है। इस दूरी को पार करने में मिली को ५ घंटे लगते हैं। ४ राउंड ट्रिप करने में मिली को कितने घंटे लगेंगे?,४०
297,जैक्सन हर महीने तीन दिन काम से छुट्टी लेता है। पूरे साल में जैक्सन ने कितनी छुट्टियाँ लीं?,३६
298,ताश के डेक से ५ काले कार्ड निकाले गए हैं। बचे हुए काले कार्डों की संख्या कितनी है?,२१
299,"मुकेश ने बोर्ड पर हिंदी का प्रत्येक स्वर लिखा। यदि प्रत्येक स्वर ४ बार लिखा गया हो, तो बोर्ड पर कुल कितने अक्षर लिखे गए थे?",४४
300,"मुकेश ने बोर्ड पर हिंदी का प्रत्येक स्वर लिखा। यदि प्रत्येक स्वर ७ बार लिखा गया हो, तो बोर्ड पर कुल कितने अक्षर लिखे गए थे?",७७
301,"मुकेश ने बोर्ड पर बांग्ला भाषा का प्रत्येक व्यंजन लिखा। यदि प्रत्येक व्यंजन ३ बार लिखा गया हो, तो बोर्ड पर कुल कितने अक्षर लिखे गए थे?",११७
302,"मुकेश ने बोर्ड पर बांग्ला वर्णमाला का प्रत्येक अक्षर लिखा। यदि प्रत्येक अक्षर ३ बार लिखा गया हो, तो बोर्ड पर कुल कितने अक्षर लिखे गए थे?",१५०
303,"मुकेश ने बोर्ड पर बांग्ला वर्णमाला का प्रत्येक अक्षर लिखा। यदि प्रत्येक अक्षर ५ बार लिखा गया हो, तो बोर्ड पर कुल कितने अक्षर लिखे गए थे?",२५०
304,"मुकेश ने बोर्ड पर अंग्रेज़ी का प्रत्येक स्वर (vowel) लिखा। यदि प्रत्येक स्वर ५ बार लिखा गया हो, तो बोर्ड पर कुल कितने अक्षर लिखे गए थे?",२५
305,"मुकेश ने बोर्ड पर अंग्रेज़ी का प्रत्येक व्यंजन (consonant) लिखा। यदि प्रत्येक व्यंजन ३ बार लिखा गया हो, तो बोर्ड पर कुल कितने अक्षर लिखे गए थे?",६३
306,"मुकेश ने बोर्ड पर अंग्रेज़ी का प्रत्येक व्यंजन (consonant) लिखा। यदि प्रत्येक व्यंजन ९ बार लिखा गया हो, तो बोर्ड पर कुल कितने अक्षर लिखे गए थे?",१८९
307,"एंजेल ने बोर्ड पर अंग्रेज़ी का प्रत्येक स्वर (vowel) लिखा। यदि प्रत्येक स्वर ४ बार लिखा गया हो, तो बोर्ड पर कुल कितने अक्षर लिखे गए थे?",२०
308,विक्टोरिया प्रतिदिन ९ घंटे काम करती थी और उसने कुल ३१५ घंटे काम किया। उसने कितने सप्ताह काम किया?,५
309,"अनुज सबसे पहले हिंदी के स्वर सीखने से शुरुआत करता है। यदि अनुज को एक अक्षर सीखने में १३ दिन लगते हैं, तो अनुज को सभी स्वर सीखने में कितने दिन लगेंगे?",१४३
310,"अनुज सबसे पहले बांग्ला भाषा के व्यंजन सीखने से शुरुआत करता है। यदि अनुज को एक अक्षर सीखने में ५ दिन लगते हैं, तो अनुज को सभी व्यंजन सीखने में कितने दिन लगेंगे?",१९५
311,"अनुज सबसे पहले बांग्ला भाषा के व्यंजन सीखने से शुरुआत करता है। यदि अनुज को एक अक्षर सीखने में ९ दिन लगते हैं, तो अनुज को सभी व्यंजन सीखने में कितने दिन लगेंगे?",३५१
312,"अनुज सबसे पहले बांग्ला भाषा के व्यंजन सीखने से शुरुआत करता है। यदि अनुज को एक अक्षर सीखने में ८ दिन लगते हैं, तो अनुज को सभी व्यंजन सीखने में कितने दिन लगेंगे?",३१२
313,"यदि अनुज को बांग्ला वर्णमाला का एक अक्षर सीखने में ३ दिन लगते हैं, तो अनुज को सभी अक्षर सीखने में कितने दिन लगेंगे?",१५०
314,"यदि अनुज को बांग्ला वर्णमाला का एक अक्षर सीखने में ६ दिन लगते हैं, तो अनुज को सभी अक्षर सीखने में कितने दिन लगेंगे?",३००
315,"ओलिवर बाकी अक्षरों पर जाने से पहले सबसे पहले हिंदी के स्वर सीखने से शुरुआत करता है। यदि ओलिवर को एक अक्षर सीखने में ५ दिन लगते हैं, तो ओलिवर को सभी स्वर सीखने में कितने दिन लगेंगे?",५५
316,"जेनेसिस कार्यस्थल पर एक नई परियोजना का नेतृत्व कर रही थी। इसलिए, परियोजना पूरी करने के लिए उसने २ सप्ताह तक प्रतिदिन ४ घंटे काम किया। जेनेसिस ने इस अवधि में कितने घंटे काम किया?",५६
317,एक फार्म में ११ जानवर हैं। ११ जानवरों में से ६ बत्तखें हैं और बाकी कुत्ते। फार्म में जानवरों के कुल कितने पैर हैं?,३२
318,"विक्टोरिया ने एक प्रदर्शनी में रखे सभी वाणिज्यिक विमानों के पंख गिने। यदि कुल ५० पंख हों, तो कितने प्लेन थे?",२५
319,सोनू ने १७ साल की उम्र में अपने जन्मदिन पर एक संस्था को ८ हज़ार रुपये दान करना शुरू किया। कल सोनू ७१ साल का हो गया। अब तक सोनू ने कितने हज़ार रुपये दान किए हैं?,४४०
320,जॉन ने पिछले सोमवार से हर सुबह दौड़ने का निर्णय लिया और सोमवार को १७०० मीटर दौड़ा। शनिवार रात को जॉन के दुर्घटना में घायल होने तक जॉन हर सुबह उतनी ही दूरी दौड़ता रहा। जॉन कुल कितने मीटर दौड़ा?,१०२००
321,कबीर ने एक रंगों का बॉक्स खरीदा जिसमें इंद्रधनुष के प्रत्येक रंग से मेल खाती पेंसिलें हैं। कबीर के ५ दोस्तों ने भी वही रंगों का बॉक्स खरीदा। उनके पास कुल कितनी पेंसिलें हैं?,४२
322,ईथन और आरियाना एक किमी लंबी दौड़ में दौड़ रहे हैं। आरियाना जब स्टार्ट लाइन से १८४ मीटर दूर थी तब ईथन ने रेस पूरी की। ईथन और आरियाना के बीच कितने मीटर की दूरी थी?,८१६
323,मारिया और सोनिया ने शतरंज खेलने का निर्णय लिया लेकिन ४ मोहरे नहीं थे। कितने मोहरे मौजूद थे?,२८
324,"आरियाना कार्यस्थल पर ६ घंटे, अन्य दैनिक कामों में ५ घंटे बिताती है और दिन का बाकी समय सोती है। आरियाना दिन में कितने घंटे सोती है?",१३
325,ताश के डेक से ४ काले कार्ड निकाले गए हैं। बचे हुए काले कार्डों की संख्या कितनी है?,२२
326,"महीने के अंत में मेडलिन अपने मई महीने के खर्च का हिसाब कर रही थी। उसने देखा कि उसने पिज़्ज़ा पर कुल ४६५ रुपये खर्च किए हैं। यदि मेडलिन प्रतिदिन समान संख्या में पिज़्ज़ा खाती है, तो वह प्रतिदिन कितने रुपये के पिज़्ज़ा खाती है?",१५
327,एक आदमी अपने प्रत्येक हाथ में एक-एक बक्सा उठा सकता है। १० लोगों की एक टीम कुल कितने बक्से पकड़ सकती है?,२०
328,सुबह ५ बजे बोस्टन से यात्रा शुरू करके शाम ८ बजे शिकागो पहुँचता हूँ। मैंने कितने घंटे यात्रा की?,१५
329,जैक अप्रैल महीने में एक स्कूल के प्रधानाध्यापक बने। जैक उसी साल अगस्त में सेवानिवृत्त हो गए। वे कितने महीने प्रधानाध्यापक रहे?,४
330,जनवरी महीने में रूबी एक स्कूल की प्रधानाध्यापिका बनीं। उसी साल जून महीने में रूबी सेवानिवृत्त हो गईं। वे कितने महीने प्रधानाध्यापिका रहीं?,५
331,"यदि एक दीवार घड़ी समान अंतराल पर दिन में ६ बार बजती है, तो घड़ी कितने घंटे के अंतराल पर बजती है?",४
332,एक विशेष प्रजाति के पौधे की ऊँचाई प्रत्येक दशक में ९० मीटर बढ़ती है। २ शताब्दियों में कुल कितने मीटर ऊँचाई बढ़ेगी?,१८००
333,एलेक्सा सुबह ५ बजे अपनी लैब पहुँची और लैब में १३ घंटे बिताए। एलेक्सा शाम को कितने बजे लैब से लौटी?,६
334,"करण अपने १४ जोड़ी जूते बदलवाना चाहता है। यदि बदलवाने की लागत ३७ रुपये प्रति जूता है, तो करण को कितने रुपये देने होंगे?",१०३६
335,एड्रियन हर महीने ४ बार काम से एक-एक दिन की छुट्टी लेता है। एड्रियन ने पूरे साल में कितनी छुट्टियाँ लीं?,४८
336,लिया को एक काम से प्रतिदिन ६० रुपये मिलते हैं। ४ सप्ताह में लिया कितने रुपये कमाएगी?,१६८०
337,एमिली हर महीने दो बार काम से एक-एक दिन की छुट्टी लेती है। पूरे साल में एमिली ने कितनी छुट्टियाँ लीं?,२४
338,"स्टेडियम के प्रवेश द्वार पर बड़ी संख्या में प्लेकार्ड एक विशाल टोकरी में रखे जाते हैं। स्टेडियम में प्रवेश करने वाला प्रत्येक व्यक्ति अपने प्रत्येक हाथ में एक-एक प्लेकार्ड लेता है। दोपहर बाद ३ बजे लोग स्टेडियम में प्रवेश करने लगते हैं। कुछ मिनटों बाद, लोग शिकायत करते हैं कि टोकरी खाली है और अब कोई प्लेकार्ड नहीं है। यदि टोकरी में ६४५० प्लेकार्ड आ सकते हैं और वह शुरू में भरी हुई थी, तो उस समय तक कितने लोग स्टेडियम में प्रवेश कर चुके हैं?",३२२५
339,"जेडन ने एक प्रदर्शनी में रखे सभी विमानों के पंख गिने। यदि कुल १०८ पंख हों, तो कितने प्लेन थे?",५४
340,आदित्य २२ मीटर/सेकंड की गति से चलता है। वह ५ मिनट में कितने मीटर पार कर सकता है?,६६००
341,जोस ३० मिनट फुटबॉल खेलता है और फिर ६० मिनट बास्केटबॉल खेलता है। उसने कितने घंटे खेला?,१.५०
342,"प्रतिदिन मीरा अपने फोन पर ६ घंटे बिताती है। यदि इस समय का आधा हिस्सा सोशल मीडिया पर खर्च होता है, तो एक सप्ताह में वह सोशल मीडिया पर कितना समय बिताती है?",२१
343,एक गैराज में बाइकों के १८ पहिये हैं। १८ पहियों का उपयोग करके वह कितनी बाइकें जोड़ सकता है?,९
344,करीना ने ११ साल की उम्र में अपने जन्मदिन पर एक संस्था को ७ हज़ार रुपये दान करना शुरू किया। कल करीना २९ साल की हो गई। करीना ने अब तक कितने हज़ार रुपये दान किए हैं?,१३३
345,"पूरे जून महीने के लिए, ओवेन ने प्रतिदिन २ बर्गर खरीदे। यदि प्रत्येक बर्गर की कीमत १२ रुपये है, तो जून महीने में ओवेन ने बर्गर पर कितना खर्च किया?",७२०
346,"जय को हर महीने २ बार डॉक्टर के पास जाना होता है। इसलिए, उसने पूरे साल हर महीने २ छुट्टियाँ लीं। उस साल जय ने कितनी छुट्टियाँ लीं?",२४
347,"जॉन एक-एक अक्षर से शुरू करके शब्द सीख रहा है। जॉन सबसे पहले बांग्ला भाषा के व्यंजन सीखने से शुरुआत करता है। यदि जॉन को एक अक्षर सीखने में ४ दिन लगते हैं, तो जॉन को सभी व्यंजन सीखने में कितने दिन लगेंगे?",१५६
348,"लूना ने हज़ार रुपये कमाए और उस पर ३१४ रुपये का कर्ज़ था। इसलिए, उसने अपने दोस्त को ३१४ रुपये दे दिए। लूना के पास अब कितने रुपये हैं?",६८६
349,"यदि एक वर्ग की प्रत्येक भुजा पर बाड़ लगाने में ६९ रुपये खर्च होते हैं, तो बाड़ पर कुल कितना खर्च होगा, ज्ञात कीजिए।",२७६
350,"एवरेट समझता है कि जब भी घड़ी में ७ बजते हैं, वह एक ट्रेन से या तो ऑफिस जा रहा होता है या लौट रहा होता है। यदि एवरेट घर से ऑफिस जाने के लिए ५ रुपये देता है, तो एवरेट १९ कार्यदिवसों की यात्रा में कितना खर्च करता है?",१९०
351,एलिज़ाबेथ ने एक दर्जन केले खरीदे। उसने ४ केले खा लिए। अब कितने बचे हैं?,८
352,इलियास ने दो दर्जन केले खरीदे। उसने ३ केले खा लिए। अब कितने बचे हैं?,२१
353,"मैडिसन एक ऐसे स्कूल में पढ़ती है जहाँ क्लास शुरू होने पर एक बार और क्लास खत्म होने पर फिर से घंटी बजती है। प्रत्येक क्लास के बाद १५ मिनट का ब्रेक होता है। सोमवार को मैडिसन की क्लासें हैं: गणित, इतिहास, भूगोल, विज्ञान और संगीत। इस समय मैडिसन अपनी संगीत की क्लास में है। अब तक घंटी कितनी बार बज चुकी है?",९
354,"सवाना ने १ मीटर लंबी एक रेखा खींची। फिर उसे लगा कि यह कुछ लंबी है। इसलिए, उसने इसका २४ सेंटीमीटर मिटा दिया। रेखा की लंबाई (सेमी में) अब कितनी है?",७६
355,कॉपीराइट समस्या के कारण एक घंटे की मूवी का १३ मिनट का एक दृश्य काट दिया गया है। फिल्म की अंतिम लंबाई कितनी है (मिनटों में)?,४७
356,"हेज़ल अपनी पत्नी की प्रत्येक तर्जनी के लिए एक सोने की अंगूठी खरीदना चाहता है। यदि एक अंगूठी की कीमत १२ रुपये है, तो हेज़ल को कितने रुपये देने होंगे?",२४
357,एक वर्गाकार पार्क के चारों ओर बाड़ लगाने की कुल लागत २८८ रुपये थी। प्रत्येक भुजा पर बाड़ लगाने में कितने रुपये खर्च होते हैं?,७२
358,सोफी एक मेडिकल स्कूल में पढ़ रही है। सोफी २-२ घंटे में मानव शरीर की एक-एक हड्डी का विश्लेषण कर रही है। सोफी को विश्लेषण पूरा करने में कितने घंटे लगेंगे?,४१२
359,जोसेफ ने पिछले सोमवार से हर सुबह दौड़ने का निर्णय लिया और सोमवार को ९०० मीटर दौड़ा। बुधवार रात को जोसेफ के दुर्घटना में घायल होने तक वह हर सुबह उतनी ही दूरी दौड़ता रहा। जोसेफ कुल कितने मीटर दौड़ा?,२७००
360,"गैब्रिएला दोपहर १२ बजे स्कूल जाती है। मंगलवार को गैब्रिएला की क्लासें इस क्रम में होती हैं: गणित, इतिहास, भूगोल, विज्ञान और संगीत। अभी-अभी गैब्रिएला की गणित की क्लास खत्म हुई है। क्या आप अनुमान लगा सकते हैं कि अब दोपहर बाद का समय क्या है?",१
361,"लेवी ने बोर्ड पर प्रत्येक स्वर लिखा। यदि प्रत्येक स्वर ३ बार लिखा गया हो, तो बोर्ड पर कुल कितने अक्षर लिखे गए थे?",३३
362,लियोनार्दो एक चॉकलेट खरीदना चाहता है। चॉकलेट की कीमत ५ रुपये है और लियोनार्दो की जेब में केवल ४ रुपये हैं। उसने अपने दोस्त से ५९ पैसे उधार लिए। एक चॉकलेट खरीदने के लिए लियोनार्दो को अब और कितने पैसे चाहिए?,४१
363,"हाइकिंग टीम को प्रत्येक प्रतिभागी के लिए ग्लव्स की व्यवस्था करनी है। यदि कुल प्रतिभागियों की संख्या ८२ है, तो हाइकिंग टीम को न्यूनतम कितने ग्लव्स की व्यवस्था करनी होगी?",१६४
364,एक फार्म में जानवरों के ३२ पैर हैं और कुल १२ जानवर हैं। कुछ मुर्गियाँ हैं और कुछ गायें। मुर्गियों की संख्या ज्ञात कीजिए।,८
365,"इसाबेला एक ऐसे स्कूल में पढ़ती है जहाँ क्लास शुरू होने पर और फिर क्लास खत्म होने पर घंटी बजती है। प्रत्येक क्लास के बाद १५ मिनट का ब्रेक होता है। सोमवार को इसाबेला की क्लासें हैं: गणित, इतिहास, भूगोल, विज्ञान और संगीत। इस समय इसाबेला अपनी विज्ञान की क्लास में है। अब तक घंटी कितनी बार बज चुकी है?",७
366,"जोसेफ वेगास घूमने जा रहा है। चूँकि पोकर और ताश के अन्य खेल आजकल लोकप्रिय हो गए हैं, जोसेफ ने यात्रा के लिए ताश के ४ डेक रखने का निर्णय लिया। उसके पास कुल कितने कार्ड हैं?",२०८
367,"हाइकिंग टीम को प्रत्येक प्रतिभागी के लिए ग्लव्स की व्यवस्था करनी है। यदि कुल प्रतिभागियों की संख्या ६३ है, तो हाइकिंग टीम को न्यूनतम कितने ग्लव्स की व्यवस्था करनी होगी?",१२६
368,एक वर्गाकार पार्क के चारों ओर बाड़ लगाने की कुल लागत २२४ रुपये थी। प्रत्येक भुजा पर बाड़ लगाने में कितने रुपये खर्च होते हैं?,५६
369,लड़कों के एक समूह ने पोकर खेलने का निर्णय लिया और २ कार्ड अलग रख दिए। वे कितने ताश के पत्तों से खेल रहे थे?,५०
370,स्टेला और कार्टर ने शतरंज खेलने का निर्णय लिया लेकिन देखा कि ८ मोहरे गायब हैं। कितने मोहरे मौजूद थे?,२४
371,लीरा ने १३ साल की उम्र में अपने जन्मदिन पर एक संस्था को ५ हज़ार रुपये दान करना शुरू किया। कल लीरा ३३ साल की हो गई। अब तक लीरा ने कितने हज़ार रुपये दान किए हैं?,१०५
372,अयान प्रतिदिन एक पैसा बचाना शुरू करता है। कितने दिनों बाद वह कुल ४ रुपये बचा लेगा?,४००
373,"एक दुकान में, जेडन देखता है कि नए और आकर्षक डिज़ाइन के जूते मुफ्त में मिल रहे हैं। जेडन सब कुछ लेने के लिए अपने ३१ दोस्तों को लेकर आया। कितनी जोड़ी जूते थे?",३२
374,आइवी देखती है कि उसके कमरे में ४ मकड़ियाँ हैं। मकड़ियों के पैरों की कुल संख्या कितनी है?,३२
375,"विश्व कप के उद्घाटन समारोह में, सभी टीमों के कप्तानों और उप-कप्तानों को आमंत्रित किया जाता है और स्वागत उपहार दिए जाते हैं। यदि इस बार के विश्व कप में ७ टीमें भाग लें, तो इस आयोजन के लिए कितने उपहारों की ज़रूरत होगी?",१४
376,हंटर ५५ मिनट फुटबॉल खेलता है और फिर ५० मिनट बास्केटबॉल खेलता है। उसने कितने घंटे खेला?,१.७५
377,अमेलिया ने ६ एक जैसी घनाकार वस्तुओं की सभी बाहरी सतहों को पेंट किया। अमेलिया द्वारा पेंट की गई सतहों की कुल संख्या कितनी है?,३६
378,"पोकर और ताश के अन्य खेल आजकल लोकप्रिय हो गए हैं, इसलिए एलिजा ने यात्रा के लिए ताश के ६ डेक रखने का निर्णय लिया। उसके पास कुल कितने कार्ड हैं?",३१२
379,हाथों और पैरों के अंगूठों सहित सभी उंगलियों के नाखून काटने हैं। एक नाखून काटने पर नेलकटर एक विशेष प्रकार की आवाज़ करता है। ५ लोगों की सभी उंगलियों के लिए यह आवाज़ कितनी बार होगी?,१००
380,यदि दो शहरों के बीच की दूरी ८७ मील है। केनेडी को यह दूरी तय करने में ५ घंटे लगते हैं। केनेडी को ४ राउंड ट्रिप करने में कितने घंटे लगेंगे?,४०
381,"क्लेयर पास के एक पशु फार्म में जाने का निर्णय लेती है जहाँ कुल १९ जानवर हैं। वह प्रवेश द्वार के पास एक कतार में खड़ी है, गेट से उसे फार्म के जानवरों के पैर दिखाई दिए और उसने कुल ५६ पैर गिने। वह पहले से जानती है कि इस फार्म में केवल बत्तखें और घोड़े हैं। इस जानकारी से बत्तखों की संख्या ज्ञात कीजिए।",१०
382,व्याट मार्च महीने में एक स्कूल के प्रधानाध्यापक बने। व्याट उसी साल दिसंबर में सेवानिवृत्त हो गए। व्याट ने कितने समय तक प्रधानाध्यापक का काम किया?,९
383,पार्कर के पास एक नौकरी है जो उसे प्रतिदिन ६३ रुपये देती है और वह हर दिन काम करता है। ६ सप्ताह में पार्कर द्वारा कमाई गई राशि की गणना कीजिए।,२६४६
384,"सोफिया और क्लोई शतरंज का एक खेल खेल रही हैं, उन्होंने क्रमशः ५ और १ प्यादे खोए हैं। खेल में बचे प्यादों की कुल संख्या ज्ञात कीजिए।",१०
385,नोवा हर महीने धर्मार्थ संस्था को १७०७ रुपये दान करती है। एक साल में उसके कुल दान का हिसाब कीजिए।,२०४८४
386,एलेना सुबह २ बजे अपनी लैब पहुँची और लैब में १९ घंटे बिताए। एलेना शाम को कितने बजे लैब से लौटी?,९
387,"लिंकन समझता है कि जब भी घड़ी में ७ बजते हैं, वह एक ट्रेन से ऑफिस जा रहा होता है या लौट रहा होता है। यदि लिंकन घर से ऑफिस जाने के लिए १६ रुपये देता है, तो लिंकन ९ कार्यदिवसों की यात्रा में कितना खर्च करता है?",२८८
388,"लड़कों के एक समूह ने पोकर खेलने का निर्णय लिया और ७ कार्ड अलग रख दिए। वे जिन ताश के पत्तों से खेल रहे थे, उनकी संख्या ज्ञात कीजिए।",४५
389,एक फुटबॉल टीम प्रतिदिन ५ घंटे अभ्यास करती है। इस सप्ताह १ दिन बारिश के कारण वे अभ्यास नहीं कर पाए। ज्ञात कीजिए कि उन्होंने इस सप्ताह कुल कितने घंटे अभ्यास किया।,३०
390,अन्ना प्रतिदिन काम करती है और साप्ताहिक आधार पर १३७९ रुपये वेतन पाती है। यदि अन्ना इस सप्ताह २ दिन काम पर नहीं जाए तो उसका कटा हुआ वेतन ज्ञात कीजिए।,९८५
391,जोशुआ मई महीने में एक स्कूल के प्रधानाध्यापक बने। उसी साल सेवानिवृत्त होने से पहले जोशुआ २ महीने प्रधानाध्यापक रहे। जोशुआ किस महीने में सेवानिवृत्त हुए?,जुलाई
392,सुबह ४ बजे बोस्टन से यात्रा शुरू करके शाम ८ बजे शिकागो पहुँचता हूँ। मेरी यात्रा का समय कितना था?,१६
393,एक गैराज में बाइकों के १४ पहिये हैं। १४ पहियों का उपयोग करके वह कितनी बाइकें जोड़ सकता है?,७
394,एक नाखून काटने पर नेलकटर एक विशेष प्रकार की आवाज़ करता है। ७ लोगों की सभी उंगलियों के लिए यह आवाज़ कितनी बार होगी?,१४०
395,लियोनार्दो को फ्रेश होने में एक घंटे का पाँचवाँ हिस्सा लगता है। उसे कितने मिनट लगते हैं?,१२
396,नेवाह ७० मीटर/सेकंड की गति से चलती है। वह ३ मिनट में कितने किमी पार कर सकती है?,१२.६०
397,"माधव ने अप्रैल महीने में अपना देश छोड़ा, और जुलाई में उसी तारीख को लौटने से पहले कई महीने ऑस्ट्रेलिया में रहा। माधव कितने महीने ऑस्ट्रेलिया में रहा?",३
398,एक फार्म में जानवरों के ४८ पैर हैं और कुल १५ जानवर हैं। कुछ बत्तखें हैं और कुछ घोड़े। घोड़ों की संख्या ज्ञात कीजिए।,९
399,"यदि ग्रेसन इस सप्ताह ईंधन पर ४० रुपये खर्च करता है। यदि एक बार ईंधन लेने में १० रुपये खर्च होते हैं, तो उसने कितनी बार ईंधन लिया?",४
400,शतरंज के खेल में ऑड्रे ने ६ मोहरे और थॉमस ने ५ मोहरे खोए हैं। शतरंज बोर्ड पर कुल कितने मोहरे बचे थे?,२१
401,जोसेफिन प्रतिदिन दस पैसे बचाना शुरू करती है। कितने दिनों बाद वह कुल २ रुपये बचा लेगी?,२०
402,जेसन ४६० मीटर/सेकंड की गति से दौड़ता है। वह ३८ सेकंड में कितने किमी पार कर सकता है?,१७.४८
403,एडलिन को एक नौकरी में प्रति घंटे १२ रुपये मिलते हैं। वह दिन में ९ घंटे और सप्ताह में ५ दिन काम करती है। ७ सप्ताह में एडलिन कितना कमाएगी?,३७८०
404,"महीने के अंत में, क्लेयर अपने मार्च के खर्च का हिसाब कर रही थी। उसने देखा कि उसने चावल खाने पर कुल ३४१ रुपये खर्च किए हैं। उसने प्रतिदिन कितने रुपये के चावल खाए?",११
405,"एडम को प्रतिदिन डायबिटीज़ कैप्सूल खाने की सलाह दी गई है। जुलाई महीने में, वह ४ दिन कैप्सूल खाना भूल गया। जुलाई महीने में उसने कुल कितने कैप्सूल खाए?",२७
406,"४:१२ बजे केशव का लैपटॉप पूरी तरह चार्ज हो जाने के बाद, केशव ने एक ७ घंटे की सीरीज़ देखनी शुरू की, केशव तब तक मूवी देखता रहा जब तक केशव के लैपटॉप की बैटरी १०:४३ pm पर पूरी तरह खत्म नहीं हो गई। केशव को अभी और कितने मिनट मूवी देखनी बाकी है?",२९
407,"जीव विज्ञान के शिक्षक ने देखा कि जूलिया क्लास में ध्यान नहीं दे रही है और उन्होंने उससे प्रयोगशाला में कीड़ों की संख्या बताने को कहा, यदि कीड़ों के कुल ३० पैर हैं। जूलिया का उत्तर क्या होना चाहिए?",५
408,शरद रात ९ बजे यात्रा शुरू करता है। वह रात भर यात्रा करके अगले दिन सुबह ७ बजे अपने गंतव्य पर पहुँचता है। कुल यात्रा की अवधि कितने घंटे है?,१०
409,एक फार्म में १६ जानवर हैं। कुछ बत्तखें हैं और कुछ घोड़े। जानवरों के कुल ५० पैर हैं। बत्तखों की संख्या कितनी है?,७
410,ओलिवर सुबह ७ बजे अपनी लैब पहुँचा और १३ घंटे लैब में बिताए। ओलिवर शाम को कितने बजे लैब से लौटा?,८
