Q No.,Premise,Hypothesis,Answer
209,मैंने कल अपनी अंग्रेज़ी की किताब के २१.० पृष्ठ पढ़े और आज १७.० पृष्ठ पढ़े,मेरे पढ़े गए कुल पृष्ठों की संख्या ३८.० है,Entailment
210,"बारबरा के पास कपड़ों के कितने संयोजन हैं, यदि वह ५ निश्चित पैंटों के साथ २ से अधिक निश्चित शर्ट न पहने?","बारबरा के पास कपड़ों के कितने संयोजन हैं, यदि वह ५ निश्चित पैंटों के साथ ६ निश्चित शर्ट न पहने?",neutral
211,"स्वतंत्र रूप से काम करते हुए, एन वही काम ९ घंटे में कर सकती है","स्वतंत्र रूप से काम करते हुए, एन वही काम ७ घंटे से अधिक समय में कर सकती है",Entailment
212,"यदि घर वापसी की यात्रा में समुद्र तट की यात्रा से १/२ घंटा अधिक लगे, तो कार्ल ने प्रत्येक रास्ते में कितने किलोमीटर गाड़ी चलाई?","यदि घर वापसी की यात्रा में समुद्र तट की यात्रा से १/२ घंटे से अधिक लगे, तो कार्ल ने प्रत्येक रास्ते में कितने किलोमीटर गाड़ी चलाई?",contradiction
213,सोनी और जॉनी ने ४० मछलियाँ पकड़ीं,सोनी और जॉनी ने ५० मछलियाँ पकड़ीं,contradiction
214,विंसन हर सप्ताह पहले ४० घंटे काम करने के लिए प्रति घंटे $१०.०० कमाते हैं और ओवरटाइम के लिए यह दर दोगुनी हो जाती है,विंसन हर सप्ताह पहले १० घंटे से अधिक काम करने के लिए प्रति घंटे $१०.०० कमाते हैं और ओवरटाइम के लिए यह दर दोगुनी हो जाती है,Entailment
215,माउंट स्कूल कक्षा के ५९ सदस्यों में से प्रत्येक को न्यूनतम एक और अधिकतम तीन शैक्षणिक क्लबों के लिए साइन अप करना होगा,माउंट स्कूल कक्षा के ७९ से कम सदस्यों में से प्रत्येक को न्यूनतम एक और अधिकतम तीन शैक्षणिक क्लबों के लिए साइन अप करना होगा,Entailment
216,"यदि पिंकी खुदरा विक्रेता को चार चॉकलेट लौटा दे, और शेष चॉकलेटों का औसत मूल्य २ ¢ हो, तो लौटाई गई चारों चॉकलेटों का औसत मूल्य कितने सेंट में है?","यदि पिंकी खुदरा विक्रेता को चार चॉकलेट लौटा दे और बाकी चॉकलेटों का औसत मूल्य ४ ¢ से कम हो, तो लौटाई गई चारों चॉकलेटों का औसत मूल्य कितने सेंट में है?",Entailment
217,"यदि जोस प्रति ६ मिनट में २ पृष्ठों की स्थिर दर से पढ़े, तो N पृष्ठ पढ़ने में उसे कितने सेकंड लगेंगे?","यदि जोस प्रति ६ मिनट में ३ पृष्ठों से कम की स्थिर दर से पढ़े, तो उसे N पृष्ठ पढ़ने में कितने सेकंड लगेंगे?",Entailment
218,रविराज ने तीन साल के लिए १० प्रतिशत प्रति वर्ष चक्रवृद्धि दर पर ७००००० से कम राशि निवेश की है,रविराज ने तीन साल के लिए १० प्रतिशत प्रति वर्ष चक्रवृद्धि दर पर १०००००० राशि निवेश की है,neutral
219,"एडम्स का इंटरनेट प्रदाता असीमित ट्रैफिक ऑफर करता है जिसकी लागत प्रतिदिन $०.५ है, चार्ज बंद ४२ a से कम","एडम्स का इंटरनेट प्रदाता असीमित ट्रैफिक ऑफर करता है जिसकी लागत $०.५ प्रति दिन है, चार्ज बंद १२ पर",neutral
220,मेरी को कितने संतरे लौटाने होंगे ताकि उसके रखे फलों के टुकड़ों का औसत मूल्य ४५ ¢ हो जाए?,मेरी को कितने संतरे लौटाने होंगे ताकि उसके रखे फलों के टुकड़ों का औसत मूल्य ४५ ¢ से कम हो जाए?,contradiction
221,५ साल से अधिक समय बाद अरुण की आयु १९ वर्ष होगी,७ साल बाद अरुण की आयु १९ वर्ष होगी,neutral
222,"सिटी ए से सिटी बी तक गाड़ी चलाते समय, कारा ६० मील प्रति घंटे से कम गति से गाड़ी चलाती है","सिटी ए से सिटी बी तक गाड़ी चलाते समय, कारा ३० मील प्रति घंटे की गति से गाड़ी चलाती है",neutral
223,"मार्टिन ने ८० से कम कॉन्सर्ट टिकट खरीदे, कुछ $२.०० प्रति टिकट के पूरे मूल्य पर, और कुछ $१.६० प्रति टिकट के छूट वाले मूल्य पर।","मार्टिन ने १० कॉन्सर्ट टिकट खरीदे, कुछ टिकट $२.०० के पूरे मूल्य पर, और कुछ $१.६० प्रति टिकट के छूट वाले मूल्य पर।",neutral
224,साक्षी २० दिनों में एक काम कर सकती है,साक्षी ५० दिनों में एक काम कर सकती है,contradiction
225,"जिल क्वार्ट, आधा-गैलन और एक गैलन के जारों में ७ गैलन पानी जमा करती है","जिल क्वार्ट, आधा-गैलन और एक गैलन के जारों में ३ गैलन पानी जमा करती है",contradiction
226,आज जॉन मार्क से ८ गुना बड़ा है,आज जॉन मार्क से ३ गुना बड़ा है,neutral
227,"यदि जॉन को ठीक $१२८ देने हों, तो उसे न्यूनतम कितने बिल इस्तेमाल करने होंगे?","यदि जॉन को ६२८ डॉलर से कम देने हों, तो उसे न्यूनतम कितने बिल इस्तेमाल करने होंगे?",Entailment
228,यदि पिस्काटाक्विस काउंटी में ४५०० से कम शिकारी हों तो कितने मछुआरे हैं?,यदि पिस्काटाक्विस काउंटी में १५०० शिकारी हों तो कितने मछुआरे हैं?,neutral
229,"श्रीलंका के एक गाँव के ५% लोग बम धमाके में मारे गए, बाकी १५% डर से गाँव छोड़ गए","श्रीलंका के एक गाँव के ६% से कम लोग बम धमाके में मारे गए, बाकी १५% डर से गाँव छोड़ गए",Entailment
230,हेली के पास २५.० मीटबॉल हैं और किर्स्टन ने उसे ११.० और दिए,हेली के पास अब ३६.० मीटबॉल हैं,Entailment
231,आठ साल के किरण के पास २७ खिलौने हैं,आठ साल के लड़के किरण के पास २७ से अधिक खिलौने हैं,contradiction
232,"जोक पॉल से तेज़ है, जोक और पॉल प्रत्येक २४ किमी चलते हैं","जोक पॉल से तेज़ है, जोक और पॉल प्रत्येक २४ किलोमीटर से अधिक चलते हैं",contradiction
233,"एयरोस्पेस इंजीनियरिंग संकाय में, ४१२ से कम छात्र रैंडम-प्रोसेसिंग विधियों का अध्ययन करते हैं, २३२ छात्र स्क्रैमजेट रॉकेट इंजन का अध्ययन करते हैं और ११४ छात्र दोनों का अध्ययन करते हैं","एयरोस्पेस इंजीनियरिंग संकाय में, ३१२ विद्यार्थी रैंडम-प्रोसेसिंग विधियों का अध्ययन करते हैं, २३२ विद्यार्थी स्क्रैमजेट रॉकेट इंजन का अध्ययन करते हैं और ११४ विद्यार्थी दोनों का अध्ययन करते हैं",neutral
234,जोस २ महीने बाद रुपये निवेश करके उसके साथ जुड़ जाता है,जोस ८ महीने बाद रुपये निवेश करके उसके साथ जुड़ जाता है,contradiction
235,लॉयड अपनी वर्गाकार आकृति की ज़मीन की प्रत्येक ७२० वर्ग फुट से कम जगह पर बाड़ लगाना चाहता है,लॉयड अपनी वर्गाकार आकृति की १२० वर्ग फुट ज़मीन की प्रत्येक भुजा पर बाड़ लगाना चाहता है,neutral
236,दराज़ में ११.० रूलर और ३४.० क्रेयॉन हैं और टिम ने १४.० रूलर दराज़ में रखे,अब कुल २९.० रूलर हैं,contradiction
237,"यदि सनूप खुदरा विक्रेता को ३ टी-शर्ट लौटा दे, और बाकी टी-शर्टों का औसत दाम रुपये था।",यदि सनूप खुदरा विक्रेता को ४ टी-शर्ट लौटा दे और बाकी टी-शर्टों का औसत मूल्य रुपये था।,contradiction
238,"विंसेंट ने जानवरों के बारे में १०.० किताबें, अंतरिक्ष के बारे में १.० किताब और ट्रेनों के बारे में ३.० किताबें खरीदीं और उसने सभी किताबों के लिए $१६.० चुकाए",१.० किताब का औसत मूल्य ४.६ है,contradiction
239,"हर सप्ताह, जेम्स को पहले २० घंटों से अधिक समय के लिए प्रति घंटे x डॉलर और उस सप्ताह काम किए गए प्रत्येक अतिरिक्त घंटे के लिए २ x डॉलर दिए जाते हैं।","हर सप्ताह, जेम्स को पहले ४० घंटों के लिए प्रति घंटे x डॉलर और उस सप्ताह काम किए गए प्रत्येक अतिरिक्त घंटे के लिए २ x डॉलर दिए जाते हैं",neutral
240,एक स्कूल में ५४२.० लड़कियाँ और ३८७.० लड़के हैं।,उस स्कूल में ९२८.० विद्यार्थी हैं,contradiction
241,१५०.० किताबों की अलमारियाँ थीं और प्रत्येक अलमारी में १५.० किताबें थीं,अलमारियों में २२५०.० किताबें थीं,Entailment
242,"अगले दिन, एलिस परीक्षा देती है, और इस ग्रेड को शामिल करके, नया औसत २९ से अधिक था","अगले दिन, एलिस परीक्षा देती है, और इस ग्रेड को शामिल करके, नया औसत ७९ था",neutral
243,"यदि जिम ३० डॉलर दे, तो जो को कितने रुपये देने होंगे?","यदि जिम ३० डॉलर से अधिक दे, तो जो को कितने रुपये देने होंगे?",contradiction
244,यदि डोनाल्ड कुल ४० नोट ($ १० या € १०) रखे तो वे कुल कितने नोट ($ १० या € १०) लेते हैं?,यदि डोनाल्ड कुल ३० नोट ($ १० या € १०) रखे तो वे कुल कितने नोट ($ १० या € १०) लेते हैं?,neutral
245,कैड के पास ८७.० कंचे थे और उसे डिलन से ८.० मिले,उसके पास अब ९८.० कंचे हैं,contradiction
246,"यदि श्नाइडर में लेई की तुलना में ४ पुरुष और ६ महिलाएँ अधिक हों, तो श्नाइडर गायक दल में कितने पुरुष हैं?","यदि श्नाइडर में लेई की तुलना में ७ से कम पुरुष और ६ अधिक महिलाएँ हों, तो श्नाइडर गायक दल में कितने पुरुष हैं?",Entailment
247,मार्था के पास ३ कुत्ते और ४ बिल्लियाँ हैं,मार्था के पास ३ से कम कुत्ते और ४ बिल्लियाँ हैं,contradiction
248,"यदि गैस का दाम $६/गैलन से कम हो, तो डैन की गाड़ी $५४ की गैस में कितने मील जा सकती है?","यदि गैस का दाम $४/गैलन हो, तो डैन की गाड़ी $५४ की गैस में कितने मील जा सकती है?",neutral
249,"यदि हाइब्रिड ताजिमा और नॉन-हाइब्रिड फ्रैंक का अनुपात ५ : ४ हो और डीलरशिप के स्वामित्व में कुल २८० मोटरगाड़ियाँ हों, तो कितनी हाइब्रिड फ्रैंक हैं?","यदि हाइब्रिड ताजिमा और नॉन-हाइब्रिड फ्रैंक का अनुपात ४ : ४ से अधिक हो और डीलरशिप के स्वामित्व में कुल २८० मोटरगाड़ियाँ हों, तो कितनी हाइब्रिड फ्रैंक हैं?",Entailment
250,"एफ्रिडा और फ्रेज़र जो ५३ मील से कम दूरी पर रहते हैं, एक रेस्तराँ में मिलते हैं जो एफ्रिडा के घर के उत्तर में और सीधे फ्रेज़र के घर के पूर्व में स्थित है","एफ्रिडा और फ्रेज़र जो १३ मील दूर रहते हैं, एक रेस्तराँ में मिलते हैं जो एफ्रिडा के घर के उत्तर में और फ्रेज़र के घर के सीधे पूर्व में है",neutral
251,स्कूल एक फील्ड ट्रिप की योजना बना रहा है और प्रत्येक स्कूल बस में १४.० विद्यार्थी और २.० सीटें हैं,ट्रिप के लिए ७.० बसों की आवश्यकता है,Entailment
252,आयशा के जन्म के समय उसके पिता की आयु ३८ वर्ष थी और उसकी माँ की आयु ३६ वर्ष थी जब उससे चार साल छोटे उसके भाई का जन्म हुआ,आयशा के जन्म के समय उसके पिता की आयु ४८ वर्ष से कम थी और उसकी माँ की आयु ३६ वर्ष थी जब उससे चार साल छोटे उसके भाई का जन्म हुआ,Entailment
253,आयशा के जन्म के समय उसके पिता की आयु ३४ वर्ष थी और उसकी माँ की आयु ३० वर्ष थी जब उससे चार साल छोटे उसके भाई का जन्म हुआ,आयशा के जन्म के समय उसके पिता की आयु १४ वर्ष थी और उसकी माँ की आयु ३० वर्ष थी जब उससे चार साल छोटे उसके भाई का जन्म हुआ,contradiction
254,मोरिन्हो और वान गाल ओटमार हित्ज़फेल्ड और अर्न्स्ट हैप्पेल के बाद दो अलग-अलग क्लबों के साथ चैंपियंस लीग जीतने वाले केवल तीसरे मैनेजर बनने की प्रतीक्षा में हैं।,मोरिन्हो और वान गाल दो टीमों के साथ टूर्नामेंट जीतने वाले तीसरे मैनेजर बनने का लक्ष्य रखते हैं,Entailment
255,"यदि योलांडा की चलने की दर ३ मील प्रति घंटा और बॉब की ४ मील प्रति घंटा हो, तो जब वे मिले तब तक बॉब कितने मील चला था?","यदि योलांडा की चलने की दर ६ मील प्रति घंटा और बॉब की ४ मील प्रति घंटा हो, तो जब वे मिले तब तक बॉब कितने मील चला था?",contradiction
256,"दूसरी, मेरी क्रिस्टीन चापा, १८, सिर में गोली लगने से स्थानीय अस्पताल में गंभीर स्थिति में थीं।","एक मारा गया है, दूसरे की स्थिति गंभीर है",neutral
257,"जब x को २८८ से भाग दिया जाता है, तो शेष ४७ बचता है","जब x को १८८ से अधिक से भाग दिया जाता है, तो शेष ४७ बचता है",Entailment
258,"मानवाधिकार संगठनों का कहना है, ताबा के हिल्टन होटल पर हमले के बाद पुलिस ने लगभग २,५०० लोगों को हिरासत में लिया और उनमें से कई के साथ दुर्व्यवहार किया।","ताबा में हिल्टन होटल पर हमले के बाद लगभग २,५०० लोगों को गिरफ्तार किया गया है।",Entailment
259,"डेविड ने अंग्रेज़ी, गणित, भौतिकी, रसायन और जीव विज्ञान में ६६, ६५, ८२, ६७ और ८५ अंकों (१०० में से) से अधिक पाए","डेविड ने अंग्रेज़ी, गणित, भौतिकी, रसायन और जीव विज्ञान में ७६, ६५, ८२, ६७ और ८५ अंक (१०० में से) पाए",neutral
260,"जॉर्ज की दराज़ में ८० ढीले काले मोज़े, १५ ढीले नीले मोज़े और ८ ढीले सफेद मोज़े हैं","जॉर्ज की दराज़ में १० ढीले काले मोज़े, १५ ढीले नीले मोज़े और ८ ढीले सफेद मोज़े हैं",neutral
261,मेरे पास ४.० पेंसिल बॉक्स हैं और मैं प्रत्येक बॉक्स ६४८.० पेंसिलों से भरता हूँ,मेरे पास २५९२.० पेंसिलें होंगी,Entailment
262,"एक फ्रेंडशिप गैंग में एंड्रयू के ८ गैंग हैं, वह कितने तरीकों से गैंग के एक या अधिक को अपने घर आमंत्रित कर सकता है?","एक फ्रेंडशिप गैंग में एंड्रयू के ८ से अधिक गैंग हैं, वह कितने तरीकों से गैंग के एक या अधिक को अपने घर आमंत्रित कर सकता है?",contradiction
263,"जनरल डायनेमिक्स, लैंड कॉम्बैट सिस्टम, युद्धपोत और गल्फस्ट्रीम बिजनेस जेट निर्माता, ने तीसरी तिमाही में $३७४m या $१.८४ प्रति शेयर की शुद्ध आय की जानकारी दी।",जनरल डायनेमिक्स को $ ३७४ मिलियन की हानि होती है।,neutral
264,"यदि कैथी को स्ट्रेच करने में २७ मिनट लगें और इस दौरान जिम चलता रहे, तो कैथी को जिम को पकड़ने में कितने मिनट लगेंगे?","यदि कैथी को स्ट्रेच करने में ५७ मिनट से कम समय लगे और इस दौरान जिम चलता रहे, तो कैथी को जिम को पकड़ने में कितने मिनट लगेंगे?",Entailment
265,"यदि ग्रैडी और हॉवर्ड उन ६ दोस्तों में हों लेकिन कभी एक-दूसरे के बगल में न बैठ सकें, तो ६ लोगों के बैठने की कितनी व्यवस्थाएँ संभव हैं?","यदि ग्रैडी और हॉवर्ड उन ५ दोस्तों में हों लेकिन कभी एक-दूसरे के बगल में न बैठ सकें, तो ६ लोगों के बैठने की कितनी व्यवस्थाएँ संभव हैं?",contradiction
266,"१.० शाम को, एक रेस्तराँ में कुल ०.५ गेहूँ की रोटियाँ और ०.४ सफेद रोटियाँ परोसी गईं।",कुल १.२ रोटियाँ परोसी गईं,contradiction
267,"उनके घरों के बीच की दूरी १२ किलोमीटर से अधिक है, एला की चलने की गति ५ किमी/घंटा है, और एड की चलने की गति ३ किमी/घंटा है","उनके घरों के बीच की दूरी ४२ किलोमीटर है, एला की चलने की गति ५ किमी/घंटा है, और एड की चलने की गति ३ किमी/घंटा है",neutral
268,शोभा के जन्म के समय उसके पिता की आयु २८ वर्ष से अधिक थी और उसकी माँ की आयु ३६ वर्ष थी जब उससे चार साल छोटे उसके भाई का जन्म हुआ,शोभा के जन्म के समय उसके पिता की आयु ३८ वर्ष थी और उसकी माँ की आयु ३६ वर्ष थी जब उससे चार साल छोटे उसके भाई का जन्म हुआ,neutral
269,"मार्टिन ने २० से कम कॉन्सर्ट टिकट खरीदे, कुछ $२.०० प्रति टिकट के पूरे मूल्य पर, और कुछ $१.६० प्रति टिकट के छूट वाले मूल्य पर","मार्टिन ने १० कॉन्सर्ट टिकट खरीदे, कुछ टिकट $२.०० के पूरे मूल्य पर, और कुछ $१.६० प्रति टिकट के छूट वाले मूल्य पर।",neutral
270,"एक परीक्षा में, अमर ने ८४ प्रतिशत से कम, भवन ने ३६ प्रतिशत और चेतन ने ४४ प्रतिशत अंक पाए।","एक परीक्षा में, अमर ने ६४ प्रतिशत, भवन ने ३६ प्रतिशत और चेतन ने ४४ प्रतिशत अंक पाए।",neutral
271,क्रिस्टीन का हिस्सा ३००० रुपये है,क्रिस्टीन का हिस्सा १००० रुपये से अधिक है,Entailment
272,"मैडी के पास २४ सेब हैं, यदि वह माइक को १२ दे, तो उसके पास कितने बचेंगे?","मैडी के पास ४४ सेब हैं, यदि वह माइक को १२ दे, तो उसके पास कितने सेब बचते हैं?",contradiction
273,किसानों ने बताया कि वे प्रतिदिन बगीचे के ८.० हिस्सों में से प्रत्येक से ४५.० बोरी सेब इकट्ठा करते हैं।,प्रतिदिन ३६०.० बोरियाँ काटी जाती हैं,Entailment
274,करीना की ५५ औंस कॉफ़ी ५ - और १० - औंस के पैकेजों में बँटी है,करीना की ५५ औंस से कम कॉफ़ी ५ - और १० - औंस के पैकेजों में बँटी है,contradiction
275,"यदि खिलौनों की दुकान में ३ प्रकार की गेंदें और ६ प्रकार के बोर्ड गेम हों, तो अमांडा ४ वस्तुओं के कितने अलग-अलग चयन कर सकती है?","यदि खिलौनों की दुकान में ४ प्रकार की गेंदें और ६ प्रकार के बोर्ड गेम हों, तो अमांडा ४ वस्तुओं के कितने अलग-अलग चयन कर सकती है?",contradiction
276,जैक ८ फुट प्रति सेकंड से कम गति से क्रिस्टीना की ओर एक सीधी रेखा में चलता है और क्रिस्टीना ८ फुट प्रति सेकंड की गति से जैक की ओर एक सीधी रेखा में चलती है,जैक क्रिस्टीना की ओर एक सीधी रेखा में ७ फुट प्रति सेकंड की स्थिर गति से चलता है और क्रिस्टीना ८ फुट प्रति सेकंड की गति से जैक की ओर एक सीधी रेखा में चलती है,neutral
277,सेंटरविल के शिक्षा बोर्ड में पुरुषों की तुलना में ४ महिलाएँ अधिक हैं,सेंटरविल के शिक्षा बोर्ड में पुरुषों की तुलना में ४ से अधिक महिलाएँ हैं,contradiction
278,सैंडी मोली से ६४ साल से भी कम छोटी है,सैंडी मोली से १४ साल छोटी है,neutral
279,"आलोक ने ३६ से कम चपातियाँ, ५ प्लेट चावल, ७ प्लेट मिक्स सब्ज़ी और ६ आइसक्रीम कप ऑर्डर किए थे","आलोक ने १६ चपातियाँ, ५ प्लेट चावल, ७ प्लेट मिक्स सब्ज़ी और ६ आइसक्रीम कप ऑर्डर किए थे",neutral
280,"एन' साल के अंत में, सैंडी को मूल निवेश के ३ गुने से अधिक वापस मिला","एन' साल के अंत में, सैंडी को मूल निवेश का ५ गुना वापस मिला",neutral
281,"काया के शिक्षक की डेस्क पर ६४ से कम गुलाबी हाइलाइटर, २८ पीले हाइलाइटर और २५ नीले हाइलाइटर हैं","काया के शिक्षक की डेस्क पर २४ गुलाबी हाइलाइटर, २८ पीले हाइलाइटर और २५ नीले हाइलाइटर हैं",neutral
282,"पिछले साल क्लब के १२ सदस्यों ने इंग्लैंड और फ्रांस दोनों देशों की यात्रा की, ६ सदस्यों ने इंग्लैंड और इटली दोनों की यात्रा की और ० सदस्यों ने फ्रांस और इटली दोनों की यात्रा की","पिछले साल क्लब के १२ से कम सदस्यों ने इंग्लैंड और फ्रांस दोनों देशों की यात्रा की, ६ सदस्यों ने इंग्लैंड और इटली दोनों की यात्रा की और ० सदस्यों ने फ्रांस और इटली दोनों की यात्रा की",contradiction
283,"शीला सोमवार, बुधवार और शुक्रवार को प्रतिदिन ८ घंटे और मंगलवार और गुरुवार को प्रतिदिन ६ घंटे काम करती है","शीला सोमवार, बुधवार और शुक्रवार को दिन में ५ घंटे से अधिक और मंगलवार और गुरुवार को प्रतिदिन ६ घंटे काम करती है",Entailment
284,"रॉबर्ट ने ५ से अधिक चॉकलेट खाई हैं, निकेल ने ३ चॉकलेट खाई हैं","रॉबर्ट ने ७ चॉकलेट खाई हैं, निकेल ने ३ चॉकलेट खाई हैं",neutral
285,कार्ल अपने घर की सभी खिड़कियाँ ६ घंटे में धो सकता है,कार्ल अपने घर की सभी खिड़कियाँ ६ घंटे से भी कम समय में धो सकता है,contradiction
286,श्रीधर मिलाकर १९८०० कमाते हैं,श्रीधर ने मिलाकर ७९८०० से कम कमाया है,Entailment
287,"यदि फ्रेड ५ मील प्रति घंटे से अधिक गति से चले और सैम ५ मील प्रति घंटे की गति से चले, तो जब वे मिले तब तक सैम कितने मील चला था?","यदि फ्रेड ६ मील प्रति घंटे की गति से चले और सैम ५ मील प्रति घंटे की गति से चले, तो जब वे मिले तब तक सैम कितने मील चला था?",neutral
288,करीना की ३० औंस से अधिक कॉफ़ी ५ - और १० - औंस के पैकेजों में बँटी है,करीना के पास ७० औंस कॉफ़ी है जो ५ - और १० - औंस के पैकेजों में बँटी है,neutral
289,"जेना की डेस्क पर कलम, पेंसिलें और मार्कर २ : २ : ५ के अनुपात में हैं","जेना की डेस्क पर कलम, पेंसिलें और मार्कर ३ : २ : ५ के अनुपात में हैं",contradiction
290,"लिंकन काउंटी में मूल रूप से २०८१७.० घर थे और एक हाउसिंग बूम के दौरान, डेवलपरों ने ९७७४१.० बनाए",लिंकन काउंटी में अब ११८५५८.० घर हैं,Entailment
291,४ टेस्टों में निक का औसत (अंकगणितीय माध्य) टेस्ट स्कोर ७८ है,३ टेस्टों में निक का औसत (अंकगणितीय माध्य) टेस्ट स्कोर ७८ है,contradiction
292,"यदि उनके घरों के बीच की दूरी ६१० किलोमीटर से कम हो, मैक्सवेल की चलने की गति ४ किमी/घंटा हो, और ब्रैड की दौड़ने की गति ७ किमी/घंटा हो, तो ब्रैड की यात्रा की दूरी कितनी है?","यदि उनके घरों के बीच की दूरी ११० किलोमीटर हो, मैक्सवेल की चलने की गति ४ किमी/घंटा हो, और ब्रैड की दौड़ने की गति ७ किमी/घंटा हो, तो ब्रैड की यात्रा की दूरी कितनी है?",neutral
293,"बेन ने प्रति वर्ष $ ७५,००० देने वाली एक बिक्री की नौकरी लेने के लिए प्रति वर्ष $ ४५,००० और ७५ प्रतिशत से कम कमीशन देने वाली एक नौकरी छोड़ी थी","बेन ने प्रति वर्ष $ ७५,००० देने वाली एक बिक्री की नौकरी लेने के लिए प्रति वर्ष $ ४५,००० और १५ प्रतिशत कमीशन देने वाली एक नौकरी छोड़ी थी",neutral
294,"१०० लोगों के एक निश्चित समूह में से, ४० हाई स्कूल K से स्नातक हैं, ६५ कॉलेज Y से स्नातक हैं, और ३० सिटी ज़ेड में रहते हैं","८०० से कम लोगों के एक निश्चित समूह में से, ४० हाई स्कूल K से स्नातक हैं, ६५ कॉलेज Y से स्नातक हैं, और ३० सिटी ज़ेड में रहते हैं",Entailment
295,एरन घर से कितने मील दूर तक जॉगिंग कर सकता है ताकि वह जॉगिंग और चलने में कुल ३ घंटे बिताए?,एरन घर से कितने मील दूर तक जॉगिंग कर सकता है ताकि वह जॉगिंग और चलने में कुल ४ घंटे बिताए?,Entailment
296,"माना जाता है कि मलबा लगभग १५,००० फुट (४,५०० मीटर) गहराई में, पानी के नीचे के पहाड़ों के बीच है और भारी मात्रा में समुद्री कचरे के साथ मिला हुआ है।","माना जा रहा है कि विमान का मलबा अटलांटिक के समुद्र तल पर, लगभग ४,५०० मीटर की गहराई में है",neutral
297,एक लाइब्रेरी में १४२४०.० किताबें हैं और वे अलमारियों पर इस तरह सजाई गई हैं कि प्रत्येक में ८.० किताबें हैं,लाइब्रेरी में १७८०.० अलमारियाँ हैं,Entailment
298,"डेविड ने अंग्रेज़ी, गणित, भौतिकी, रसायन और जीव विज्ञान में २६, ६५, ८२, ६७ और ८५ अंकों (१०० में से) से अधिक पाए। उसके औसत अंक कितने हैं?","डेविड ने अंग्रेज़ी, गणित, भौतिकी, रसायन और जीव विज्ञान में ७६, ६५, ८२, ६७ और ८५ अंक (१०० में से) पाए। उसके औसत अंक कितने हैं?",neutral
299,"यदि अरुण की वर्तमान आयु में से ६ वर्ष घटाए जाएँ और शेष को १८ से भाग दिया जाए, तो उनके पोते गोकुल की वर्तमान आयु मिलती है।","यदि अरुण की वर्तमान आयु में से ७ वर्ष से कम घटाया जाए और शेष को १८ से भाग दिया जाए, तो उनके पोते गोकुल की वर्तमान आयु मिलती है।",Entailment
300,"माइक ने ७.० सेब तोड़े, नैन्सी ने ३.० सेब तोड़े, लेकिन कीथ ने फार्म पर ६.० सेब और ४.० नाशपाती खा लिए।",४.० सेब बचे हैं,Entailment
301,२५.० बच्चे बस में सवार थे और बस स्टॉप पर १८.० बच्चे बस में चढ़े,अब बस में ४३.० बच्चे सवार हैं,Entailment
302,बीसीसीआई की मीटिंग में ४२ से कम लोग हैं,बीसीसीआई की बैठक में १२ लोग हैं,neutral
303,टॉड के पास ५४.० गम के टुकड़े थे और स्टीव ने उसे १६.० टुकड़े और दिए,टॉड के पास अब ७०.० गम के टुकड़े हैं,Entailment
304,"सूज़न एटकिंस, मैनसन हत्याकांड में दोषी ठहराए जाने के बाद यहाँ दिखाई गई हैं, पैरोल में १७ बार अस्वीकृत की जा चुकी हैं।",इससे पहले १७ बार उन्हें पैरोल पर रिहा किया गया है,Entailment
305,शुक्रवार के बास्केटबॉल खेल में मिसेज हिल्ट ने २४३६.० प्रशंसकों को मुग्ध किया और प्रशंसक ३.० सेट ब्लीचर्स में बराबर समूहों में बैठे थे,प्रत्येक सेट में ८१२.० प्रशंसक थे,Entailment
306,जॉन के पास १० जोड़ी मैचिंग मोज़े हैं,जॉन के पास १० जोड़ी से अधिक मैचिंग मोज़े हैं,contradiction
