Q No.,Question,Answer
237,ইলিয়ানা যদি এই সপ্তাহে জ্বালানিতে ৬৩ টাকা খরচ করেন। যদি একবার জ্বালানি ভর্তি করতে খরচ হয় ২১ টাকা। তিনি কতবার জ্বালানি ভর্তি করেছেন?,৩
238,এমিলির খেলনার বাক্সে আমাদের নম্বর সিস্টেমের প্রতিটি সংখ্যার প্রতিনিধিত্বকারী খেলনা রয়েছে। ভাইবোনদের জন্য এমিলির আরও ৩টি খেলনা বাক্স রয়েছে। তাদের কত খেলনা আছে?,৪০
239,একটি বর্ণমালা লিখতে আলেকজান্ডারের একটি কাগজের একটি শীট প্রয়োজন। সমস্ত বর্ণমালা লিখতে কয়টি কাগজের প্রয়োজন হয়?,৫০
240,একটি বর্ণমালা লিখতে আলেকজান্ডারের একটি কাগজের একটি শীট প্রয়োজন। স্বরবর্ণ গুলো লিখতে কয়টি কাগজের প্রয়োজন হয়?,১১
241,একটি বর্ণমালা লিখতে আলেকজান্ডারের একটি কাগজের একটি শীট প্রয়োজন। ব্যঞ্জনবর্ণ গুলো লিখতে কয়টি কাগজের প্রয়োজন হয়?,৩৯
242,একটি বর্ণমালা লিখতে আলেকজান্ডারের একটি কাগজের একটি শীট প্রয়োজন। ইংরেজি ভাষার স্বরবর্ণ গুলো লিখতে কয়টি কাগজের প্রয়োজন হয়?,৫
243,একটি বর্ণমালা লিখতে আলেকজান্ডারের একটি কাগজের একটি শীট প্রয়োজন। ইংরেজি ভাষার ব্যঞ্জনবর্ণ গুলো লিখতে কয়টি কাগজের প্রয়োজন হয়?,২১
244,একটি বর্ণমালা লিখতে আলেকজান্ডারের একটি কাগজের একটি শীট প্রয়োজন। ইংরেজি ভাষার সমস্ত বর্ণমালা লিখতে কয়টি কাগজের প্রয়োজন হয়?,২৬
245,প্রতিদিন জোনাথন তার ফোনে ৮ ঘন্টা ব্যয় করে। এই সময়ের অর্ধেক যদি ব্যয় হয় সোশ্যাল মিডিয়ায়। এক সপ্তাহে তিনি কতটা সময় সোশ্যাল মিডিয়ায় ব্যয় করেন,২৮
246,লিংকনের খেলনার বাক্সে আমাদের সংখ্যা পদ্ধতিতে প্রতিটি সংখ্যার প্রতিনিধিত্বকারী খেলনা রয়েছে। লিংকনের ভাইবোনদের জন্য আরও ৬টি খেলনা বাক্স রয়েছে। তাদের কত খেলনা আছে?,৭০
247,এভারেট প্রতিদিন ৫ ঘন্টা কাজ করতেন এবং তিনি মোট ১৪০ ঘন্টা কাজ করেছিলেন। তিনি কত সপ্তাহ কাজ করেছেন?,৪
248,যদি একটি বর্গক্ষেত্রের প্রতিটি পাশে বেড়া দিতে খরচ হয় ৭৯ টাকা। বেড়ার মোট খরচ কত?,৩১৬
249,একজন ভারোত্তোলক তার প্রতিটি হাতে ৮ পাউন্ড ওজন তুলতে পারে। তিনি একবারে মোট ওজন তুলতে পারেন তা খুঁজুন।,১৬
250,একটি গ্যারেজে ২০টি বাইকের চাকা রয়েছে। ২০টি চাকা ব্যবহার করে তিনি কতটি বাইক একত্র করতে পারেন?,১০
251,লোগান ৫ ঘন্টা টেলিভিশন দেখেন। তিনি কত মিনিট টেলিভিশন দেখেছেন?,৩০০
252,"বৃহস্পতিবার, ৬ ঘন্টা ধরে বৃষ্টি হয়েছে এবং দিনের বাকিটা মেঘলা ছিল। সেদিন কতক্ষণ মেঘলা ছিল?",১৮
253,সেবাস্তিয়ান প্রতিদিন কাজ করে এবং সাপ্তাহিক ভিত্তিতে তার বেতন ১০৪৩ টাকা পায়। সেবাস্টিয়ান যদি এই সপ্তাহে ২ দিন কাজে না যান তবে তিনি কত টাকা বেতন পাবেন?,৭৪৫
254,"লিও একটি ট্রেনে হয় অফিসে যাচ্ছে বা ফিরছে। লিও যদি বাড়ি থেকে অফিসে যাওয়ার জন্য ২৪ টাকা দেয়, তাহলে লিও ২০ কার্যদিবসের জন্য আসা-যাওয়া করতে কত খরচ করে?",৯৬০
255,একটি ভূগোল বইয়ে পাইপার এবং অন্য ৬ জন বন্ধুকে প্রতিটি গ্রহকে আলাদা রঙ দিয়ে রঙ করতে হবে। এক রং এক ব্যক্তি ব্যবহার করলে অন্য কেউ ব্যবহার করতে পারবে না। তারা কত রং প্রয়োজন?,৫৬
256,অ্যাক্সেল বোর্ডে প্রতিটি বাংলা স্বরবর্ণ লিখেছিলেন। যদি প্রতিটি স্বরবর্ণ ২ বার লেখা হয়। বোর্ডে মোট কতটি বর্ণমালা লেখা ছিল?,২২
257,"একটি গাড়ি পার্কিং লটে, পেনেলোপ লক্ষ্য করেছেন যে ৪৮টি গাড়ির চাকা রয়েছে। পার্কিং লটে গাড়ির সংখ্যা কতটি?",১২
258,কুপার এবং অড্রে তিন ঘন্টার মুভি দেখতে শুরু করলেন। তারা ঠিক মাঝপথে সিনেমাটি বিরতি দেয়। বাকি মুভি দেখতে আর কত মিনিট লাগবে?,৯০
259,সাভানার একটি বর্ণমালা লিখতে একটি কাগজের একটি শীট প্রয়োজন। ইংরেজি ও বাংলা ভাষায় সমস্ত বর্ণমালা লিখতে কয়টি কাগজের প্রয়োজন হয়?,৭৬
260,পায়ের শব্দ এড়াতে ১০ জনের একটি দল লাইব্রেরির বাইরে তাদের জুতা খুলে ফেলার সিদ্ধান্ত নিয়েছে। লাইব্রেরির বাইরে রাখা জুতার সংখ্যা কত?,২০
261,বর্ষাকালে ব্যাঙ সর্বব্যাপী হয়ে ওঠে। কারসন একটি পুকুরে মোট ১২টি ব্যাঙের চোখ দেখেছিলেন। কারসন কয়টি ব্যাঙ দেখেছেন?,৬
262,দাবা খেলায় স্কারলেট ৬ টি গুটি এবং হান্না ৮ টি গুটি হারিয়েছে। দাবা বোর্ডে আর মোট কতটি গুটি আছে।,১৮
263,"ইলিয়াস ক্লাসের প্রত্যেক ছাত্রকে তাদের রোল নম্বর অনুযায়ী একটি রোমান নম্বর স্কেচ করার নির্দেশ দেন। রোল নম্বর ১ সহ ছাত্র প্রথম রোমান অক্ষর স্কেচ করবে, রোল নম্বর ২ দ্বিতীয় রোমান অক্ষর স্কেচ করবে ইত্যাদি। অবশেষে, ইলিয়াস সমস্ত স্কেচ সংগ্রহ করে দেখেন যে প্রতিটি রোমান অক্ষরের ১৭টি স্কেচ রয়েছে। ক্লাসে কতজন ছাত্র ছিল?",১১৯
264,অব্রে এবং আভা এক কিমি লম্বা দৌড় প্রতিযোগীতা দিচ্ছিল। আভা যখন ফিনিশ লাইন থেকে ১৬৭ মিটার দূরে ছিল তখন অব্রে দৌড় শেষ করেন। সেই সময় পর্যন্ত আভা কত মিটার দৌড় দিয়েছিল?,৮৩৩
265,কোরা প্রতিদিন ৩টি করে কুকি কিনেছে। প্রতিটি কুকির দাম ১৮ টাকা হলে। এপ্রিল মাসে কোরা কুকিতে কত খরচ করেছে?,১৬২০
266,ইকিয়েল ৫টি অভিন্ন ঘনকাকৃতির বস্তুর সমস্ত বাইরের তল এঁকেছেন। ইকিয়েল দ্বারা আঁকা মোট তলের সংখ্যা কত?,৩০
267,কারিনা প্রতিদিন ৩টি করে কুকি কিনেছিল। যদি প্রতিটি কুকির দাম হয় ১৫ টাকা। কারিনা মে মাসে কুকির জন্য কত খরচ করেছিল?,১৩৯৫
268,"বাবু জানুয়ারি মাসে ভারত ছেড়েছিলেন, ফিরে আসার আগে তিনি ৪ মাস মার্কিন যুক্তরাষ্ট্রে ছিলেন। কোন মাসে তিনি ফিরে আসেন?",মে
269, একটি নখ কাটা হলে নেইলকাটার একটি বিশেষ ধরনের শব্দ করে। ৩ জনের সব আঙ্গুলের জন্য এই শব্দটি কতবার হবে?,৬০
270,পেন্সিলের দাম ৬ টাকা আর এলিজাবেথের পকেটে আছে মাত্র ৫ টাকা। তিনি তার প্রতিবেশীর কাছ থেকে ৫৩ পয়সা ধার নিয়েছিলেন। একটি পেন্সিল কিনতে এলিজাবেথের এখন আর কত পয়সা লাগবে?,৪৭
271,"ইলিয়াস ক্লাসের প্রত্যেক ছাত্রকে তাদের রোল নম্বর অনুযায়ী একটি রোমান নম্বর স্কেচ করার নির্দেশ দেন। রোল নম্বর ১ সহ ছাত্র প্রথম রোমান অক্ষর স্কেচ করবে, রোল নম্বর ২ দ্বিতীয় রোমান অক্ষর স্কেচ করবে ইত্যাদি। অবশেষে, ইলিয়াস সমস্ত স্কেচ সংগ্রহ করে দেখেন যে প্রতিটি রোমান অক্ষরের ৬টি স্কেচ রয়েছে। ক্লাসে কতজন ছাত্র ছিল?",৪২
272,"পূর্ব উপকূল থেকে পশ্চিম উপকূলে একটি ৩১ ঘন্টার ট্রেন রয়েছে। ট্রেনটি যদি পূর্ব উপকূল থেকে সোমবার খুব ভোরে যাত্রা শুরু করে, তাহলে কোন দিন গন্তব্যে পৌঁছাবে?",মঙ্গলবার 
273,রহিমের তাস খেলার ৭টি সম্পূর্ণ ডেক রয়েছে। তার মোট কয়টি ফেস কার্ড আছে?,৮৪
274,রহিমের তাস খেলার ১১টি সম্পূর্ণ ডেক রয়েছে। তার মোট কয়টি ফেস কার্ড আছে?,১৩২
275,রহিমের তাস খেলার ৫টি সম্পূর্ণ ডেক রয়েছে। তার মোট কয়টি টেক্কা আছে?,২০
276,রহিমের তাস খেলার ৩টি সম্পূর্ণ ডেক রয়েছে। তার মোট কয়টি টেক্কা আছে?,১২
277,রহিমের তাস খেলার ৯টি সম্পূর্ণ ডেক রয়েছে। তার মোট কয়টি টেক্কা আছে?,৩৬
278,সারার কাছে তাস খেলার ১১টি সম্পূর্ণ ডেক রয়েছে। তার মোট কয়টি টেক্কা আছে?,৪৪
279,সারার কাছে তাস খেলার ৫টি সম্পূর্ণ ডেক রয়েছে। তার মোট কয়টি হরতন আছে?,৬৫
280,সারার কাছে তাস খেলার ৭টি সম্পূর্ণ ডেক রয়েছে। তার মোট কয়টি হরতন আছে?,৯১
281,সারার কাছে তাস খেলার ৯টি সম্পূর্ণ ডেক রয়েছে। তার মোট কয়টি হরতন আছে?,১১৭
282,সারার কাছে তাস খেলার ২টি সম্পূর্ণ ডেক রয়েছে। তার মোট কয়টি রুইতন আছে?,২৬
283,স্নেহার নিকট তাস খেলার ৩টি সম্পূর্ণ ডেক রয়েছে। তার মোট কয়টি রুইতন আছে?,৩৯
284,স্নেহার নিকট তাস খেলার ৫টি সম্পূর্ণ ডেক রয়েছে। তার মোট কয়টি রুইতন আছে?,৬৫
285,স্নেহার নিকট তাস খেলার ১৫টি সম্পূর্ণ ডেক রয়েছে। তার মোট কয়টি রুইতন আছে?,১৯৫
286,স্নেহার নিকট তাস খেলার ২৫টি সম্পূর্ণ ডেক রয়েছে। তার মোট কয়টি চিড়িতন আছে?,৩২৫
287,স্নেহার নিকট তাস খেলার ৬টি সম্পূর্ণ ডেক রয়েছে। তার মোট কয়টি চিড়িতন আছে?,৭৮
288,জামশেদের পকেটে তাস খেলার ৫০টি সম্পূর্ণ ডেক রয়েছে। তার মোট কয়টি ইস্কাবন আছে?,৬৫০
289,জামশেদের পকেটে তাস খেলার ১১টি সম্পূর্ণ ডেক রয়েছে। তার মোট কয়টি ইস্কাবন আছে?,১৪৩
290,জামশেদের পকেটে তাস খেলার ৭টি সম্পূর্ণ ডেক রয়েছে। তার মোট কয়টি ইস্কাবন আছে?,৯১
291,জামশেদের পকেটে তাস খেলার ৯টি সম্পূর্ণ ডেক রয়েছে। তার মোট কয়টি ইস্কাবন আছে?,১১৭
292,একজন দোকানদারের তাস খেলার ১৫টি সম্পূর্ণ ডেক রয়েছে। তার মোট কয়টি রাজা আছে?,৬০
293,একজন দোকানদারের তাস খেলার ৮টি সম্পূর্ণ ডেক রয়েছে। তার মোট কয়টি রাণী আছে?,৩২
294,একজন দোকানদারের তাস খেলার ৫টি সম্পূর্ণ ডেক রয়েছে। তার মোট কয়টি চিড়িতন আছে?,৬৫
295,একজন দোকানদারের তাস খেলার ৫টি সম্পূর্ণ ডেক রয়েছে। তার মোট কয়টি ফেস কার্ড আছে?,৬০
296,যদি দুই শহরের মধ্যে দূরত্ব হয় ৫৭ মাইল। এই দূরুত্ত অতিক্রম করতে মিলির সময় লাগে ৫ ঘণ্টা। ৪ রাউন্ড ট্রিপ করতে মিলির কত ঘন্টা লাগবে?,৪০
297,জ্যাকসন প্রতি মাসে তিনদিন কাজ থেকে ছুটি নেন। সারা বছরে জ্যাকসন কত ছুটি নিয়েছিলেন?,৩৬
298,তাসের ডেক থেকে ৫টি কালো কার্ড বের করা হয়েছে। অবশিষ্ট কালো কার্ডের সংখ্যা কত?,২১
299,আবুল বোর্ডে প্রতিটি বাংলা স্বরবর্ণ লিখেছিলেন। যদি প্রতিটি স্বরবর্ণ ৪ বার লেখা হয়। বোর্ডে মোট কতটি বর্ণমালা লেখা ছিল?,৪৪
300,আবুল বোর্ডে প্রতিটি বাংলা স্বরবর্ণ লিখেছিলেন। যদি প্রতিটি স্বরবর্ণ ৭ বার লেখা হয়। বোর্ডে মোট কতটি বর্ণমালা লেখা ছিল?,৭৭
301,আবুল বোর্ডে প্রতিটি বাংলা ব্যঞ্জনবর্ণ লিখেছিলেন। যদি প্রতিটি ব্যঞ্জনবর্ণ ৩ বার লেখা হয়। বোর্ডে মোট কতটি বর্ণমালা লেখা ছিল?,117
302,আবুল বোর্ডে প্রতিটি বাংলা বর্ণমালা লিখেছিলেন। যদি প্রতিটি বর্ণ ৩ বার লেখা হয়। বোর্ডে মোট কতটি বর্ণমালা লেখা ছিল?,১৫০
303,আবুল বোর্ডে প্রতিটি বাংলা বর্ণমালা লিখেছিলেন। যদি প্রতিটি বর্ণ ৫ বার লেখা হয়। বোর্ডে মোট কতটি বর্ণমালা লেখা ছিল?,২৫০
304,আবুল বোর্ডে প্রতিটি ইংরেজী স্বরবর্ণ লিখেছিলেন। যদি প্রতিটি স্বরবর্ণ ৫ বার লেখা হয়। বোর্ডে মোট কতটি বর্ণমালা লেখা ছিল?,২৫
305,আবুল বোর্ডে প্রতিটি ইংরেজী ব্যঞ্জনবর্ণ লিখেছিলেন। যদি প্রতিটি ব্যঞ্জনবর্ণ ৩ বার লেখা হয়। বোর্ডে মোট কতটি বর্ণমালা লেখা ছিল?,৬৩
306,আবুল বোর্ডে প্রতিটি ইংরেজী ব্যঞ্জনবর্ণ লিখেছিলেন। যদি প্রতিটি ব্যঞ্জনবর্ণ ৯ বার লেখা হয়। বোর্ডে মোট কতটি বর্ণমালা লেখা ছিল?,১৮৯
307,অ্যাঞ্জেল বোর্ডে প্রতিটি ইংরেজী স্বরবর্ণ লিখেছিলেন। যদি প্রতিটি স্বরবর্ণ ৪ বার লেখা হয়। বোর্ডে মোট কতটি বর্ণমালা লেখা ছিল?,২০
308,ভিক্টোরিয়া প্রতিদিন ৯ ঘন্টা কাজ করতেন এবং তিনি মোট ৩১৫ ঘন্টা কাজ করেছিলেন। তিনি কত সপ্তাহ কাজ করেছেন?,৫
309,"অনিস প্রথমে বাংলা স্বরবর্ণ শেখার সাথে শুরু করে। অনিস যদি একটি বর্ণমালা শিখতে ১৩ দিন সময় নেয়, তাহলে অনিসের সব স্বরবর্ণ শেখা শেষ করতে কতদিন লাগবে?",১৪৩
310,"অনিস প্রথমে বাংলা ব্যঞ্জনবর্ণ শেখার সাথে শুরু করে। অনিস যদি একটি বর্ণমালা শিখতে ৫ দিন সময় নেয়, তাহলে অনিসের সব ব্যঞ্জনবর্ণ শেখা শেষ করতে কতদিন লাগবে?",১৯৫
311,"অনিস প্রথমে বাংলা ব্যঞ্জনবর্ণ শেখার সাথে শুরু করে। অনিস যদি একটি বর্ণমালা শিখতে ৯ দিন সময় নেয়, তাহলে অনিসের সব ব্যঞ্জনবর্ণ শেখা শেষ করতে কতদিন লাগবে?",৩৫১
312,"অনিস প্রথমে বাংলা ব্যঞ্জনবর্ণ শেখার সাথে শুরু করে। অনিস যদি একটি বর্ণমালা শিখতে ৮ দিন সময় নেয়, তাহলে অনিসের সব ব্যঞ্জনবর্ণ শেখা শেষ করতে কতদিন লাগবে?",৩১২
313,"অনিস যদি একটি বাংলা বর্ণমালা শিখতে ৩ দিন সময় নেয়, তাহলে অনিসের সব বর্ণমালা শেখা শেষ করতে কতদিন লাগবে?",১৫০
314,"অনিস যদি একটি বাংলা বর্ণমালা শিখতে ৬ দিন সময় নেয়, তাহলে অনিসের সব বর্ণমালা শেখা শেষ করতে কতদিন লাগবে?",৩০০
315,"অলিভার অন্যদের কাছে যাওয়ার আগে প্রথমে বাংলা স্বরবর্ণ শেখার সাথে শুরু করে। অলিভার যদি একটি বর্ণমালা শিখতে ৫ দিন সময় নেয়, তাহলে অলিভারের কত দিন সব স্বরবর্ণ শেখা শেষ করতে হবে?",৫৫
316,"জেনেসিস কর্মক্ষেত্রে একটি নতুন প্রকল্পের নেতৃত্ব দিচ্ছিল। সুতরাং, প্রকল্পটি শেষ করতে তিনি ২ সপ্তাহ ধরে প্রতিদিন ৪ ঘন্টা কাজ করেছেন। জেনেসিস এই সময়ের মধ্যে কত ঘন্টা কাজ করেছিল?",৫৬
317,একটি খামারে ১১টি পশু রয়েছে। ১১টি প্রাণীর মধ্যে ৬টি হাঁস এবং বাকিগুলি কুকুর। খামারে কয়টি পশুর পা আছে?,৩২
318,"ভিক্টোরিয়া একটি প্রদর্শনীতে রাখা সমস্ত বাণিজ্যিক বিমানের ডানা গণনা করেছিল। মোট ডানা ৫০টি হলে, কতটি প্লেন ছিল?",২৫
319,"সনি ১৭ বছর বয়সে সনির জন্মদিনে একটি প্রতিষ্ঠানকে ৮ হাজার টাকা দান করা শুরু করে। গতকাল, সনি ৭১ বছর বয়সী হয়। এখন পর্যন্ত সনি কত হাজার টাকা দান করেছে?",৪৪০
320,জন গত সোমবার থেকে প্রতিদিন সকালে দৌড়ানোর সিদ্ধান্ত নিয়েছে এবং সোমবার ১৭০০ মিটার দৌড়েছে। শনিবার রাতে জন দুর্ঘটনায় আহত না হওয়া পর্যন্ত জন প্রতিদিন সকালে একই দূরত্ব দৌড়ায়। জন মোট কত রান করেছেন?,১০২০০
321,কবীর একটি রঙের বাক্স কিনেছিলেন যাতে রংধনুর প্রতিটি রঙের সাথে সঙ্গতিপূর্ণ পেন্সিল রয়েছে। কবীরের ৫ জন বন্ধুও একই রঙের বাক্স কিনেছে। তাদের মোট কত পেন্সিল আছে?,৪২
322,ইথান এবং আরিয়ানা এক কিমি লম্বা দৌড়ে দৌড়াচ্ছেন। আরিয়ানা যখন স্টার্ট লাইন থেকে ১৮৪ মিটার দূরে ছিল তখন ইথান রেস শেষ করেন। ইথান এবং আরিয়ানা কত মিটার দূরে ছিল?,৮১৬
323,মারিয়া এবং সোনিয়া দাবা খেলার সিদ্ধান্ত নিয়েছে কিন্তু ৪ টি গুটি ছিল না। কতটি গুটি উপস্থিত ছিল?,২৮
324,"আরিয়ানা কর্মক্ষেত্রে ৬ ঘন্টা, অন্যান্য দৈনন্দিন কাজে ৫ ঘন্টা ব্যয় করে এবং দিনের অবশিষ্ট সময় ঘুমায়। আরিয়ানা দিনে কত ঘন্টা ঘুমায়?",১৩
325,তাসের ডেক থেকে ৪টি কালো কার্ড বের করা হয়েছে। অবশিষ্ট কালো কার্ডের সংখ্যা কত?,২২
326,"মাসের শেষে, মেডেলিন তার মে মাসের খরচ হিসাব করছিলেন। তিনি দেখতে পান যে তিনি পিজ্জার জন্য মোট ৪৬৫ টাকা ব্যয় করেছেন। যদি ম্যাডেলিন প্রতিদিন সমান সংখ্যক পিজ্জা খায়, তবে সে প্রতিদিন কত টাকার পিজ্জা খায়?",১৫
327,একজন মানুষ তার প্রতিটি হাতে একটি করে বাক্স তুলতে পারে। ১০ জনের একটি দল মোট কতটি বাক্স রাখতে পারে?,২০
328,ভোর ৫টায় বোস্টন থেকে যাত্রা শুরু করে সন্ধ্যা ৮টায় শিকাগো পৌঁছাই। আমি কত ঘন্টা ভ্রমণ করেছি?,১৫
329,জ্যাক এপ্রিল মাসে একটি স্কুলের প্রধান শিক্ষক হন। জ্যাক একই বছরের আগস্টে অবসর নেন। কত মাস তিনি প্রধান শিক্ষক ছিলেন?,৪
330,জানুয়ারি মাসে একটি স্কুলের প্রধান শিক্ষক হন রুবি। একই বছর জুন মাসে অবসর নেন রুবি। কত মাস তিনি প্রধান শিক্ষক ছিলেন?,৫
331,যদি একটি দেয়াল ঘড়ি সমান বিরতিতে দিনে ৬ বার বেজে ওঠে। কত ঘন্টা পর পর ঘড়িটি বেজে ওঠে?,৪
332,একটি নির্দিষ্ট প্রজাতির উদ্ভিদের উচ্চতা প্রতি দশকে ৯০ মিটার বৃদ্ধি পায়। ২ শতাব্দীতে মোট কত মিটার উচ্চতা বৃদ্ধি পাবে?,১৮০০
333,আলেক্সা সকাল ৫ টায় তার ল্যাবে পৌঁছেছিল এবং ল্যাবে ১৩ ঘন্টা কাটিয়েছিল। আলেক্সা কখন ল্যাব থেকে সন্ধ্যায় ফিরে এসেছে?,৬
334,করিম তার ১৪ জোড়া জুতা পরিবর্তন করতে চায়। যদি পরিবর্তনের খরচ হয় ৩৭ টাকা প্রতি জুতা। করিমকে কত টাকা দিতে হবে ?,১০৩৬
335,আদ্রিয়ান প্রতি মাসে ৪ বার কাজ থেকে একদিন করে ছুটি নেন। আদ্রিয়ান সারা বছরে কত ছুটি নিয়েছে?,৪৮
336,লিয়ার একটি কাজ থেকে প্রতিদিন ৬০ টাকা পায়। ৪ সপ্তাহে লিয়া দ্বারা কত টাকা আয় করবে?,১৬৮০
337,এমিলি প্রতি মাসে দুবার কাজ থেকে একদিন করে ছুটি নেন। সারা বছরে এমিলি কত ছুটি নিয়েছিল?,২৪
338,"স্টেডিয়ামের প্রবেশপথে বিশাল সংখ্যক প্ল্যাকার্ড একটি বিশাল ঝুড়িতে রাখা হয়। স্টেডিয়ামে প্রবেশকারী প্রত্যেক ব্যক্তি প্রতিটি হাতে একটি করে প্ল্যাকার্ড সংগ্রহ করে। বিকেল ৩টায় স্টেডিয়ামে প্রবেশ করতে শুরু করে মানুষ। কয়েক মিনিট পরে, লোকেরা অভিযোগ করে যে ঝুড়িটি খালি এবং আর কোনও প্ল্যাকার্ড নেই। যদি ঝুড়িটি ৬৪৫০টি প্ল্যাকার্ড রাখতে পারে এবং এটি শুরুতে পূর্ণ ছিল, তবে সেই সময় পর্যন্ত কত লোক স্টেডিয়ামে প্রবেশ করেছে?",৩২২৫
339,"জেডেন একটি প্রদর্শনীতে রাখা সমস্ত বিমানের পাখা গণনা করেছে। মোট পাখা ১০৮টি হলে, কতটি প্লেন ছিল?",৫৪
340,আশির ২২ মি/সেকেন্ড গতিতে চলে সে ৫ মিনিটে কত মিটার অতিক্রম করতে পারে,৬৬০০
341,জোস ৩০ মিনিট ফুটবল খেলেন এবং তারপর ৬০ মিনিট বাসকেটবল খেলেন। তিনি কত ঘন্টা খেলেন?,১.৫০
342,প্রতিদিন মিলা তার ফোনে ৬ ঘন্টা ব্যয় করে। এই সময়ের অর্ধেক যদি ব্যয় হয় সোশ্যাল মিডিয়ায়। এক সপ্তাহে তিনি কতটা সময় সোশ্যাল মিডিয়ায় ব্যয় করেন,২১
343,একটি গ্যারেজে ১৮টি বাইকের চাকা রয়েছে। ১৮টি চাকা ব্যবহার করে তিনি কয়টি বাইক একত্র করতে পারেন?,৯
344,"কারিনা ১১ বছর বয়সে জন্মদিনে একটি সংস্থাকে ৭ হাজার টাকা দান করা শুরু করেছিলেন৷ গতকাল, কারিনার ২৯ বছর বয়স হয়৷ কারিনা  এখন পর্যন্ত কত হাজার টাকা দান করেছেন?",১৩৩
345,"পুরো জুন মাসের জন্য, ওয়েন প্রতিদিন ২টি বার্গার কিনেছিলেন। যদি প্রতিটি বার্গারের দাম ১২ টাকা। জুন মাসে ওয়েন বার্গারে কত খরচ করেছেন?",৭২০
346,"জয়ের প্রতি মাসে ২ বার ডাক্তারের কাছে যাওয়ার কথা। সুতরাং, তিনি সারা বছর ধরে প্রতি মাসে ২টি ছুটি নিয়েছিলেন। ঐ বছরে জয় কয়টা ছুটি নিয়েছিল?",২৪
347,"জন একটি বর্ণমালা দিয়ে শুরু করে শব্দ শিখছে। জন প্রথমে ব্যঞ্জনবর্ন শেখার সাথে শুরু করেন। জন যদি একটি বর্ণমালা শিখতে ৪ দিন সময় নেয়, তাহলে জনের সমস্ত ব্যঞ্জনবর্ন শিখতে কত দিন লাগবে?",১৫৬
348,"লুনা হাজার টাকা আয় করেছেন এবং তার ৩১৪ টাকা ঋণ ছিল। তাই, তিনি তার বন্ধুকে ৩১৪ টাকা দিয়েছেন। লুনার এখন কত টাকা আছে?",৬৮৬
349,যদি একটি বর্গক্ষেত্রের প্রতিটি পাশে বেড়া দিতে খরচ হয় ৬৯ টাকা। বেড়ায় মোট কত খরচ হয় বের কর।,২৭৬
350,"এভারেট বুঝতে পারে যে যখনই ঘড়ির কাঁটা ৭টা বাজে, সে একটি ট্রেনে হয় অফিসে যাচ্ছে বা ফিরছে। যদি এভারেট বাড়ি থেকে অফিসে যাওয়ার জন্য ৫ টাকা দেয়, তাহলে এভারেট ১৯ কার্যদিবসের জন্য ভ্রমণে কত খরচ করে?",১৯০
351,এলিজাবেথ এক ডজন কলা কিনেছে। তিনি ৪টি কলা খেয়েছেন। এখন কয়জন বাকি আছে?,৮
352,ইলিয়াস দুই ডজন কলা কিনেছে। তিনি ৩টি কলা খেয়েছেন। এখন কয়জন বাকি আছে?,২১
353,"ম্যাডিসন এমন একটি স্কুলে অধ্যয়ন করেন যেখানে ক্লাস শুরু হলে একবার এবং ক্লাস শেষ হলে আবার বেল বাজে। প্রতি ক্লাসের পর ১৫ মিনিটের বিরতি থাকে। সোমবার, ম্যাডিসনের ক্লাসগুলি হল: গণিত, ইতিহাস, ভূগোল, বিজ্ঞান এবং সঙ্গীত৷ এই মুহূর্তে ম্যাডিসন তার সঙ্গীত ক্লাসে আছে। এতক্ষণে কতবার বেজেছে?",৯
354,"সাভানা ১ মিটার লম্বা একটি রেখা আঁকেন। তারপর তিনি বুঝতে পারলেন যে এটি কিছুটা দীর্ঘ। সুতরাং, তিনি এটির ২৪ সেন্টিমিটার মুছে ফেলেছেন। রেখার দৈর্ঘ্য (সেমি) এখন কত?",৭৬
355,কপিরাইট সমস্যার কারণে এক ঘণ্টার মুভির ১৩ মিনিটের একটি দৃশ্য কেটে ফেলা হয়েছে। সিনেমার চূড়ান্ত দৈর্ঘ্য কত (মিনিটের মধ্যে)?,৪৭
356,হ্যাজেল তার স্ত্রীর প্রতিটি তর্জনীর জন্য একটি সোনার আংটি কিনতে চায়। যদি একটি আংটির দাম ১২ টাকা। হ্যাজেলকে কত টাকা দিতে হবে?,২৪
357,বর্গাকার একটি পার্কের চারপাশে বেড়া দেওয়ায় মোট খরচ ছিল ২৮৮ টাকা। প্রতিটি পাশে বেড়া দিতে কত টাকা খরচ হয়?,৭২
358,সোফি একটি মেডিকেল স্কুলে পড়ছে। সোফি ২ ঘন্টা করে মানবদেহের একেকটি হাড় বিশ্লেষণ করছেন। সোফির কত ঘন্টা বিশ্লেষণ শেষ করতে হবে?,৪১২
359,জোসেফ গত সোমবার থেকে প্রতিদিন সকালে দৌড়ানোর সিদ্ধান্ত নিয়েছিলেন এবং সোমবার ৯০০ মিটার দৌড়েছিলেন। বুধবার রাতে জোসেফ দুর্ঘটনায় আহত না হওয়া পর্যন্ত প্রতিদিন সকালে একই দূরত্ব দৌড়ান। জোসেফ মোট কত রান করেছিলেন?,২৭০০
