Q No.,Question,Answer
331,৮৬৫৫ থেকে কোনো একটি ক্ষুদ্রতম সংখ্যা বিয়োগ করলে বিয়োগফল একটি পূর্ণ বর্গসংখ্যা হবে । সংখ্যাটি _____ হবে।,৬
332,৬৫১২০১ এর সাথে কোনো একটি ক্ষুদ্রতম সংখ্যা যোগ করলে যোগফল একটি পূর্ণবর্গসংখ্যা হবে । সংখ্যাটি _____ হবে।,৪৮
333,৪৬৩৯ থেকে কোনো একটি ক্ষুদ্রতম সংখ্যা বিয়োগ করলে বিয়োগফল একটি পূর্ণ বর্গ সংখ্যা হবে । সংখ্যাটি _____ হবে।,১৫
334,৫৬০৫ এর সাথে কোনো একটি ক্ষুদ্রতম সংখ্যা যোগ করলে যোগফল একটি পূর্ণ বর্গসংখ্যা হবে। সংখ্যাটি _____ হবে।,২০
335,"যদি কোনও দোকান ৫০০ টাকার আইটেমের উপর ২০% ছাড় দেয়
 তবে আপনি _____ টাকা সাশ্রয় করবেন।",১০০
336,"তানভিরের খামারে ৫০ টি ষাড় ও ৬০ টি গাভী আছে। প্রতিটি গাভী যদি বছরে ২ টা বাছুর জন্ম দেয়, তবে এক বছর পর তানভিরের খামারে মোট _____ টা পশু থাকবে।",২৩০
337,"তানভিরের খামারে ৫০ টি ষাড় ও ৬০ টি গাভী আছে। প্রতিটি গাভী যদি বছরে ২ টা বাছুর জন্ম দেয় এবং ৩০% বাছুর রোগের কারনে মারা যায়, তবে এক বছর পর তানভিরের খামারে মোট _____ টা পশু থাকবে।",১৯৪
338,"আবিরের কাছে ১০ টি ১০ টাকার নোট, ১০ টি ২০ টাকার নোট ও ১০ টি ৫০ টাকার নোট আছে। সর্বনিম্ন _____ টা নোট ব্যবহার করে সে ১৯০ টাকা পরিশোধ করতে পারবে।",৫
339,"আবিরের কাছে ১০ টি ১০ টাকার নোট, ১ টি ২০ টাকার নোট ও ১০ টি ৫০ টাকার নোট আছে। সর্বনিম্ন _____ টা নোট ব্যবহার করে সে ১৯০ টাকা পরিশোধ করতে পারবে।",৬
340,"আবিরের কাছে ১০ টি ১০ টাকার নোট, ১০ টি ২০ টাকার নোট ও ১০ টি ৫০ টাকার নোট আছে। সর্বনিম্ন _____ টা নোট ব্যবহার করে সে ২০০ টাকা পরিশোধ করতে পারবে।",৪
341,"এক ডলার সমান ১০০ টাকা হলে, সাত কোটি চুরানব্বই লক্ষ সাইত্রিশ হাজার একশত টাকা সমান _____ ডলার। ",৭৯৪৩৭১
342,"এক ইউরো সমান ১২০ টাকা হলে, নয় কোটি চুরানব্বই লক্ষ তেত্রিশ হাজার চারশত চল্লিশ টাকা সমান _____ ইউরো।",৮২৮৬১২
343,গীতা অপেক্ষা শিহাবের ২১০ টাকা বেশি আছে। শিমুল অপেক্ষা গীতার ৩৫০ টাকা কম আছে। শিমুলের কাছে ৪২০ টাকা আছে। গীতার কাছে _____ টাকা আছে ।,৭০
344,গীতা অপেক্ষা শিহাবের ২১০ টাকা বেশি আছে। শিমুল অপেক্ষা গীতার ৩৫০ টাকা কম আছে। শিমুলের কাছে ৪২০ টাকা আছে। শিহাবের কাছে _____ টাকা আছে ।,২৮০
345,তিনটি সংখ্যার যোগফল ৮৪০২৫। তাদের মধ্যে দুইটি সংখ্যা ১২৪৫০ ও ৩৭৮৫৫ হলে তৃতীয় সংখ্যাটি হলো _____ ।,৩৩৭২০
346,সোহাগ ৭০০০০ টাকা দিয়ে একটি মোটর সাইকেল ক্রয় করলেন। মোটর সাইকেলটির রেজিস্ট্রেশন বাবদ ১৫০০ টাকা ও মেরামত বাবদ ৮০০ টাকা খরচ হলো। এখন সে যদি মোটর সাইকেলটি ১০০০০০ টাকার বিক্রি করে তাহলে তার _____ টাকা লাভ হবে ।,২৭৭০০
347,"৬, ৪, ৮ ও ২ অঙ্কগুলো মাত্র একবার ব্যবহার করে গঠিত বৃহত্তম ও ক্ষুদ্রতম সংখ্যার পার্থক্য _____ ।",৬১৭৪
348,কোন সংখ্যাকে ৩ দিয়ে ভাগ করলে এর ভাগফল ৩ এবং ভাগশেষ ১ পাওয়া যায়। সংখ্যাটি হলো _____ ।,১০
349,আমার কাছে ৩৬ সে.মি. লম্বা ও ২৪ সে.মি. চওড়া একটি কাগজ আছে। আমি বর্গ আকৃতির কাগজ দিয়ে কাগজের পৃষ্ঠাটি ঢাকতে চাই। সম্ভাব্য সবচেয়ে বড় কাগজের বর্গটির বাহুর দৈর্ঘ্য _____ সেমি।,১২
350,রাসেলের কাছে ৪৫টি আপেল ও ১৮টি কমলা আছে। রাসেল কোনো আপেল বা কমলা অবশিষ্ট না রেখে যত বেশি সম্ভব শিশুর মধ্যে এমনভাবে ভাগ করে দিতে চায় যাতে প্রত্যেকে সমান সংখ্যক আপেল ও কমলা পায়। রাসেল _____ জন শিশুর মাঝে এগুলো ভাগ করে দিতে পারবে।,৯
351,কোনো দৌড় প্রতিযোগিতার পথের এক চক্র সমান ৮০০ মিটার। তাহলে সে _____ তম বারে ১০০০০ মিটার পথ অতিক্রম করবে ।,১৩
352,"কোনো বাড়িতে ৯৮০০০ গ্রাম চাল আছে । তাদের যদি প্রতিদিন ৬৫০ গ্রাম চাল লাগে, তবে _____ তম
দিনে চাল শেষ হবে।",১৫১
353,একজন লোক প্রতি মাসে ৮৫০ টাকা করে সঞ্চয় করেন । তবে _____ তম মাসে তার সঞ্চিত টাকা ৫০০০০ অতিক্রম করবে।,৫৯
354,একটি পানির ট্যাংকে প্রতি মিনিটে ৫ লিটার পানি আসে এবং ২ লিটার পানি খরচ হয়। ১০ মিনিটে পানির ট্যাংকটিতে _____ লিটার পানি থাকবে।,৩০
355,১২টি বিস্কুট এবং ৩০টি চকলেটের মূল্য একত্রে ১৯২ টাকা। একটি বিস্কুটের মূল্য ৬ টাকা হলে একটি চকলেটের মূল্য _____  টাকা।,৪
356,"একজন শিক্ষক ৬০ টি পেন্সিল, ৩৬ টি রাবার ও ১৮ টি খাতা কয়েকজন শিক্ষার্থীর মধ্যে সমান ভাগে ভাগ করে দিতে চান। সর্বোচ্চ _____ জন শিক্ষার্থীর মধ্যে এই পেন্সিল, রাবার ও খাতাগুলো সমান ভাগে ভাগ করে দেওয়া যাবে।",৬
357,একটি রাস্তায় কিছু গাছ এবং ল্যাম্পপোস্ট আছে। ২৫ মিটার পরপর গাছ এবং ২০ মিটার পরপর ল্যাম্পপোস্ট আছে। রাস্তার শুরুতে পাছ ও ল্যাম্পপোস্ট একত্রে থাকলে _____ মিটার পরপর গাছ এবং ল্যাম্পপোস্ট পুনরায় একসাথে থাকবে ।,১০০
358,"কোনো স্থানে ১০ জনের বেশি শিক্ষার্থী আছে। একজন শিক্ষক ৪২টি কলা, ৮৪টি বিস্কুট এবং ১০৫টি চকলেট কোনো অবশিষ্ট না রেখে শিক্ষার্থীদের মধ্যে সমানভাগে ভাগ করে দিতে চান। _____ জন শিক্ষার্থীর মধ্যে শিক্ষক কলা, বিস্কুট এবং চকলেট ভাগ করে দিতে পারবেন ।",২১
359,৫% ট্যাক্স সহ একটি গরুর মূল্য ১০৭১০০ টাকা হলে ট্যাক্স ছাড়া গরুর মূল্য _____ টাকা।,১০২০০০
360,৭/৪ মি দৈর্ঘ্য এবং ৬/৫ মি প্রস্থবিশিষ্ট একটি আয়তাকার বোর্ডের ক্ষেত্রফল _____ বর্গমি।,২১/১০
361,একটি বর্গাকার মাঠের এক পাশের দৈর্ঘ্য ৫/২ কি.মি.। মাঠের ক্ষেত্রফল _____ বর্গকিমি।,২৫/৪
362,"৩/৫ বর্গ মি দেয়াল রঙিন করতে ১/৩ ডেসি লি রং লাগে। ১ ডেসি লি রং দ্বারা _____ বর্গ মি দেয়াল
রঙিন করা যাবে।",৯/৫
363,"একটি লাঠির ১/৬ অংশ মাটিতে, ১/২ অংশ পানিতে এবং অবশিষ্ট অংশ পানির উপরে আছে। পানির উপরের অংশের দৈর্ঘ্য ২ মিটার। লাঠির _____ মিটার পানিতে আছে।",৩
364,"একটি লাঠির ১/৬ অংশ মাটিতে, ১/২ অংশ পানিতে এবং অবশিষ্ট অংশ পানির উপরে আছে। পানির উপরের অংশের দৈর্ঘ্য ২ মিটার। লাঠির _____ মিটার মাটিতে আছে।",১
365,"একটি লাঠির ১/৬ অংশ মাটিতে, ১/২ অংশ পানিতে এবং অবশিষ্ট অংশ পানির উপরে আছে। পানির উপরের অংশের দৈর্ঘ্য ২ মিটার। সম্পূর্ণ লাঠির দৈর্ঘ্য _____ মিটার।",৬
366,"একটি লাঠির ১/২ অংশ মাটিতে, ১/৩ অংশ পানিতে এবং অবশিষ্ট অংশ পানির উপরে আছে। পানির উপরের অংশের দৈর্ঘ্য ৩ মিটার। লাঠির _____ মিটার পানিতে আছে।",৬
367,"একটি লাঠির ১/২ অংশ মাটিতে, ১/৩ অংশ পানিতে এবং অবশিষ্ট অংশ পানির উপরে আছে। পানির উপরের অংশের দৈর্ঘ্য ৩ মিটার। লাঠির _____ মিটার মাটিতে আছে।",৯
368,"একটি লাঠির ১/২ অংশ মাটিতে, ১/৩ অংশ পানিতে এবং অবশিষ্ট অংশ পানির উপরে আছে। পানির উপরের অংশের দৈর্ঘ্য ৩ মিটার। সম্পূর্ণ লাঠির দৈর্ঘ্য _____ মিটার।",১৮
369,"একটি হোস্টেলে প্রতিদিন ৬০/৭ কুইন্টাল চাল লাগে। হোস্টেলটিতে এক সপ্তাহে _____ কুইন্টাল চাল
লাগবে।",৬০
370,একটি ধাতব নলের ১মি এর ওজন ১৩/8 কেজি। নলটির ৩/৫ মি এর ওজন _____ কেজি ।,৩৯/২০
371,"৩২/৫ মি তার যদি আমরা ৪/৫ মি করে টুকরা করি, তাহলে _____ টুকরা হবে।",৮
372,৫ মি দৈর্ঘ্যের একটি ধাতব নলের ওজন ২০/৭ কেজি। ১ কেজি ওজনের নল পেতে _____ মি দৈর্ঘ্যের নল কাটতে হবে।,৭/৪
373,"আহমেদের কাছে ৪ কেজি তেল আছে। ১ লিটার তেলের ওজন ৬/৭ কেজি হলে, তার কাছে _____ লিটার তেল আছে। ",১৪/৩
374,"সাজ্জাদ সাহেবের ২৪,০০০ টাকা ছিল। তিনি এই টাকার ৫/১২ অংশ এতিমখানায়, ৩/৮ অংশ শিক্ষা প্রতিষ্ঠানে দান করলেন। তার কাছে _____ টাকা বাকি আছে। ",৫০০০
375,"সাজ্জাদ সাহেবের ২৪,০০০ টাকা ছিল। তিনি এই টাকার ৫/১২ অংশ এতিমখানায়, ৩/৮ অংশ শিক্ষা প্রতিষ্ঠানে দান করলেন। তিনি _____ টাকা এতিমখানায় দিলেন।",১০০০০
376,"সাজ্জাদ সাহেবের ২৪,০০০ টাকা ছিল। তিনি এই টাকার ৫/১২ অংশ এতিমখানায়, ৩/৮ অংশ শিক্ষা প্রতিষ্ঠানে দান করলেন। তিনি _____ টাকা শিক্ষা প্রতিষ্ঠানে দিলেন।",৯০০০
377,"এক মিটার তারের ওজন ৪০০ গ্রাম। একটি তারের দৈর্ঘ্য ২.৪ মিটার হলে
সম্পূর্ণ তারের ওজন _____ গ্রাম।",৯৬০
378,এক মিটার লোহার দণ্ডের ওজন ২.৩ কেজি। দণ্ডটির দৈর্ঘ্য ১.৪ মিটার হলে এর ওজন _____ কেজি।,৩.২২
379,একটি পাত্রে ১.৬ লিটার রং আছে এবং এর ওজন ২.৪ কেজি। প্রতি লিটার রং এর ওজন _____ কেজি।,১.৫০
380,একটি আয়তাকার জমির ক্ষেত্রফল ২৯.৪ বর্গ মিটার। এর দৈর্ঘ্য ৮.৪ মিটার হলে প্রস্থ _____ মিটার।,৩.৫০
381,একটি আয়তাকার জমির প্রস্থ ৪.৭৫ মিটার এবং দৈর্ঘ্য ১২.৮ মিটার। জমিটির ক্ষেত্রফল _____ বর্গমিটার। ,৬০.৮০
382,"রেজার ওজন ৩৬.৫ কেজি, তার ছোট ভাই এবং বাবার ওজন যথাক্রমে তার ওজনের ০.৮ গুণ এবং ১.৬ গুণ। তার ভাইয়ের ওজন _____ কেজি।",২৯.২০
383,"রেজার ওজন ৩৬.৫ কেজি, তার ছোট ভাই এবং বাবার ওজন যথাক্রমে তার ওজনের ০.৮ গুণ এবং ১.৬ গুণ। তার বাবার ওজন _____ কেজি।",৫৮.৪০
384,একটি আয়তাকার জমির ক্ষেত্রফল ৭২৯ বর্গমিটার। এর প্রস্থ ২২.৫ মিটার হলে দৈর্ঘ্য _____ মিটার।,৩২.৪০
385,৩.২৫ মিটার লম্বা একটি লোহার খণ্ডের ওজন ১৫.৬ কেজি। লোহার খণ্ডের প্রতি মিটারের ওজন _____ কেজি।,৪.৮০
386,"রেজা গত সপ্তাহে প্রতিদিন যথাক্রমে ২, ১.৫, ১, ১.৫, ১, ২, ৫ ঘণ্টা করে বাড়িতে পড়ালেখা করে। সে প্রতিদিন গড়ে _____ ঘণ্টা করে বাড়িতে পড়ালেখা করসে।",২
387,"রেজা গত সপ্তাহে প্রতিদিন যথাক্রমে ৩, ২.৫, ৩, ৪.৫, ৩, ২, ৩ ঘণ্টা করে বাড়িতে পড়ালেখা করে। সে প্রতিদিন গড়ে _____ ঘণ্টা করে বাড়িতে পড়ালেখা করসে।",৩
388,"রেজা গত সপ্তাহে প্রতিদিন যথাক্রমে ৩, ২.৫, ৩.৫, ৪.৫, ৩.৫, ৪, ৩.৫ ঘণ্টা করে বাড়িতে পড়ালেখা করে। সে প্রতিদিন গড়ে _____ ঘণ্টা করে বাড়িতে পড়ালেখা করসে।",৩.৫০
389,"রেজা গত সপ্তাহে প্রতিদিন যথাক্রমে ২, ১.৫, ১, ১.৫, ৩, ২, ৩ ঘণ্টা করে বাড়িতে পড়ালেখা করে। সে প্রতিদিন গড়ে _____ ঘণ্টা করে বাড়িতে পড়ালেখা করসে।",২
390,"একটি বাক্সের ২০টি কমলার মধ্যে আমরা ৩টির ওজন মেপে পেলাম যথাক্রমে ৩৩৫ গ্রাম, ৩২০ গ্রাম এবং ৩৭১ গ্রাম । কমলা ৩টির গড় ওজন  _____ গ্রাম।",৩৪২
391,"একটি বাক্সের ২০টি কমলার মধ্যে আমরা ৩টির ওজন মেপে পেলাম যথাক্রমে ৩৩৫ গ্রাম, ৩২০ গ্রাম এবং ৩৭১ গ্রাম । গড় ওজনের ভিত্তিতে ২০টি কমলার মোট ওজন _____ কেজি।",৬.৮৪
392,"একটি বাক্সের ৩০টি কমলার মধ্যে আমরা ৩টির ওজন মেপে পেলাম যথাক্রমে ২৩৫ গ্রাম, ১২০ গ্রাম এবং ৩৬৫ গ্রাম । কমলা ৩টির গড় ওজন _____ গ্রাম।",২৪০
393,"একটি বাক্সের ৩০টি কমলার মধ্যে আমরা ৩টির ওজন মেপে পেলাম যথাক্রমে ২৩৫ গ্রাম, ১২০ গ্রাম এবং ৩৬৫ গ্রাম । গড় ওজনের ভিত্তিতে ৩০টি কমলার মোট ওজন _____ কেজি।",৭.২০
394,"৮টি ডিমের ওজন যথাক্রমে ৫৪ গ্রাম, ৫৬ গ্রাম, ৫০ গ্রাম, ৫৮ গ্রাম, ৫৭ গ্রাম, ৫০ গ্রাম, ৫৩ গ্রাম, ৫০ গ্রাম। ৮টি ডিমের গড় ওজন _____ গ্রাম।",৫৩.৫০
395,"৫টি ডিমের ওজন যথাক্রমে ৫৮ গ্রাম, ৫৭ গ্রাম, ৫০ গ্রাম, ৫৩ গ্রাম, ৫১ গ্রাম। ৫টি ডিমের গড় ওজন _____ গ্রাম।",৫৩.৮০
396,৬টি বইয়ের ওজন ৯২৪ গ্রাম। বইগুলোর গড় ওজন  _____ গ্রাম।,১৫৪
397,কোনো বিদ্যালয়ের ৫ম শ্রেণির মোট ৩০ জন শিক্ষার্থীর মধ্যে ১২ জন ছাত্রী। মোট শিক্ষার্থীর শতকরা _____ জন ছাত্রী।,৪০
398,কোনো বিদ্যালয়ের ৫ম শ্রেণির মোট ৫০ জন শিক্ষার্থীর ৪২% ছাত্রী। ঐ শ্রেণিতে মোট _____ জন ছাত্রী।,২১
399,কোনো বিদ্যালয়ের ৫ম শ্রেণির মোট ৫০ জন শিক্ষার্থীর ৪২% ছাত্রী। ঐ শ্রেণিতে মোট _____ জন ছাত্র।,২৯
400,"জসিম একটি ব্যাংক থেকে ৬% বার্ষিক মুনাফায় ২,০০০ টাকা ঋণ নিলে জসিমকে প্রতি বছর
_____ টাকা মুনাফা দিতে হবে।",১২০
401,ঢাকায় মে মাসে মোট ২৪৮ সে.মি. বৃষ্টি হলে গড়ে প্রতিদিন _____ সে.মি. বৃষ্টি হয়েছে।,৮
402, খুলনায় এপ্রিল মাসে মোট ২১০ সে.মি. বৃষ্টি হলে গড়ে প্রতিদিন _____ সে.মি. বৃষ্টি হয়েছে।,৭
403,সোহেল একটি ব্যাংক থেকে ৮০০ টাকা ঋণ নিয়ে এক বছর পর ৮৫৬ টাকা ফেরত দিল। বার্ষিক শতকরা মুনাফার হার _____ টাকা ছিল ।,৭
404,রুহেল একটি ব্যাংক থেকে ১৮০০ টাকা ঋণ নিয়ে তিন বছর পর ২৩৪০ টাকা ফেরত দিল।  বার্ষিক শতকরা মুনাফার হার _____ টাকা ছিল ।,১০
405,আমিনা কোনো ব্যাংক থেকে বার্ষিক ৫% মুনাফায় কিছু টাকা ঋণ নিয়ে এক বছর পর ৩০ টাকা মুনাফা দিল। আসল _____ টাকা ছিল ।,৬০০
406,কল্যাণী কোনো ব্যাংক থেকে বার্ষিক ৬% মুনাফায় কিছু টাকা ঋণ নিয়ে পাঁচ বছর পর ৩৫০ টাকা মুনাফা দিল। আসল _____ টাকা ছিল ।,১৪০০
407,"ব্যাংক থেকে বার্ষিক ৮% মুনাফায় কিছু টাকা ঋণ নিয়ে, এক বছর পর ৬০০ টাকা মুনাফা দেওয়া হলো। আসল _____ ছিল।",৭৫০০
408,লিংকন ব্যাংক থেকে বার্ষিক ৬% মুনাফার কিছু টাকা ঋণ নিয়ে এক বছর পর ১২৭২ টাকা দিন। আসল _____ ছিল।,২১২০০
409,পুজা ব্যাংক থেকে বার্ষিক ১২% মুনাফায় কিছু টাকা ঋণ নিয়ে এক বছর পর ১৬৮০ টাকা মুনাফা দিল । আসল _____ ছিল।,১৪০০০
410,"তনিমা ব্যাংক থেকে ৩ বছরের জন্য ২,০০০ টাকা ঋণ নিলেন। বার্ষিক মুনাফার হার ৪%। ৩ বছর পর তাকে _____ টাকা মুনাফা দিতে হবে ।",২৪০
411,শ্যামল চাকমা একটি ব্যাংক থেকে ৪৫০০ টাকা ঋণ নিলেন। বার্ষিক ৮% মুনাফা আসলের উপর ধার্য করা হলো । ১০ বছর পর তাকে মোট _____ টাকা পরিশোধ করতে হবে ।,৮১০০
412,শ্যামল চাকমা একটি ব্যাংক থেকে ৪৫০০ টাকা ঋণ নিলেন। বার্ষিক ৮% মুনাফা আসলের উপর ধার্য করা হলো । _____ বছর পর মোট মুনাফার পরিমাণ ২৫২০ টাকা হবে ।,৭
413,৩০ জন লোকের ৩০% লোক _____ জন।,৯
414,শ্যামল চাকমা একটি ব্যাংক থেকে ৪৫০০ টাকা ঋণ নিলেন। বার্ষিক ৮% মুনাফা আসলের উপর ধার্য করা হলো । ১০ বছর পর তাকে _____ টাকা মুনাফা দিতে হবে।,৩৬০০
415,৮৬৫৫ থেকে কোন একটি ক্ষুদ্রতম সংখ্যা বিয়োগ করলে বিয়োগফল একটি পূর্ণ বর্গসংখ্যা হবে। সংখ্যাটি হলো _____ ।,৬
416,৬৫১২০১ এর সাথে কোন একটি ক্ষুদ্রতম সংখ্যা যোগ করলে যোগফল একটি পূর্ণবর্গসংখ্যা হবে।সংখ্যাটি হলো _____ ।,৪৮
417,৪৬৩৯ থেকে একটি ক্ষুদ্রতম সংখ্যা বিয়োগ করলে বিয়োগফল একটি পূর্ণ বর্গ সংখ্যা হবে। সংখ্যাটি হলো _____ ।,১৫
418,৫৬০৫ এর সাথে কোন একটি ক্ষুদ্রতম সংখ্যা যোগ করলে যোগফল একটি পূর্ণ বর্গসংখ্যা হবে। সংখ্যাটি হলো _____ ।,২০
419,কোনো বাগানে ১২৯৬ টি আমগাছ আছে। বাগানের দৈর্ঘ্য ও প্রস্থের উভয় দিকের প্রত্যেক সারিতে সমান সংখ্যক আমগাছ থাকলে প্রত্যেক সারিতে _____ টি করে গাছ আছে।,৩৬
420,"একটি স্কাউট দলকে, ৯, ১০ এবং ১২ সারিতে সাজানো যায়। আবার তাদের বর্গাকারেও সাজানো যায়। ঐ স্কাউট দলে কমপক্ষে _____ জন স্কাউট রয়েছে।",৯০০
421,৫৬৭২৮ জন সৈন্য থেকে কমপক্ষে _____ জন সৈন্য সরিয়ে রাখলে সৈন্যদলকে বর্গাকারে সাজানো যাবে ।,৮৪
422,৫৬৭২৮ জন সৈন্যের সাথে কমপক্ষে আর _____ জন সৈন্য যোগ দিলে সৈন্যদলকে বর্গাকারে সাজানো যাবে ।,৩৯৩
423,কোনো বিদ্যালয়ের ২৭০৪ জন শিক্ষার্থীকে প্রাত্যহিক সমাবেশ করার জন্য বর্গাকারে সাজানো হলো। প্রত্যেক সারিতে _____ জন করে শিক্ষার্থী আছে।,৫২
424,একটি সমবায় সমিতির যতজন সদস্য ছিল প্রত্যেকে তত ২০ টাকা করে চাঁদা দেওয়ায় মোট ২০৪৮০ টাকা হলো। ঐ সমিতির সদস্য _____ জন।,৩২
425,কোনো বাগানে ১৮০০ টি চারাগাছ বর্গাকারে লাগাতে গিয়ে ৩৬ টি গাছ বেশি হলো। প্রত্যেক সারিতে _____ টি করে চারাগাছ আছে।,৪২
426,"কোন একটি ক্ষুদ্রতম পূর্ণ বর্গসংখ্যা ৯,১৫ এবং ২৫ দ্বারা বিভাজ্য । সংখ্যাটি হলো _____।",২২৫
427,একটি ধানক্ষেতের ধান কাটতে শ্রমিক নেওয়া হলো। প্রত্যেক শ্রমিকের মজুরি তাদের সংখ্যার ১০ গুণ। দৈনিক মোট মজুরি ৬২৫০ টাকা হলে শ্রমিকের সংখ্যা _____ হবে।,২৫
428,"দুইটি ক্রমিক সংখ্যার বর্গের অন্তর ৩৭ হলে, বড় সংখ্যাটি _____ হবে।",১৯
429,"দুইটি ক্রমিক সংখ্যার বর্গের অন্তর ৩৭ হলে, ছোট সংখ্যাটি _____ হবে।",১৮
430,এমন দুইটি ক্ষুদ্রতম ক্রমিক সংখ্যা আছে যাদের বর্গের অন্তর একটি পূর্ণ বর্গসংখ্যা। বড় সংখ্যাটি _____ হবে।,৫
431,এমন দুইটি ক্ষুদ্রতম ক্রমিক সংখ্যা আছে যাদের বর্গের অন্তর একটি পূর্ণ বর্গসংখ্যা। ছোট সংখ্যাটি _____ হবে।,৪
432,১২ জন লোক একটি কাজ ৯ দিনে করতে পারে। একই হারে কাজ করলে ১৮ জনে কাজটি _____  দিনে করতে পারবে ।,৬
433,"২০ মিটার কাপড়কে তিন ভাইবোন অমিত, সুমিত ও চৈতির মধ্যে ৫ : ৩ : ২ অনুপাতে ভাগ করলে অমিতের কাপড়ের পরিমাণ _____ মিটার।",১০
434,"২০ মিটার কাপড়কে তিন ভাইবোন অমিত, সুমিত ও চৈতির মধ্যে ৫ : ৩ : ২ অনুপাতে ভাগ করলে সুমিতের কাপড়ের পরিমাণ _____ মিটার।",৬
435,"২০ মিটার কাপড়কে তিন ভাইবোন অমিত, সুমিত ও চৈতির মধ্যে ৫ : ৩ : ২ অনুপাতে ভাগ করলে চৈতির কাপড়ের পরিমাণ _____ মিটার।",৪
436,"পনির ও তপনের আয়ের অনুপাত ৪ : ৩। তপন ও রবিনের আয়ের অনুপাত ৫ : ৪। পনিরের আয় ১২০টাকা হলে, রবিনের আয় _____ টাকা।",৭২
437,একটি গার্মেন্টস ফ্যাক্টরিতে দৈনিক ৫৫০ টি শার্ট তৈরি হয়। ঐ ফ্যাক্টরিতে একই হারে ১ সপ্তাহে _____ টি শার্ট তৈরি হয় ।,৩৮৫০
438,"কবির সাহেবের তিন পুত্রের বয়স যথাক্রমে ৫ বছর, ৭ বছর ও ৯ বছর। তিনি ৪২০০ টাকা তিন পুত্রকে তাদের বয়স অনুপাতে ভাগ করে দিলেন, বড় ছেলে _____  টাকা পাবে ।",১৮০০
439,"কবির সাহেবের তিন পুত্রের বয়স যথাক্রমে ৫ বছর, ৭ বছর ও ৯ বছর। তিনি ৪২০০ টাকা তিন পুত্রকে তাদের বয়স অনুপাতে ভাগ করে দিলেন, মেঝো ছেলে _____  টাকা পাবে ।",১৪০০
440,"কবির সাহেবের তিন পুত্রের বয়স যথাক্রমে ৫ বছর, ৭ বছর ও ৯ বছর। তিনি ৪২০০ টাকা তিন পুত্রকে তাদের বয়স অনুপাতে ভাগ করে দিলেন, ছোট ছেলে _____  টাকা পাবে ।",১০০০
441,"২১৬০ টাকা রূমি, জেসমিন ও কাকলির মধ্যে ১ : ২ : ৩ অনুপাতে ভাগ করে দিলে রূমি _____  টাকা পাবে ।",৩৬০
442,"২১৬০ টাকা রূমি, জেসমিন ও কাকলির মধ্যে ১ : ২ : ৩ অনুপাতে ভাগ করে দিলে জেসমিন _____  টাকা পাবে ।",৭২০
443,"২১৬০ টাকা রূমি, জেসমিন ও কাকলির মধ্যে ১ : ২ : ৩ অনুপাতে ভাগ করে দিলে কাকলি _____  টাকা পাবে ।",১০৮০
444,"কিছু টাকা লাবিব , সামি ও সিয়াম এর মধ্যে ৫ : ৪ : ২ অনুপাতে ভাগ করে দেওয়া হলো। সিয়াম ১৮০ টাকা পেলে লাবিব _____  টাকা পাবে নির্ণয় কর।",৪৫০
445,"কিছু টাকা লাবিব , সামি ও সিয়াম এর মধ্যে ৫ : ৪ : ২ অনুপাতে ভাগ করে দেওয়া হলো। সিয়াম ১৮০ টাকা পেলে সামি _____  টাকা পাবে নির্ণয় কর।",৩৬০
446,"সবুজ, ডালিম ও লিংকন তিন ভাই। তাদের পিতা ৬৩০০ টাকা তাদের মধ্যে ভাগ করে দিলেন। এতে সবুজ ডালিমের ৩/৫ অংশ এবং ডালিম লিংকনের দ্বিগুণ টাকা পায়। সবুজের টাকার পরিমাণ _____ টাকা।",১৮০০
447,"সবুজ, ডালিম ও লিংকন তিন ভাই। তাদের পিতা ৬৩০০ টাকা তাদের মধ্যে ভাগ করে দিলেন। এতে সবুজ ডালিমের ৩/৫ অংশ এবং ডালিম লিংকনের দ্বিগুণ টাকা পায়। ডালিমের টাকার পরিমাণ _____ টাকা।",৩০০০
448,"সবুজ, ডালিম ও লিংকন তিন ভাই। তাদের পিতা ৬৩০০ টাকা তাদের মধ্যে ভাগ করে দিলেন। এতে সবুজ ডালিমের ৩/৫ অংশ এবং ডালিম লিংকনের দ্বিগুণ টাকা পায়। লিংকনের টাকার পরিমাণ _____ টাকা।",১৫০০
449,"তামা, দস্তা ও রূপার অনুপাত ৩:৫। ঐ গহনায় তামা ও দস্তার অনুপাত ১:২ এবং দস্তা ও রূপার অনুপাত ৩:৫। ১৯ গ্রাম ওজনের গহনায় _____  গ্রাম রূপা আছে ।",১০
450,দুইটি সমান মাপের গ্লাস শরবতে পূর্ণ আছে। ঐ শরবতে পানি ও সিরাপের অনুপাত যথাক্রমে প্রথম গ্লাসে ৩:২ ও দ্বিতীয় গ্লাসে ৫:৪। ঐ দুইটি গ্লাসের শরবত একত্রে মিশ্রণ করলে মিশ্রণ করলে পানি ও সিরাপের অনুপাত _____ হবে।,২৬ঃ১৯
451,"ক : খ = ৪:৭, খ:গ =১০:৭ হলে, ক:খ:গ সমান _____।",৪০ঃ৭০ঃ৪৯
452,"৯৬০০ টাকা সারা, মাইমুনা ও রাইসার মধ্যে ৪:৩:১ অনুপাতে ভাগ করে দিলে সারা _____  টাকা পাবে ।",৪৮০০
