Q No.,Question,Answer,Domain,Sub-Domain
348,"एक फुटबॉल को ऊपर से नीचे गिराया गया, वह १० मी./से. के वेग से भूमि से टकराती है और फिर ८ मी./से. के वेग से ऊपर की ओर उठती है। संवेग का परिवर्तन कितने किग्रा-मी./से. है? फुटबॉल का द्रव्यमान १ किग्रा है।",१८,Physics,Physics
349,एक बंदूक से ४०० मी./से. के वेग से १० ग्राम द्रव्यमान की एक गोली चलाई गई। यदि बंदूक का द्रव्यमान ३/२ किग्रा हो तो प्रतिक्षेप वेग कितने मी./से. है?,२.६६,Physics,Physics
350,"१ किग्रा द्रव्यमान की एक बंदूक से ५ ग्राम द्रव्यमान की एक गोली चलाने पर बंदूक २ मी./से. का प्रतिक्षेप वेग प्राप्त करती है, गोली का अंतिम वेग कितने मी./से. है?",४००,Physics,Physics
351,२ मी./से. के वेग से गतिशील १० किग्रा द्रव्यमान की किसी वस्तु पर बल लगाने पर इसका त्वरण २ मी./से.^२ हो गया। २ सेकंड बाद इसके संवेग का परिवर्तन कितने किग्रा-मी./से. होगा?,४०,Physics,Physics
352,१० किग्रा द्रव्यमान की एक स्थिर वस्तु पर २०० न्यूटन बल २० सेकंड तक कार्य करता है। २० सेकंड बाद वेग कितने मी./से. होगा?,४००,Physics,Physics
353,एक वस्तु का द्रव्यमान २ किग्रा और प्रारंभिक वेग ५ मी./से. है। यदि ३ सेकंड बाद वस्तु का वेग ८ मी./से. हो जाए तो वस्तु पर लगाया गया बल कितने न्यूटन होगा?,२,Physics,Physics
354,५ किग्रा और ८ किग्रा द्रव्यमान की दो वस्तुओं के बीच क्रियाशील बल ८ x १०^-८ न्यूटन है। उनके बीच की दूरी कितने मीटर है?,०.१८,Physics,Physics
355,भूतल से ५०० कि.मी. ऊपर गुरुत्वीय त्वरण का मान कितना है? पृथ्वी का द्रव्यमान ५.९८ x १०^२४ किग्रा और त्रिज्या ६.३७ x १०^६ मीटर है।,८.४५,Physics,Physics
356,एक पर्वत शिखर पर गुरुत्वीय त्वरण का मान ९.७७ मी./से.^२ है। पर्वत शिखर की ऊँचाई कितने मीटर है?,१९४९०.४७,Physics,Physics
357,एक तल पर रखी ८ किग्रा द्रव्यमान की किसी वस्तु पर ३० न्यूटन बल लगाने पर वस्तु ३ मी./से.^२ त्वरण प्राप्त करती है। वस्तु और तल के बीच घर्षण बल कितने न्यूटन है?,६,Physics,Physics
358,२ किग्रा द्रव्यमान की एक स्थिर वस्तु को ऊपर से छोड़ने पर वह ३ सेकंड में ३६ मीटर रास्ता तय करती है। वस्तु का त्वरण कितने मी./से.^२ है?,८,Physics,Physics
359,२ किग्रा द्रव्यमान की एक स्थिर वस्तु को ऊपर से छोड़ने पर वह ३ सेकंड में ३६ मीटर रास्ता तय करती है। उक्त घटना में तरल घर्षण बल कितने न्यूटन है?,३.६,Physics,Physics
360,२ किग्रा द्रव्यमान की एक स्थिर वस्तु को ऊपर से छोड़ने पर वह ३ सेकंड में ३६ मीटर रास्ता तय करती है। ६ सेकंड में कितने मीटर रास्ता तय करेगी?,१४४,Physics,Physics
361,२ किग्रा द्रव्यमान की एक स्थिर वस्तु को ऊपर से छोड़ने पर वह ३ सेकंड में ३६ मीटर रास्ता तय करती है। ३ सेकंड बाद वस्तु का वेग कितने मी./से. होगा?,२४,Physics,Physics
362,एक ही सड़क पर परस्पर विपरीत दिशाओं से आती १५ किग्रा और १० किग्रा द्रव्यमान की दो वस्तुएँ क्रमशः ३ मी./से. और ५ मी./से. के वेग से आती हैं और आमने-सामने टकराकर एक साथ चिपक जाती हैं। मिली हुई अवस्था में वेग कितने मी./से. है?,०.२०,Physics,Physics
363,एक ही सड़क पर परस्पर विपरीत दिशाओं से आती १५ किग्रा और १० किग्रा द्रव्यमान की दो वस्तुएँ क्रमशः ३ मी./से. और ५ मी./से. के वेग से आती हैं और आमने-सामने टकराकर एक साथ चिपक जाती हैं। टक्कर से पहले दूसरी वस्तु की गतिज ऊर्जा कितने जूल है?,१२५,Physics,Physics
364,नरेश १० मी./से. के वेग से गाड़ी चलाकर करोल बाग से चांदनी चौक की ओर बढ़ा। लेकिन रास्ते में ट्रैफिक जाम का सामना होने पर उसने ब्रेक लगाया तो ५ सेकंड बाद उसकी गाड़ी रुक गई। नरेश की गाड़ी का मंदन कितने मी./से.^२ है?,२,Physics,Physics
365,३ किग्रा द्रव्यमान की एक वस्तु २ मी./से. के वेग से पूर्व दिशा में चल रही है। १ किग्रा द्रव्यमान की एक अन्य वस्तु २ मी./से. के वेग से पश्चिम दिशा में चल रही है। किसी समय दोनों वस्तुओं के बीच टक्कर के फलस्वरूप वे मिलकर एक हो गईं। मिली हुई वस्तुओं का वेग कितने मी./से. है?,१,Physics,Physics
366,५ किग्रा द्रव्यमान की एक बंदूक से ५०० मी./से. के वेग से २० ग्राम द्रव्यमान की एक गोली ०.१ सेकंड में चलाई गई। बंदूक का प्रतिक्षेप वेग कितने मी./से. है?,२,Physics,Physics
367,५ किग्रा द्रव्यमान की एक बंदूक से ५०० मी./से. के वेग से २० ग्राम द्रव्यमान की एक गोली ०.१ सेकंड में चलाई गई। गोली के बल का आवेग कितने किग्रा-मी./से. है?,१०,Physics,Physics
368,५ किग्रा द्रव्यमान की एक बंदूक से ५०० मी./से. के वेग से २० ग्राम द्रव्यमान की एक गोली ०.१ सेकंड में चलाई गई। गोली पर बंदूक के क्रियाशील बल का मान कितना है?,१००,Physics,Physics
369,एक माचिस की तीली को डिब्बे पर ३ न्यूटन बल से रगड़ा गया। यदि तीली को ४ से.मी. खींचा जाए तो तीली रगड़ने में कितने जूल ऊर्जा खर्च हुई?,०.१२,Physics,Physics
370,एक वस्तु को धागे से बाँधकर ऊर्ध्वाधर तल में एक बार घुमाकर लाने पर किए गए कार्य की मात्रा कितने जूल है?,०,Physics,Physics
371,एक वस्तु पर १० न्यूटन बल लगाने पर बल के विपरीत वस्तु का २ मीटर विस्थापन हो तो कार्य की मात्रा कितने जूल है?,-२०,Physics,Physics
372,७० किग्रा द्रव्यमान का एक आदमी २०० मीटर ऊँचे पहाड़ पर चढ़े तो वह कितने जूल कार्य करेगा? गुरुत्वीय त्वरण ९.८ मी./से.^२।,१३७२००,Physics,Physics
373,६० किग्रा द्रव्यमान का एक धावक १२.५ सेकंड में १०० मीटर दूरी तय करे तो उसकी गतिज ऊर्जा कितने जूल होगी?,१९२०,Physics,Physics
374,५ किग्रा द्रव्यमान की एक वस्तु को ५० मीटर ऊँची इमारत की छत से नीचे गिराया गया। भूमि को छूने से ठीक पहले गतिज ऊर्जा कितने जूल होगी?,२४५०,Physics,Physics
375,५०० किग्रा द्रव्यमान की एक वस्तु २० मी./से. के वेग से चल रही है। वस्तु में ०.५ मी./से.^२ का मंदन उत्पन्न करने पर १० सेकंड बाद इसकी गतिज ऊर्जा कितने जूल होगी?,५६२५०,Physics,Physics
376,"यदि ६० किग्रा द्रव्यमान के एक धावक की गतिज ऊर्जा १९२० जूल हो, तो उसका वेग कितना है?",८,Physics,Physics
377,५ मी./से. के वेग से गतिशील १० किग्रा द्रव्यमान की एक वस्तु को गति की दिशा में २० जूल ऊर्जा और दी गई। वस्तु का वेग कितने मी./से. होगा?,५.३८,Physics,Physics
378,यदि २ किग्रा द्रव्यमान की किसी वस्तु का वेग ३ मी./से. से ५ मी./से. कर दिया जाए तो इसकी गतिज ऊर्जा कितने जूल बढ़ जाएगी?,२७,Physics,Physics
379,एक वस्तु का वेग कितना हो कि उसके संवेग और गतिज ऊर्जा के मान बराबर हों?,२,Physics,Physics
380,निश्चित द्रव्यमान की वस्तु की गतिज ऊर्जा ४ गुनी कर दी जाए तो इसका वेग कितने गुना होगा?,२,Physics,Physics
381,एक मोटर २ किग्रा द्रव्यमान की वस्तु को ५ मीटर की ऊँचाई तक उठाने में कुल १०७ जूल ऊर्जा खर्च करती है। मोटर में कुल कितने जूल ऊर्जा का अपव्यय होता है?,९,Physics,Physics
382,१ किलोवाट की मोटर का उपयोग करके १५ सेकंड में १०० किग्रा द्रव्यमान की वस्तु को १० मीटर ऊपर उठाया जाए तो ऊर्जा का अपव्यय कितने जूल है?,५२००,Physics,Physics
383,७० किग्रा द्रव्यमान का एक आदमी ५ मिनट में १०० मीटर ऊँचे पहाड़ पर चढ़े तो उसकी शक्ति कितने वाट है? गुरुत्वीय त्वरण ९.८ मी./से.^२।,२२८.६६,Physics,Physics
384,४० किग्रा द्रव्यमान का एक लड़का १२ सेकंड में ६ मीटर ऊँची सीढ़ी चढ़े तो उसकी शक्ति कितने वाट है? गुरुत्वीय त्वरण ९.८ मी./से.^२।,१९६,Physics,Physics
385,५० किग्रा द्रव्यमान का कोई आदमी २५ से.मी. की २० सीढ़ियाँ चढ़ने में कितने जूल कार्य करेगा?,२४५०,Physics,Physics
386,एक यंत्र २०० किग्रा द्रव्यमान की वस्तु को ज़मीन से १५० मीटर की ऊँचाई तक ५० सेकंड में उठा सकता है। यंत्र की शक्ति कितने किलोवाट है?,६,Physics,Physics
387,यदि प्रत्येक चरण में १०% ऊर्जा का अपव्यय हो तो दो चरणों में कार्यदक्षता प्रतिशत में कितनी है?,८१,Physics,Physics
388,५०० वाट शक्ति की एक मोटर द्वारा १० सेकंड में एक १५० किग्रा द्रव्यमान की वस्तु को २० मीटर की ऊँचाई तक उठाया गया। ऊर्जा का अपव्यय कितने जूल है?,२०६०,Physics,Physics
389,७०० जूल विद्युत ऊर्जा का उपयोग करके एक विद्युत मोटर द्वारा ४० न्यूटन भार की एक वस्तु को १० मीटर की ऊँचाई तक उठाया गया। मोटर की कार्यदक्षता प्रतिशत में कितनी है?,५७.१४,Physics,Physics
390,किसी वस्तु की गतिज ऊर्जा ९ गुनी करने के लिए दूरी कितनी गुनी करनी होगी?,९,Physics,Physics
391,किसी वस्तु की गतिज ऊर्जा १६ गुनी करने के लिए वेग कितना गुना करना होगा?,४,Physics,Physics
392,किसी यंत्र द्वारा ५ किग्रा द्रव्यमान की एक वस्तु को २ मिनट में १५ मीटर की ऊँचाई तक उठाया गया। यंत्र की प्रभावी शक्ति कितने वाट है?,६.१२,Physics,Physics
393,घर्षण रहित किसी फर्श पर १ मी./से. के वेग से गतिशील १ किग्रा द्रव्यमान की खिलौना गाड़ी को गति की दिशा में तुमने १ न्यूटन बल से धक्का दिया। धक्का देने के १० सेकंड बाद गाड़ी द्वारा तय की गई दूरी कितने मीटर है?,६०,Physics,Physics
394,घर्षण रहित किसी फर्श पर १ मी./से. के वेग से गतिशील १ किग्रा द्रव्यमान की खिलौना गाड़ी को गति की दिशा में तुमने १ न्यूटन बल से धक्का दिया। धक्का देने के ५ सेकंड बाद गाड़ी की गतिज ऊर्जा कितने जूल है?,१८,Physics,Physics
395,घर्षण रहित किसी फर्श पर १ मी./से. के वेग से गतिशील १ किग्रा द्रव्यमान की खिलौना गाड़ी को गति की दिशा में तुमने १ न्यूटन बल से धक्का दिया। धक्का देने के ५ सेकंड बाद गाड़ी की ऊर्जा का परिवर्तन कितने जूल है?,१७.५,Physics,Physics
396,६० मीटर की ऊँचाई से गिरती २ किग्रा द्रव्यमान की एक वस्तु की भूमि से १० मीटर की ऊँचाई पर इसकी गतिज ऊर्जा स्थितिज ऊर्जा की कितनी गुनी होगी?,५,Physics,Physics
397,१० किग्रा द्रव्यमान की एक स्थिर वस्तु पर १० सेकंड तक २२ न्यूटन बल लगाया गया। वस्तु जिस तल पर चल रही थी उसके घर्षण बल का मान २ न्यूटन है। १० सेकंड बाद वस्तु का वेग कितने मी./से. है?,२०,Physics,Physics
398,४० किग्रा द्रव्यमान का एक लड़का सीढ़ी से १५ सेकंड में छत पर चढ़ता है। सीढ़ी में सीढ़ियों की संख्या २० है और प्रत्येक सीढ़ी की ऊँचाई १६ से.मी. है। लड़के ने कितने जूल कार्य किया था?,१२५४.४,Physics,Physics
399,४० किग्रा द्रव्यमान का एक लड़का सीढ़ी से १५ सेकंड में छत पर चढ़ता है। सीढ़ी में सीढ़ियों की संख्या २० है और प्रत्येक सीढ़ी की ऊँचाई १६ से.मी. है। लड़के की शक्ति कितने वाट है?,८३.६२,Physics,Physics
400,१० ग्राम द्रव्यमान की एक वस्तु को भूमि से ६० मीटर की ऊँचाई से गिराया गया। भूमि से कितनी ऊँचाई पर वस्तु की स्थितिज ऊर्जा इसकी गतिज ऊर्जा की पाँच गुनी होगी?,५०,Physics,Physics
401,१० ग्राम द्रव्यमान की एक वस्तु को भूमि से ६० मीटर की ऊँचाई से गिराया गया। ३ सेकंड बाद वस्तु का संवेग कितने किग्रा-मी./से. होगा?,०.२९,Physics,Physics
402,इकाई द्रव्यमान की एक वस्तु को १० मी./से. के वेग से ऊपर की ओर फेंका गया। वस्तु अधिकतम कितने मीटर ऊपर जाएगी?,५.१०,Physics,Physics
403,इकाई द्रव्यमान की एक वस्तु को १० मी./से. के वेग से ऊपर की ओर फेंका गया। भूमि से कितने मीटर की ऊँचाई पर वस्तु की गतिज ऊर्जा और स्थितिज ऊर्जा बराबर होंगी?,२.५५,Physics,Physics
404,५० ग्राम द्रव्यमान की एक वस्तु को भूमि से ६० मीटर ऊँचे एक टावर पर रखा गया। टावर के ऊपर वस्तु की स्थितिज ऊर्जा कितने जूल है?,२९.४०,Physics,Physics
405,५० ग्राम द्रव्यमान की एक वस्तु को भूमि से ६० मीटर ऊँचे एक टावर पर रखा गया। टावर के ऊपर से वस्तु गुरुत्व बल के प्रभाव में गिरती रहे तो भूमि से कितनी ऊँचाई पर वस्तु की गतिज ऊर्जा स्थितिज ऊर्जा की ३ गुनी होगी?,१५,Physics,Physics
406,०.२० मीटर ऊँचाई के एक बर्तन को पानी से भर दिया गया। बर्तन की निचली सतह पर कितने पास्कल दाब अनुभव होगा?,१९६०,Physics,Physics
407,"किसी सिलिंडर पर लगाया गया दाब २.४५ x १०^४ पास्कल और सिलिंडर पर लगाया गया बल ४९० न्यूटन है, तो सिलिंडर का क्षेत्रफल कितने वर्ग से.मी. है?",२००,Physics,Physics
408,"जूते पहने किसी महिला का द्रव्यमान ४० किग्रा है, उसके जूते के तले का क्षेत्रफल २०० वर्ग से.मी. और शरीर का क्षेत्रफल १.५ वर्ग मीटर है। यदि महिला लेटी हो तो दाब कितने पास्कल होगा?",२६१.३३,Physics,Physics
409,"जूते पहने किसी महिला का द्रव्यमान ४० किग्रा है, उसके जूते के तले का क्षेत्रफल २०० वर्ग से.मी. और शरीर का क्षेत्रफल १.५ वर्ग मीटर है। यदि महिला दोनों पैरों पर खड़ी हो तो दाब कितने पास्कल होगा?",९८००,Physics,Physics
410,"जूते पहने किसी महिला का द्रव्यमान ४० किग्रा है, उसके जूते के तले का क्षेत्रफल २०० वर्ग से.मी. और शरीर का क्षेत्रफल १.५ वर्ग मीटर है। यदि महिला एक पैर पर खड़ी हो तो दाब कितने पास्कल होगा?",१९६००,Physics,Physics
411,यदि ०.७० घन मीटर आयतन की एक वस्तु का द्रव्यमान १४ किग्रा हो तो इसका घनत्व कितने ग्राम/सी.सी. है?,०.०२,Physics,Physics
412,"एक बेलन के आधार का क्षेत्रफल ०.३० वर्ग मीटर और ऊँचाई ०.२० मीटर है। यदि उस बेलन को भरने के लिए ७५.६ किग्रा ग्लिसरीन की आवश्यकता हो, तो ग्लिसरीन का घनत्व कितने ग्राम/सी.सी. है?",१.२६,Physics,Physics
413,यदि किसी वस्तु का घनत्व १००० किग्रा/घन मीटर और द्रव्यमान २०० किग्रा हो तो आयतन कितने घन मीटर है?,०.२०,Physics,Physics
414,५ घन मीटर पानी का द्रव्यमान कितना है?,५०००,Physics,Physics
415,किसी तालाब के पानी की गहराई १ मीटर है। उसकी तली पर कितने पास्कल दाब लगेगा?,९८००,Physics,Physics
416,"पानी से भरे एक तालाब की लंबाई २५ मीटर, चौड़ाई २० मीटर और गहराई ४ मीटर है। तालाब की तली पर दाब कितने पास्कल है?",३९२००,Physics,Physics
417,किसी स्थान का वायुमंडलीय दाब ९३२९६ पास्कल है। केरोसिन का घनत्व ८०० किग्रा/घन मीटर और बेंजीन का घनत्व ९८० किग्रा/घन मीटर है। पानी के स्तंभ की ऊँचाई कितने मीटर है?,९.५२,Physics,Physics
418,किसी स्थान का वायुमंडलीय दाब ९३२९६ पास्कल है। केरोसिन का घनत्व ८०० किग्रा/घन मीटर और बेंजीन का घनत्व ९८० किग्रा/घन मीटर है। पारे के स्तंभ की ऊँचाई कितने मीटर है?,०.७०,Physics,Physics
419,एक मापन बेलन में ४०० घन से.मी. पानी है। एक वस्तु डुबाने पर पानी का आयतन ५०० घन से.मी. हो गया। उत्प्लावन बल का मान कितना है?,०.९८,Physics,Physics
420,यदि कॉर्क का घनत्व ०.२५ x १०^३ किग्रा/घन मीटर हो तो पानी में तैराने पर कॉर्क का कितना प्रतिशत भाग पानी के नीचे रहेगा?,२५,Physics,Physics
421,"लकड़ी का एक टुकड़ा पानी में तैराने पर उसका कितना प्रतिशत भाग डूबा रहेगा? (लकड़ी का घनत्व ०.४० x १०^३ किग्रा/घन मीटर, पानी का घनत्व १ x १०^३ किग्रा/घन मीटर)",४०,Physics,Physics
422,बल गुणन सिद्धांत पर आधारित किसी हाइड्रोलिक प्रेस में छोटे पिस्टन की तुलना में बड़े पिस्टन का व्यास ८ गुना किया जाए तो बड़े पिस्टन पर कितना गुना बल अनुभव होगा?,६४,Physics,Physics
423,एक नली से जुड़े दो सिलिंडरों में पिस्टन बिना छिद्र के लगे हैं। यदि छोटे पिस्टन की तुलना में बड़े पिस्टन के अनुप्रस्थ काट का क्षेत्रफल १० गुना बड़ा हो तो छोटे पिस्टन पर २ न्यूटन बल लगाने पर बड़े पिस्टन पर कितना ऊर्ध्वमुखी बल अनुभव होगा?,२०,Physics,Physics
424,किसी बंद तरल में बड़े पिस्टन के अनुप्रस्थ काट का क्षेत्रफल छोटे पिस्टन का १० गुना है। छोटे पिस्टन पर २००० पास्कल दाब लगाने पर बड़े पिस्टन पर कितना दाब अनुभव होगा?,२०००,Physics,Physics
425,एक हाइड्रोलिक प्रेस के छोटे और बड़े पिस्टन का क्षेत्रफल क्रमशः १० वर्ग से.मी. और ३५० वर्ग से.मी. है। छोटे पिस्टन पर १०० न्यूटन बल लगाने पर बड़े पिस्टन पर कितना बल प्राप्त होगा?,३५००,Physics,Physics
426,एक हाइड्रोलिक प्रेस के छोटे और बड़े पिस्टन का क्षेत्रफल क्रमशः ५ वर्ग से.मी. और २५ वर्ग से.मी. है। छोटे पिस्टन पर १०० न्यूटन बल लगाने पर बड़े पिस्टन पर कितना बल प्राप्त होगा?,५००,Physics,Physics
427,६ मीटर लंबे और १ वर्ग मि.मी. अनुप्रस्थ काट के क्षेत्रफल वाले एक खड़े तार के सिरे पर २० किग्रा का एक द्रव्यमान लटका दिया गया। तार के पदार्थ का यंग गुणांक २.३५ x १०^११ न्यूटन/मीटर^२ है। तार कितने मि.मी. बढ़ेगा?,५,Physics,Physics
428,एक धातु के गोले पर ३ x १०^६ न्यूटन/मीटर^२ आयतन प्रतिबल लगाने पर आयतन विकृति कितनी होगी? (आयतन गुणांक ४ x १०^६ न्यूटन/मीटर^२),०.७५,Physics,Physics
429,२०० घन मीटर आयतन की एक गोलाकार वस्तु आधी पानी में डूबी तैर रही है। गोले द्वारा हटाए गए पानी का भार कितने न्यूटन है?,०.९८,Physics,Physics
430,२०० घन मीटर आयतन की एक गोलाकार वस्तु आधी पानी में डूबी तैर रही है। गोले का घनत्व कितने किग्रा/घन मीटर है?,५००,Physics,Physics
431,२०० घन मीटर आयतन की एक गोलाकार वस्तु आधी पानी में डूबी तैर रही है। गोले का उत्प्लावन बल कितना है?,०.९८,Physics,Physics
432,"एक तालाब की लंबाई, चौड़ाई और ऊँचाई क्रमशः ३० मीटर, २० मीटर, ३ मीटर है। यदि तालाब आधा भरा हो तो तली के किसी बिंदु पर दाब कितने पास्कल है?",१४७००,Physics,Physics
433,"यदि तापमान का अंतर १ डिग्री सेल्सियस हो, तो केल्विन स्केल पर यह अंतर कितना होगा?",१,Physics,Physics
434,किसी एक दिन का तापमान २५ डिग्री सेल्सियस से ३० डिग्री सेल्सियस हो गया। फ़ारेनहाइट स्केल पर तापमान की वृद्धि कितनी होगी?,९,Physics,Physics
435,५ डिग्री सेल्सियस फ़ारेनहाइट स्केल पर कितना होगा?,४१,Physics,Physics
436,४० डिग्री सेल्सियस तापमान कितने फ़ारेनहाइट के बराबर है?,१०४,Physics,Physics
437,५० डिग्री फ़ारेनहाइट कितने डिग्री सेल्सियस के बराबर है?,१०,Physics,Physics
438,यदि किसी वस्तु का तापमान २७७ केल्विन हो तो फ़ारेनहाइट स्केल पर इसका मान कितना है?,३९.२०,Physics,Physics
439,किस तापमान पर फ़ारेनहाइट स्केल का पाठ्यांक सेल्सियस स्केल के पाठ्यांक का दोगुना होता है?,३२०,Physics,Physics
440,यदि ६० डिग्री सेल्सियस तापमान पर एक इस्पात की बीम की लंबाई २० मीटर हो तो १०० डिग्री सेल्सियस तापमान पर इसकी लंबाई में वृद्धि कितने मीटर होगी? इस्पात का रेखीय प्रसार गुणांक ११.६ x १०^-६ /केल्विन है।,०.९२,Physics,Physics
441,"एक ताँबे की छड़ का तापमान १०० डिग्री सेल्सियस बढ़ाने पर यदि इसकी अंतिम लंबाई १०.०१६७ मीटर हो, तो छड़ की प्रारंभिक लंबाई कितने मीटर थी?",१०,Physics,Physics
442,२५ डिग्री सेल्सियस तापमान और १२ x १०^३ न्यूटन/मीटर^२ दाब पर २ मोल गैस का आयतन कितना है? (गैस स्थिरांक का मान ८.३१४),०.४१,Physics,Physics
443,एक बंद बर्तन में ०.२५ घन मीटर आयतन की गैस रखी है। गैस का दाब २७ x १०^३ पास्कल और तापमान ४० डिग्री सेल्सियस है। गैस की मात्रा ज्ञात कीजिए। (गैस स्थिरांक का मान ८.३१४),२.६,Physics,Physics
444,१०० ग्राम पानी का तापमान ३० डिग्री सेल्सियस से ३५ डिग्री सेल्सियस तक बढ़ाने के लिए कितनी ऊष्मा की आवश्यकता है?,२१००,Physics,Physics
445,२०० ग्राम पानी का तापमान २० डिग्री सेल्सियस से ३० डिग्री सेल्सियस तक बढ़ाने के लिए कितनी ऊष्मा की आवश्यकता है?,८४००,Physics,Physics
446,१० किग्रा द्रव्यमान के पानी का तापमान १ केल्विन बढ़ाने के लिए कितनी ऊष्मा लगेगी?,४२०००,Physics,Physics
447,५ x १०^-२ द्रव्यमान की किसी वस्तु का तापमान २० डिग्री सेल्सियस से १०० डिग्री सेल्सियस तक बढ़ाने के लिए १५२० जूल ऊष्मा लगती है। वस्तु की विशिष्ट ऊष्मा कितनी है?,३८०,Physics,Physics
448,१ किग्रा बर्फ का तापमान १ केल्विन बढ़ाने के लिए कितनी ऊष्मा लगेगी?,२१००,Physics,Physics
449,यदि बर्तन में रखे कुछ पानी की ऊष्मा धारण क्षमता ६०९० जूल/केल्विन हो तो पानी का द्रव्यमान कितने किग्रा है?,१.४५,Physics,Physics
450,यदि ५ किग्रा द्रव्यमान की वस्तु की ऊष्मा धारण क्षमता ६१५० जूल/केल्विन हो तो उसकी विशिष्ट ऊष्मा कितनी है?,१२३०,Physics,Physics
451,यदि चाँदी की विशिष्ट ऊष्मा २३० जूल/किग्रा/केल्विन हो तो ५ किग्रा चाँदी की ऊष्मा धारण क्षमता कितनी है?,११५०,Physics,Physics
452,"यदि १० किग्रा द्रव्यमान की एक वस्तु की ऊष्मा धारण क्षमता ४००० जूल/केल्विन हो, तो वस्तु की विशिष्ट ऊष्मा कितनी है?",४००,Physics,Physics
453,यदि ताँबे की विशिष्ट ऊष्मा ४०० जूल/किग्रा/केल्विन हो तो ५ किग्रा ताँबे की ऊष्मा धारण क्षमता कितनी है?,२०००,Physics,Physics
454,५ किग्रा पानी में ०.५ किग्रा बर्फ रखी गई। यदि बर्फ ७६९ किलोजूल ऊष्मा छोड़े तो पानी द्वारा ग्रहण की गई ऊष्मा कितने किलोजूल है?,७६९,Physics,Physics
455,"३० डिग्री सेल्सियस तापमान के १५० ग्राम पानी में ७५ डिग्री सेल्सियस की लोहे की छड़ डुबाई गई और अंतिम तापमान ५६ डिग्री सेल्सियस हुआ। पानी की विशिष्ट ऊष्मा ४२०० जूल/किग्रा/केल्विन, लोहे की विशिष्ट ऊष्मा और घनत्व क्रमशः ४५० जूल/किग्रा/केल्विन और ७८०० किग्रा/घन मीटर है। पानी द्वारा ग्रहण की गई ऊष्मा कितने जूल है?",१६३८०,Physics,Physics
456,"रेल की पटरी पर ट्रेन गुज़रने से तापमान का अंतर ३५ डिग्री सेल्सियस हो जाता है, लोहे का रेखीय प्रसार गुणांक ३४.८ x १०^-६ /केल्विन है। गर्म होने के फलस्वरूप १०० मीटर लंबी रेल की पटरी की लंबाई कितने से.मी. बढ़ जाती है?",१२.१८,Physics,Physics
457,०.१ मीटर लंबे एक धागे से १० ग्राम द्रव्यमान की एक घड़ी लटका दी जाए तो द्रव्यमान का दोलनकाल कितना होगा?,०.६३,Physics,Physics
458,यदि आवर्तकाल ५ सेकंड हो तो आवृत्ति कितनी है?,०.२,Physics,Physics
459,यदि कोई वस्तु ५ सेकंड में १० पूर्ण कंपन पूरे करे तो आवृत्ति कितनी होगी?,२०,Physics,Physics
460,लगातार दो तरंग शीर्षों की दूरी २ से.मी. है। एक तरंग शीर्ष से अगले तरंग गर्त की दूरी कितने से.मी. है?,१,Physics,Physics
461,३०० हर्ट्ज़ आवृत्ति पर कंपित किसी रेडियो स्पीकर से उत्पन्न ध्वनि तरंग की तरंगदैर्ध्य वायु में १.१५ मीटर हो तो वायु में ध्वनि तरंग का वेग कितना है?,३४५,Physics,Physics
462,दो किलो हर्ट्ज़ आवृत्ति वाली ध्वनि लोहे के पाइप में ५१३० मी./से. के वेग से संचरित हो तो उक्त ध्वनि की तरंगदैर्ध्य कितनी है?,२.५७,Physics,Physics
463,आकाशवाणी दिल्ली मीडियम वेव पर ६३० किलो हर्ट्ज़ पर कार्यक्रम प्रसारित करता है। यदि रेडियो तरंग का वेग ३ x १०^८ मी./से. हो तो तरंगदैर्ध्य कितनी होगी?,४७६.१९,Physics,Physics
464,यदि ध्वनि का वेग ३४० मी./से. हो तो २० सेंटीमीटर तरंगदैर्ध्य वाली वस्तु की आवृत्ति कितनी है?,१७००,Physics,Physics
465,हवा में ध्वनि का वेग ३५० मी./से. है। यदि एक ध्वनि तरंग की तरंगदैर्ध्य ३५ सेंटीमीटर हो तो इसकी आवृत्ति कितनी होगी?,१०००,Physics,Physics
466,यदि एक ध्वनि का आवर्तकाल ५.८ x १०^-४ सेकंड और ध्वनि का वेग ३२० मी./से. हो तो तरंगदैर्ध्य कितने मीटर है?,०.१८,Physics,Physics
467,३० डिग्री सेल्सियस तापमान पर किसी स्थान से ध्वनि करने पर ०.१२ सेकंड बाद ध्वनि की प्रतिध्वनि सुनाई देती है। ध्वनि के स्रोत से परावर्तक सतह की दूरी कितनी है?,२०.८५,Physics,Physics
468,५ मोल नाइट्रोजन डाइऑक्साइड का आणविक भार कितना है?,२३०,Chemistry,Chemistry
