Q No.,Question,Answer,option1,option2
211,লিসা দুটি মডেলের রকেট নিয়ে খেলছিল। তিনি একই সময়ে রকেট দুটি আঁকাশে নিক্ষেপ করলে ৩০ সেকেন্ড পরে কালোটি মাটি থেকে ৪৫ মিটার উপরে এবং লালটি মাটি থেকে ৩১ মিটার উপরে ছিল। কোনটির গতি বেশি ছিল?,Option 2,লালটা,কালোটা
212,রোজ স্কিইং করছে। তিনি একটি কর্দমাক্ত পাহাড়ের নিচে এবং তারপর একটি তুষারময় পাহাড়ের নিচে স্কি করেন। রোজ লক্ষ্য করেছেন যে তিনি ৪৮ মিনিটের মধ্যে তুষারময় পাহাড় এবং ৩৫ মিনিটে কর্দমাক্ত পাহাড়ে নেমেছেন এবং উভয় পাহাড়ই প্রায় একই আকারের। বরফের পাহাড়ে কেমন ঘর্ষণ ছিল?,Option 1,বেশী ঘর্ষণ,কম ঘর্ষণ
213,একটি বাজপাখি তার খাদ্য পেতে ৬ মিলিসেকেন্ড সময় নেয় এবং একটি শ্লথ ১২ সেকেন্ড সময় নেয়। কেন?,Option 1,বাজপাখি শ্লথের চেয়ে দ্রুত,বাজপাখি শ্লথের চেয়ে ধীর
214,একটি ইস্পাতের বলের ভর ৪ কেজি এবং একটি নুড়ির ভর ০.৮ কেজি। কোন বস্তুর বেশী শক্তিশালী মহাকর্ষীয় ক্ষেত্র আছে?,Option 1,ইস্পাতের বল,নুড়ি
215,একজন সাঁতারু ০.৫ ঘন্টায় একটি হ্রদ অতিক্রম করে এবং ৩ মিনিটের মধ্যে ভেজা কাদা অতিক্রম করে কারণ _____ বেশী মসৃণ।,Option 2,হ্রদ,ভিজা কাদা
216,"মহসিন এবং মুসা ঠিক একই সময়ে, অর্থাৎ দুপুর ১২ টায় বারটি ছেড়েছিলেন এবং একই গতিতে গাড়ি চালান। মহসিন কয়েক ঘন্টা গাড়ি চালিয়ে রাত ১২ টায় থামে যেখানে মুসা রাত ১০ টায় থামে। কে সবচেয়ে বেশি দূরত্ব ভ্রমণ করেছে?",Option 2,মুসা,মহসিন
217,জিম ৪ মি/সেকেন্ড বেগে দৌড়াতে পারত এবং তার বোন জেন ২ মি/সেকেন্ড বেগে দৌড়াতে পারত। একটি বিপজ্জনক ভাইরাসের বিস্তার বন্ধ করার জন্য তাদের পরবর্তী শহরে কিছু জরুরি ভ্যাকসিন সরবরাহ করতে হয়েছিল। স্বল্প সময়ে সেখানে পৌঁছানোর জন্য টিকা নিয়ে কাকে যাওয়া উচিত?,Option 1,জিম,জেন
218,একটি ট্যাঙ্কের ওজন প্রায় ৭০ টন। একটি খেলনা গাড়ির ওজন ০.০০০৪৪ টন। এই কারনে?,Option 2,ট্যাঙ্কটি খেলনা গাড়ির চেয়ে দ্রুত গতি পাবে,খেলনা গাড়িটি ট্যাঙ্কের চেয়ে দ্রুত গতি পাবে
219,মেরির স্কেটবোর্ড ৬ মি/সেকেন্ড গতিতে চলে যখন সে একটি ভেজা স্কেটপার্কে স্কেটিং করে যখন সে শুকনো স্কেটপার্কে স্কেট করে তখন ৭৮৯ সেমি/সেকেন্ডের তুলনায়। কোথায় তার স্কেটবোর্ড বেশী গরম হয়ে যায়?,Option 1,ভেজা স্কেটপার্ক,শুকনো স্কেটপার্ক
220,একটি বিড়াল নদীর মধ্য দিয়ে ৫ মি/সেকেন্ড এবং জঙ্গলের মধ্য দিয়ে ৯.৮৯ মি/সেকেন্ড গতিতে চলে। এর মানে বিড়াল কম বাধা পায়?,Option 1,জঙ্গল,নদী
221,শেরি তার বলকে দুই লেনের নিচে নিয়ে যায়। বলটি লাল লেনে ৩২ মি/সে গতিতে এবং সবুজ লেনে ২৭ মি/সে গতিতে চলে। বলের গতি লাল লেনে কেনো বেশী?,Option 2,বেশী ঘর্ষণ,কম ঘর্ষণ।
222,মার্ক লক্ষ্য করেছেন যে তিনি তার লন ডার্টকে গড়ে প্রায় ১৭ মিটার নরম ময়লা এবং ১২ মিটার বালিতে টানতে পারেন। এর মানে হল যে _____ বেশী মসৃণ?,Option 1,নরম ময়লা,বালি
223,একটি বিলিয়ার্ড বলের ভর ১৮ আউন্স এবং বাস্কেটবলের ভর ০.১৭ কেজি। কোন বলের মাধ্যাকর্ষণ ক্ষেত্র বেশি?,Option 1,বিলিয়ার্ড বলের,বাস্কেটবলের
224,"একটি রেস কার এবং একটি পিকআপ উভয়ই একই গতিতে হাইওয়েতে চলেছিল। রেস কারের চালক ক্লান্ত হয়ে ৫ মিনিট পরে পার্ক করে, যখন পিকআপের চালক ১০ মিনিট ধরে চলছিলো। কোন যানটি শেষ পর্যন্ত বেশি দূরত্ব অতিক্রম করেছে?",Option 2,রেস গাড়ী,পিকআপ
225,একটি বিড়াল নদীর মধ্য দিয়ে ৩ মিটার/সেকেন্ড বেগে এবং জঙ্গলের মধ্য দিয়ে ঘণ্টায় ২২ মাইল বেগে চলে। এর মানে বিড়াল কম বাধা পায়?,Option 2,নদী,জঙ্গল
226,"ইয়ান এবং অ্যাভেরি একই স্টেশন থেকে ট্রেন ধরছে। ইয়ানের ট্রেন লাল, এবং চল্লিশ মাইল দূরে একটি গন্তব্যে ৮ মাইল প্রতি ঘন্টা যাচ্ছে। অ্যাভেরি এর ট্রেন সবুজ এবং চল্লিশ মাইল দূরে একটি গন্তব্যে ১৪ মাইল প্রতি ঘন্টা যাচ্ছে।কোন ট্রেনটি ধীরগতির হয়?",Option 1,লাল,সবুজ
227,একটি বাদামী ইঁদুর এবং একটি কালো ইঁদুর প্রত্যেকে ৫০ ফুট সুড়ঙ্গের মধ্য দিয়ে যত দ্রুত সম্ভব ছুটে যায়। কালো ইঁদুর ১৮০ মিনিটে অন্য প্রান্তে এবং বাদামী ইঁদুর ৫ ঘন্টার মধ্যে চলে যায়। কোন ইঁদুর বেশী দ্রুত দৌড়াতে পারে না?,Option 1,বাদামী ইঁদুর,কালো ইঁদুর
228,এফ-১৬ এর ওজন সাধারণত ৩৪৭৮৬ পাউন্ড এবং জাম্বো জেটের ওজন ৪৩৯৯৮৭ কেজি। তাই এফ-১৬ ছিল?,Option 2,ধীর গতিশীল,দ্রুত গতিশীল
229,কেভিন নিউইয়র্ক থেকে শিকাগোতে ১৯ঃ১০ ঘন্টায় একটি প্লেন নিয়েছিলেন এবং এস্টার বিকাল ৩:৪৫ এ নিউইয়র্ক থেকে লস এঞ্জেলস যাওয়ার একটি বিমান নিয়েছিলেন। তারা উভয়ই একই ধরণের বিমান থেকে ভ্রমণ করছে তাই তাদের ভ্রমণের গতি একই। দুজনেই একই সাথে তাদের গন্তব্যে পৌঁছে গেল। কে বেশী ভ্রমণ করেছেন?,Option 2,কেভিন,এস্টার
230,"এমিলি ছাদে একটি কলা ছুঁড়ে ফেলে এবং ছাদে এটি ১৫ মিমি এর জন্য পিছলে যায়, কিন্তু যখন সে এটি স্লাইডে ছুড়ে দেয়, তখন এটি ৩ সেমি পিছলে যায়। কোথায় কম ঘর্ষণ ছিল?",Option 2,ছাদ,স্লাইড
231,একটি লাল ইঁদুর এবং একটি কালো ইঁদুর প্রত্যেকে হাইস্কুল থেকে হাসপাতালের দিকে দৌড়ায়। লাল ইঁদুর ৪ মিটার/সেকেন্ড বেগে দৌড়ায় এবং কালো ইঁদুর ২ মি/সেকেন্ড বেগে চলে। হাসপাতালে পৌছাতে কে বেশি সময় নিলো?,Option 2,লাল ইঁদুর,কালো ইঁদুর
232,"শেপ এবং ক্রিস একই রাস্তায় গাড়ি চালাচ্ছে এবং একই গতিতে যাচ্ছে। যাইহোক, শেপ ১২০ সেকেন্ডের জন্য ভ্রমণ করেছে এবং ক্রিস ১ মিনিটের জন্য ভ্রমণ করেছে। ফলে?",Option 1,শেপ ক্রিসের চেয়ে আরও বেশি ভ্রমণ করেছে,শেপ ক্রিসের চেয়ে বেশি ভ্রমণ করেনি
233,একটি ছোট ছেলে হলওয়ের নিচে তার দুটি রাবারের বল গড়িয়েছে। লাল বল ৮ সেকেন্ড পর থামল। নীলটি ৯ সেকেন্ড পরে থামল। কোনটি বেশী দূরে গেলো?,Option 2,লাল বল,নীল বল
234,একটি বাদামী ইঁদুর এবং একটি কালো ইঁদুর প্রত্যেকে ৫০ ফুট সুড়ঙ্গের মধ্য দিয়ে যত দ্রুত সম্ভব ছুটে যায়। কালো ইঁদুরটি ১৮ সেকেন্ডে অন্য প্রান্তে এবং বাদামী ইঁদুরটি ৪৫ সেকেন্ডে সুড়ঙ্গের মধ্য দিয়ে গিয়েছিল। কোন ইঁদুরটি বেশী দ্রুত দৌড়াতে পারে না?,Option 1,বাদামী মাউস,কালো মাউস
235,মিস্টার বিগসবি একটি বেসবলকে দুটি ভিন্ন পাহাড়ের নিচে নামিয়েছেন। প্রথম পাহাড়টি পাথরের স্তূপ এবং দ্বিতীয় পাহাড়টি টাটকা সিমেন্টের। মিস্টার বিগসবি লক্ষ্য করেছেন যে বেসবল টাটকা সিমেন্টের নিচে ৪.১ মাইল এবং পাথরের স্তূপ থেকে ১.২ মাইল নীচে ভ্রমণ করে। এর কারণ কি টাটকা সিমেন্ট?,Option 2,রুক্ষ,মসৃণ
236,একজন সাঁতারু ১ মিনিটে একটি হ্রদ অতিক্রম করে এবং ৩ মিনিটে ভেজা কাদা অতিক্রম করে কারণ _____ বেশী মসৃণ?,Option 1,হ্রদ,ভিজা কাদা
237,জিম্বো জানে যে তার মার্বেলের ভর ২ গ্রাম এবং পাথরের ভর ৮ গ্রাম। এর মানে?,Option 2,মার্বেলের মাধ্যাকর্ষণ বল বেশী,পাথরের মাধ্যাকর্ষণ বল বেশী
238,একটি খেলনা ট্যাঙ্কের ওজন ৪০০ গ্রাম। একটি খেলনা গাড়ির ওজন ৬০০ গ্রাম। এই কারনে?,Option 1,ট্যাঙ্কটি খেলনা গাড়ির চেয়ে দ্রুত গতি পাবে,খেলনা গাড়িটি ট্যাঙ্কের চেয়ে দ্রুত গতি পাবে
239,একটি শহরের ফায়ার চিফ লক্ষ্য করেছেন যে তার ফায়ার ইঞ্জিন জনাকীর্ণ রাস্তায় ৭ কিমি ঘন্টা এবং একটি খোলা রাস্তায় ১০ কিমি ঘন্টা গতিতে যেতে পারে। তিনি এই তথ্য ব্যবহার থেকে বুঝলেন যে _____ বেশী মসৃণ?,Option 2,জনাকীর্ণ রাস্তা,খোলা রাস্তা
240,একজন সাঁতারু ১২ মিনিটে একটি হ্রদ অতিক্রম করে এবং ৩১ মিনিটে ভেজা কাদা অতিক্রম করে কারণ _____ বেশী মসৃণ?,Option 1,হ্রদ,ভিজা কাদা
241,"জেসন খালি পায়ে স্লাইড থেকে নেমে যাওয়ার চেষ্টা করেছিল কিন্তু নিজেকে থামানোর জন্য পা নামিয়ে রেখেছিল তাই সে প্রতি ঘণ্টায় ২৩ মাইল বেগে গিয়েছিল। তিনি যখন মোজা পরে যান, তিনি প্রতি সেকেন্ডে ৪৫ ফুট গতিতে যান। এই মোজা পড়ার কারণ কি?",Option 1,কম ঘর্ষণ,বেশী ঘর্ষণ
242,"ইয়ান এবং অ্যাভেরি একই স্টেশন থেকে ট্রেন ধরছে। ইয়ানের ট্রেন লাল, এবং চল্লিশ মাইল দূরে একটি গন্তব্যে ১০ মাইল প্রতি ঘন্টা যাচ্ছে। অ্যাভেরি এর ট্রেন সবুজ এবং ৩০ মাইল প্রতি ঘন্টায় চল্লিশ মাইল দূরে একটি গন্তব্যে যাচ্ছে। ট্রেন যে ধীরগতির হয়?",Option 1,লাল,সবুজ
243,"একটি কাউবয় এবং একটি হিপ্পি উভয়ই সান ফ্রান্সিসকোতে হাঁটছিল, এবং তারা একই উচ্চতা হওয়ায় একই গতিতে হাঁটছিল। যাইহোক, কাউবয় ভোরবেলা উঠেছিল এবং রাত ২ টায় হাঁটা শুরু করেছিল যেখানে হিপ্পি সকাল ৬ টায় শুরু হয়েছিল। এখন রাত ১২টা, তবে?",Option 2,কাউবয় কম দূরত্ব ভ্রমণ করেছে,হিপ্পি কম দূরত্ব ভ্রমণ করেছে
244,"ময়লার উপর একটি মার্বেল ঘূর্ণায়মান ১৪ নিউটন প্রতিরোধের সৃষ্টি করে, যেখানে বালির উপর এটি ঘূর্ণায়মান ৪৭ নিউটন প্রতিরোধের সৃষ্টি করে। এর মানে মার্বেল কোথায় বেশি দূর যেতে পারবে?",Option 2,বালি,ময়লা
245,যদি একজন স্কেটার রাস্তায় প্রতি মিনিটে ৪২০ মিটার গতিতে এবং একটি স্কেট পার্কে ৬ মিটার/সেকেন্ড গতিতে রাইড করে তাহলে এর মানে হল যে _____ টি বেশী মসৃণ?,Option 2,স্কেট পার্ক,রাস্তা
246,মেরির স্কেটবোর্ড ২ মি/সেকেন্ড গতিতে চলে যখন সে একটি ভেজা স্কেটপার্কে স্কেটিং করে আর যখন সে শুকনো স্কেটপার্কে স্কেট করে তখন ৬ মি/সেকেন্ড। এর মানে তার স্কেটবোর্ড বেশী গরম হয়ে যায় কোথায়?,Option 1,ভেজা স্কেটপার্ক,শুকনো স্কেটপার্ক
247,আগাছার মধ্য দিয়ে গড়িয়ে যাওয়ার সময় মেরির ওয়াগন গরম হয় ৩৭ ডিগ্রি সেলসিয়াস তাপমাত্রায় এবং নুড়ির মধ্য দিয়ে গড়িয়ে যাওয়ার সময় ১১১.৩ ডিগ্রি ফারেনহাইট। এর মানে তার ওয়াগন ধীর গতিতে যেতে বাধ্য হয়?,Option 2,আগাছা,নুড়ি
248,মহসিন একটি লণ্ঠন থেকে ৪০ সেমি এবং একটি রাস্তার আলো থেকে ৮৯ সেমি দূরত্বে দাঁড়িয়ে আছে। কোন আলোর উৎস তার কাছে উজ্জ্বল মনে হয়?,Option 1,লণ্ঠন,রাস্তার আলো
249,"ডায়ানা এবং ডেভ একই স্টেশনে ওঠার পর একই ট্রেনে চড়েছেন। যদি ডায়ানা ৭৫ মিনিটের পরে ট্রেন থেকে নেমে যায় এবং ডেভ ৮৮ মিনিটের জন্য ভ্রমণ করে এবং তারপরে নেমে যায়, তাহলে কে কম দূরত্ব ভ্রমণ করেছিল?",Option 1,ডায়ানা,ডেভ।
250,"একটি ক্যাপিবারা ২০ মিটার/সেকেন্ড গতিতে চলে এবং একটি অ্যান্টিয়েটার ১১৭ মি/সেকেন্ড গতিতে চলে। যদি উভয় প্রাণীই একই যাত্রা করে, তবে কোনটি সেখানে তাড়াতাড়ি পৌঁছাবে?",Option 2,ক্যাপিবারা,অ্যান্টিয়েটার
251," একজন ভলিবল খেলোয়াড় জিমের মেঝেতে ১.২ মিটার লাফ দিয়েছিলেন, কিন্তু সাগরের তীরে বালির চেয়ে ৮ সেমি বেশী লাফ দিয়েছিলেন। কারণ এটি ছিল?",Option 2,বেশী প্রতিরোধী,কম প্রতিরোধী
252,"মহসিন এবং মুসা ঠিক একই সময়ে, অর্থাৎ দুপুর ১২ টায় বারটি ছেড়েছিলেন এবং একই গতিতে গাড়ি চালান। মহসিন কয়েক ঘন্টা গাড়ি চালিয়ে রাত ৮ টায় থামে যেখানে মুসা রাত ২ টায় থামে। কে সবচেয়ে বেশি দূরত্ব ভ্রমণ করেছে?",Option 1,মুসা,মহসিন
253,"কচ্ছপের ঝাঁক পুকুরে ১ সেকেন্ডে ২০ সেন্টিমিটার ভ্রমণ করে, যখন এটি সমুদ্রে ২ সেকেন্ডে ৮ মিটার ভ্রমণ করে কোনটি বেশী মসৃণ?",Option 2,পুকুর,সাগর
254,টিনা তার দুটি কুকুরের দৌড় দিচ্ছে। গ্রেহাউন্ডের ওজন ৮৮ পাউন্ড এবং তার রটওয়েলারের ওজন ৭৯ পাউন্ড। কোনটি বেশী দ্রুত যেতে পারবে?,Option 1,রটওয়েলার,গ্রেহাউন্ড
255,মার্ক লক্ষ্য করেছেন যে তিনি তার লন ডার্ট গড়ে প্রায় ৮২৬.৭৭২ ইঞ্চি নরম ময়লা এবং ১৬ মিটার বালিতে ফেলতে পারেন। এর মানে কোনটি অধিক মসৃণ?,Option 1,নরম ময়লা,বালি
256,"ময়লার উপর একটি ঘূর্ণায়মান মার্বেল ৫ নিউটন প্রতিরোধের সৃষ্টি করে, যেখানে বালির উপর এটি ১৭ নিউটন প্রতিরোধের সৃষ্টি করে। মার্বেল কোথায় বেশি দূর যেতে পারবে?",Option 2,বালি,ময়লা
257,একটি চিতা ঘন্টায় ৩৪ মাইল বেগে দৌড়ায় আর কুকুর ঘন্টায় ১২ মাইল বেগে দৌড়ায়। তাই চিতার কেমন সময় লাগবে?,Option 1,কম সময়,বেশী সময়
258,একটি সেডানের ওজন ৪০০০০ পাউন্ড এবং একটি আবর্জনা ট্রাক যার ওজন ৫৭৮৯ পাউন্ড একটি ট্রাফিক লাইট সবুজ হয়ে গেলে উভয় গাড়ির বেগ প্রতি ঘণ্টায় ৫০ মাইল পর্যন্ত পৌঁছায়। কোন গাড়ি সহজে প্রতিযোগতায় জিতবে?,Option 2,সেডান,আবর্জনার ট্রাক
259,মার্ক লক্ষ্য করেছেন যে তিনি তার লন ডার্টকে গড়ে প্রায় ২৩ মিটার নরম ময়লা এবং ১৯ মিটার বালিতে ফেলতে পারেন। এর মানে হল যে _____ বেশী রুক্ষ?,Option 2,নরম ময়লা,বালি
260,একটি বাজপাখি তার খাদ্য পেতে ৫ সেকেন্ড সময় নেয় এবং একটি শ্লথ ১৫ সেকেন্ড সময় নেয়। কেন?,Option 1,বাজপাখি শ্লথের চেয়ে দ্রুত,বাজপাখি শ্লথের চেয়ে ধীর
261,জেসন লক্ষ্য করেছেন যে তার এটিভি বরফের উপর ২৯.২০৪৪ মাইল/ঘন্টা গতিতে এবং বালিতে ৩৪ কিমি/ঘন্টা গতিতে চলে। বরফের চেয়ে বালি_____?,Option 1,বেশী প্রতিরোধী,কম প্রতিরোধী
262,"সারা এবং জেনি দুজনেই যদি একই গতিতে দৌড়ায়, সারাহ ৭৮ মিনিট দৌড়ায় এবং জেনি সারার চেয়ে ২৭ মিনিট দৌড়ায়, তাহলে কে বেশি দূর ভ্রমণ করেছে?",Option 1,সারাহ,জেনি
263,খালি সিমেন্ট ট্রাকের ওজন প্রায় ৮০০০ পাউন্ড। পরে ট্রাকে ৫ কেজি ওজনের ৫ ব্যাগ সিমেন্ট রাখা হয়। এটি বেশী _____ চলে যখন সিমেন্টের ব্যাগ ছাড়াই চলছিল?,Option 1,দ্রুত,ধীর
264,"মহসিন এবং মুসা ঠিক একই সময়ে, অর্থাৎ দুপুর ১২ টায় বারটি ছেড়েছিলেন এবং একই গতিতে গাড়ি চালান। মহসিন কয়েক ঘন্টা গাড়ি চালিয়ে রাত ৮ টায় থামে যেখানে মুসা ৭ টায় থামে। কে সবচেয়ে বেশি দূরত্ব ভ্রমণ করেছে?",Option 2,মুসা,মহসিন
265,একটি ট্রেন শহরের ট্র্যাকে ১৫৪ কিমি/ঘন্টা এবং গ্রামের ট্র্যাকে ২৯৮ কিমি/ঘন্টা বেগে চলে। কোথায় ট্রেনের ট্র্যাক বেশী গরম হয়?,Option 1,শহরের ট্র্যাক,গ্রামের ট্র্যাক
266,কেভিন নিউইয়র্ক থেকে শিকাগোতে ১৯ঃ১০ ঘন্টায় একটি প্লেন নিয়েছিলেন এবং এস্টার ১৪ঃ৩০ এ নিউইয়র্ক থেকে লস এঞ্জেলস যাওয়ার একটি বিমান নিয়েছিলেন। তারা উভয়ই একই ধরণের বিমান থেকে ভ্রমণ করছে তাই তাদের ভ্রমণের গতি একই। দুজনেই একই সাথে তাদের গন্তব্যে পৌঁছে গেল। কে বেশী ভ্রমণ করেছেন?,Option 2,কেভিন,ইস্টার
267,"কেট সিনেমায় আছে এবং ঘটনাক্রমে তার কাপ মেঝেতে ফেলে দেয়। কাপটি কংক্রিটের মেঝে দিয়ে ৩ সেকেন্ডের মধ্যে গড়িয়ে যায় যা ২৫ সেন্টিমিটার দীর্ঘ, কিন্তু এটি কার্পেটেড মেঝেতে আঘাত করার পরে ৩ সেকেন্ড সেকেন্ডে ০.১৮ মিটার যায়। কাপটি কংক্রিটের মেঝেতে দ্রুত ছিল কারণ কংক্রিটের মেঝে ছিল?",Option 2,বেশী ঘর্ষণ,কম ঘর্ষণ।
268,দুই দম্পতি তাদের প্রতিটি গাড়িতে তাদের মুদি মাল বোঝাই করে। প্রতিটি গাড়িতে একটি করে ঘোড়া তা টানছে এবং তারা সমান শক্তিশালী। প্রথম ঘোড়াকে ১০০ পাউন্ড খাবার বহন করতে হবে এবং দ্বিতীয় ঘোড়াকে ৯০ পাউন্ড খাবার বহন করতে হবে। কোনটি ধীর হবে?,Option 1,প্রথম ঘোড়া,দ্বিতীয় ঘোড়া
269,রড তার কুকুরের কাছে একটি বল ঘুরিয়ে দিচ্ছিল। তিনি সিমেন্টের উপর ১২ মিটার দূরত্ব এবং ঘাসের উপর ১০ মিটার দূরত্বে বলটি রোল করতে সক্ষম হন। এর কারণ কি সিমেন্ট?,Option 2,রুক্ষ,মসৃণ
270,দুই দম্পতি তাদের প্রতিটি গাড়িতে তাদের মুদি মাল বোঝাই করে। প্রতিটি গাড়িতে একটি করে ঘোড়া তা টানছে এবং তারা সমান শক্তিশালী। প্রথম ঘোড়াকে ৯৮ পাউন্ড খাবার বহন করতে হবে এবং দ্বিতীয় ঘোড়াকে ৩৪ কেজি খাবার বহন করতে হবে। কোনটি ধীর হবে?,Option 1,ঘোড়া এক,ঘোড়া ২
271,একটি খেলনা ট্যাঙ্কের ওজন ১.২ কেজি। একটি খেলনা গাড়ির ওজন ৬০০ গ্রাম। এই কারনে?,Option 2,ট্যাঙ্কটি খেলনা গাড়ির চেয়ে দ্রুত গতি পাবে,খেলনা গাড়িটি ট্যাঙ্কের চেয়ে দ্রুত গতি পাবে
272,"ময়লার উপর একটি ঘূর্ণায়মান মার্বেল বালির তুলনায় ৫ নিউটন প্রতিরোধ ক্ষমতা তৈরি করে, বালির উপর এটি ৭৩ নিউটন প্রতিরোধের সৃষ্টি করে। মার্বেল কোথায় বেশি যেতে পারবে?",Option 1,বালি,ময়লা
273,শেরি তার বলকে দুই লেনের নিচে নিয়ে যায়। বলটি লাল লেনে ১৬৭৮ সেমি/সেকেন্ড গতিতে এবং সবুজ লেনে ১৪.৬৮৯০ মি/সেকেন্ড গতিতে চলে। সবুজ লেনে বল ধীরগতির হয় বলে?,Option 1,বেশী ঘর্ষণ,কম ঘর্ষণ
274,"যদি একটি গাড়ি এবং একটি পিকআপ উভয়ই ৬০ মাইল প্রতি ঘণ্টা গতিতে ভ্রমণ করে, কিন্তু গাড়িটি ২.২ ঘন্টা পরে থামে যেখানে পিকআপটি গাড়ির ৩০ মিনিট আগে থামে, যা কম দূরত্ব অতিক্রম করেছে?",Option 2,গাড়ী,পিকআপ
275,লিন্ডা এবং মেলিন্ডা একটি হ্রদ জুড়ে কায়াক করার সিদ্ধান্ত নিয়েছে। লিন্ডা এটি ৪০০০ মিলিসেকেন্ডে লেক জুড়ে এবং মেলিন্ডা ২ সেকেন্ডে এটি করেছিলেন। তাদের মধ্যে কে অন্যের মতো দ্রুত যায় নি?,Option 1,লিন্ডা,মেলিন্ডা
276,মেরির স্কেটবোর্ড ১১ মি/সেকেন্ড গতিতে চলে যখন সে একটি ভেজা স্কেটপার্কে স্কেটিং করে আর যখন সে শুকনো স্কেটপার্কে স্কেট করে তখন ২৯ মি/সেকেন্ডে চলে। এর মানে তার স্কেটবোর্ড গরম হয়ে যায় যখন সে এটাতে চড়ে?,Option 1,ভেজা স্কেটপার্ক,শুকনো স্কেটপার্ক
277,জ্যাসপার তার ভাগ্নেকে নিয়ে যাচ্ছে পার্কে। তারপর তার ভাগ্নির পালা। তার ভাগ্নির পাঁচ বছরের বড় এবং তার ওজন ৩৯ কেজি যেখানে তার ভাগ্নের ওজন ২২ কেজি। কার মাধ্যাকর্ষণ টান কম?,Option 2,ভাগ্নি,ভাগ্নে
278,"গাড়ি চালিয়ে, মেরি জানতে পেরেছিলেন যে জঙ্গলের ঘর্ষণ সহগ ০.৭, যেখানে রাস্তার ০.১ রয়েছে। গাড়ি কোথায় দ্রুত চলে?",Option 2,জঙ্গল,রাস্তায়
279,রড তার কুকুরের কাছে একটি বল ঘুরিয়ে দিচ্ছিল। তিনি সিমেন্টের উপর ৫ মিটার দূরত্ব এবং ঘাসের উপর ২ মিটার দূরত্বে বলটি রোল করতে সক্ষম হন। এর কারণ কি সিমেন্ট?,Option 2,রুক্ষ,মসৃণ
280,একটি স্টিলের বলের কিছু অংশের ভর ৪০০ গ্রাম এবং একটি নুড়ির ভর ৬০০ গ্রাম। কোন বস্তুর একটি শক্তিশালী মহাকর্ষীয় ক্ষেত্র আছে?,Option 2,ইস্পাতের বল,নুড়ি
281,"ডিলান জানালার বাইরে একটি নুড়ি, (যার ভর ০.২ কেজি) এবং একটি খেলনা বাস্কেটবল, (যার ভর ১০০ গ্রাম), ছুড়ে মারেন। _____ এর একটি শক্তিশালী মাধ্যাকর্ষণ টান ছিল কারণ এর ভর বেশি?",Option 1,নুড়ি,বাস্কেটবল
282,"ডায়ানা এবং ডেভ একই স্টেশনে ওঠার পর একই ট্রেনে চড়েছেন। যদি ডায়ানা ১০ মিনিটের পরে ট্রেন থেকে নেমে যায় এবং ডেভ ১৫ মিনিটের জন্য ভ্রমণ করে এবং তারপরে নেমে যায়, তাহলে কে কম দূরত্ব ভ্রমণ করেছিল?",Option 1,ডায়ানা,ডেভ।
283,প্রথম কচ্ছপের গতি ৪০ সেমি/সেকেন্ড এবং দ্বিতীয় কচ্ছপের গতি ৪ মি/সেকেন্ড। কোন প্রাণী সমুদ্রে পৌঁছতে বেশি সময় নেবে যদি দুজনেই সমুদ্র সৈকতে চলতে থাকে?,Option 1,প্রথম কচ্ছপ,দ্বিতীয় কচ্ছপ
284,"জ্যাক্স মেঝেতে টয়লেট পেপারের একটি রোল ফেলে দেয়। টয়লেট পেপারটি কার্পেটে গড়িয়ে পড়ে এবং ২ মিটার পর ধীরে ধীরে থেমে যায়। পরে যখন তিনি টয়লেট পেপারের একই রোলটি কাঠের মেঝেতে ফেলে দেন, তখন টয়লেট পেপারের রোলটি ৭ মিটার লম্বা ঘর থেকে বের হতে থাকে। টয়লেট পেপারের রোলটি কাঠের মেঝেতে বেশী দূরত্বে গিয়েছিল কারণ এটি ছিল?",Option 2,বেশী ঘর্ষণ,কম ঘর্ষণ
285,মহসিন এবং মরিয়ম পার্কের চারপাশে তাদের বাইক চালানোর সিদ্ধান্ত নেয়। তারা একই পথ অনুসরণ করে কিন্তু মহসিন ২ মাইল/ঘণ্টা বেগে তার বাইক চালায় এবং মরিয়ম ১.২ মাইল/ঘন্টা বেগে রাইড করে। দশ মিনিট পর কে কম দূরত্ব অতিক্রম করবে?,Option 2,মহসিন,মরিয়ম
286,মহসিন একটি পাথরের ভর এবং একটি নুড়ির ভর তুলনা করছিল। তিনি দেখতে পান যে পাথরের ভর ছিল ১৪৮ পাউন্ড এবং নুড়ির ভর ছিল ২ পাউন্ড। কোন আইটেম শক্তিশালী মাধ্যাকর্ষণ নির্গত করে?,Option 1,পাথরের ,নুড়ি
287,অফিসে গাড়ি চালিয়ে যেতে সময় লাগে ৯০ মিনিট এবং বাসে চড়ে যেতে সময় লাগে ১ ঘন্টা। কোন গাড়ি বেশি গতিতে চলে?,Option 1,বাস,গাড়ী
288,জেমস তার স্লেজ ৪.১ মিটার শুষ্ক তুষার উপর এবং ১.৪৯ মিটার ভেজা তুষার উপর রাইড করতে পারেন। এর মানে _____ বেশী রুক্ষ?,Option 1,ভেজা তুষার,শুকনো তুষার
