Q No.,Premise,Hypothesis,Answer
219,অ্যাডামস এর ইন্টারনেট প্রদানকারী সীমাহীন ট্রাফিক অফার করে যার খরচ প্রতিদিন $০.৫ চার্জ বন্ধ ৪২ a এর কম,অ্যাডামসের ইন্টারনেট প্রদানকারী সীমাহীন ট্র্যাফিক অফার করে যার খরচ $০.৫ প্রতি দিন চার্জ বন্ধ করে ১২ এ,neutral
220,মেরিকে কয়টি কমলা ফেরত দিতে হবে যাতে তার রাখা ফলের টুকরোগুলোর গড় মূল্য ৪৫ ¢ হয়?,মেরিকে কয়টি কমলা ফেরত দিতে হবে যাতে তার রাখা ফলের টুকরোগুলোর গড় মূল্য ৪৫ ¢ কম হয়?,contradiction
221,৫ বছরেরও বেশি সময় পর অরুণের বয়স হবে ১৯ বছর,৭ বছর পর অরুণের বয়স হবে ১৯ বছর,neutral
222,"সিটি এ থেকে সিটি বি পর্যন্ত গাড়ি চালানোর সময়, ক্যারা প্রতি ঘন্টায় ৬০ মাইলেরও কম গতিতে গাড়ি চালায়","সিটি এ থেকে সিটি বি পর্যন্ত গাড়ি চালানোর সময়, কারা প্রতি ঘন্টায় ৩০ মাইল গতিতে গাড়ি চালায়",neutral
223,"মার্টিন ৮০টিরও কম কনসার্টের টিকিট কিনেছেন, কিছু প্রতি টিকিটে $২.০০ এর পুরো মূল্যে, এবং কিছু প্রতি টিকিটে $১.৬০ মূল্যে ছাড় দিয়েছেন।","মার্টিন ১০টি কনসার্টের টিকিট কিনেছেন, কিছু টিকিট প্রতি $২.০০ এর সম্পূর্ণ মূল্যে, এবং কিছু প্রতি টিকিটে $১.৬০ মূল্যে ছাড় দিয়েছেন।",neutral
224,সাক্ষী ২০ দিনের মধ্যে একটি কাজ করতে পারে,সাক্ষী ৫০ দিনের মধ্যে একটি কাজ করতে পারেন,contradiction
225,"জিল কোয়ার্ট, অর্ধ-গ্যালন এবং এক গ্যালন জারে ৭ গ্যালন জল সংরক্ষণ করে","জিল কোয়ার্ট, অর্ধ-গ্যালন এবং এক গ্যালন জারে ৩ গ্যালন জল সংরক্ষণ করে",contradiction
226,আজ জন মার্কের চেয়ে ৮ গুণ বড়,আজ জন মার্কের চেয়ে ৩ গুণ বড়,neutral
227,"যদি জনকে ঠিক $১২৮ দিতে হয়, তাহলে তাকে সর্বনিম্ন কত বিল ব্যবহার করতে হবে?","যদি জনকে ৬২৮ ডলারের কম অর্থ প্রদান করতে হয়, তাহলে তাকে সর্বনিম্ন কত বিল ব্যবহার করতে হবে?",Entailment
228,যদি পিসকাটাকুইস কাউন্টিতে ৪৫০০ জনের কম শিকারী থাকে তবে কতজন জেলে আছে?,যদি পিসকাটাকুইস কাউন্টিতে ১৫০০ জন শিকারী থাকে তবে কতজন জেলে আছে?,neutral
229,"শ্রীলঙ্কার একটি গ্রামের ৫% লোক বোমা হামলায় মারা গেছে, বাকি ১৫% ভয়ে গ্রাম ছেড়েছে","শ্রীলঙ্কার একটি গ্রামের ৬% এরও কম লোক বোমা হামলায় মারা গেছে, বাকি ১৫% ভয়ে গ্রাম ছেড়েছে",Entailment
230,হেইলির ২৫.০ মিটবল আছে এবং কার্স্টেন তাকে আরও ১১.০ দিয়েছেন,হেইলির এখন ৩৬.০ মিটবল আছে,Entailment
231,আট বছর বয়সী কিরণের ২৭টি খেলনা আছে,আট বছরের ছেলে কিরণের ২৭টির বেশি খেলনা আছে,contradiction
232,"জোক পলের চেয়ে দ্রুত, জোক এবং পল প্রত্যেকে ২৪ কিমি হাঁটা","জোক পলের চেয়ে দ্রুত, জোক এবং পল প্রত্যেকে ২৪ কিলোমিটারের বেশি হাঁটা",contradiction
233,"অ্যারোস্পেস ইঞ্জিনিয়ারিং অনুষদে, ৪১২ জনেরও কম ছাত্র র্যান্ডম-প্রসেসিং পদ্ধতি অধ্যয়ন করে, ২৩২ জন ছাত্র স্ক্রামজেট রকেট ইঞ্জিন অধ্যয়ন করে এবং ১১৪ জন ছাত্র উভয়ই অধ্যয়ন করে","অ্যারোস্পেস ইঞ্জিনিয়ারিং অনুষদে, ৩১২ জন শিক্ষার্থী র্যান্ডম-প্রসেসিং পদ্ধতি অধ্যয়ন করে, ২৩২ জন শিক্ষার্থী স্ক্র্যামজেট রকেট ইঞ্জিন অধ্যয়ন করে এবং ১১৪ জন শিক্ষার্থী উভয়ই অধ্যয়ন করে",neutral
234,"জোস ২ মাস পরে তার সাথে যোগ দেন, রুপি বিনিয়োগ করে","জোস ৮ মাস পরে তার সাথে যোগ দেন, রুপি বিনিয়োগ করে",contradiction
235,লয়েড তার বর্গাকার আকৃতির জমির প্রতি ৭২০ বর্গফুটের কম জায়গার বেড়া দিতে চায়,লয়েড তার স্কোয়ার আকৃতির ১২০ বর্গফুট জমির প্রতিটি পাশে বেড়া দিতে চায়,neutral
236,ড্রয়ারে ১১.০ রুলার এবং ৩৪.০ ক্রেয়ন রয়েছে এবং টিম ১৪.০ রুলার ড্রয়ারে রেখেছে,২৯.০ শাসক এখন সব আছে,contradiction
237,"যদি সনুপ খুচরা বিক্রেতার কাছে ৩টি টি-শার্ট ফেরত দেয়, এবং বাকি টি-শার্টের গড় দাম ছিল রুপি।",যদি সনুপ খুচরা বিক্রেতার কাছে ৪টি টি-শার্ট ফেরত দেয় এবং বাকি টি-শার্টের গড় মূল্য ছিল রুপি।,contradiction
238,"ভিনসেন্ট প্রাণীদের সম্পর্কে ১০.০টি বই, ১.০টি মহাকাশ সম্পর্কে বই এবং ৩.০টি ট্রেন সম্পর্কে বই কিনেছিলেন এবং তিনি সমস্ত বইয়ের জন্য $১৬.০ প্রদান করেছিলেন",১.০ বইয়ের গড় মূল্য ৪.৬,contradiction
239,"প্রতি সপ্তাহে, জেমসকে প্রথম ২০ ঘণ্টার বেশি সময়ের জন্য প্রতি ঘন্টায় x ডলার এবং সেই সপ্তাহে কাজ করা প্রতিটি অতিরিক্ত ঘন্টার জন্য ২ x ডলার প্রদান করা হয়।","প্রতি সপ্তাহে, জেমসকে প্রথম ৪০ ঘন্টার জন্য প্রতি ঘন্টায় x ডলার এবং সেই সপ্তাহে কাজ করা প্রতিটি অতিরিক্ত ঘন্টার জন্য ২ x ডলার প্রদান করা হয়",neutral
240,একটি স্কুলে ৫৪২.০ মেয়ে এবং ৩৮৭.০ ছেলে।,সেই স্কুলে ৯২৮.০ ছাত্র আছে,contradiction
241,১৫০.০ বইয়ের তাক ছিল এবং প্রতিটি বইয়ের শেলফে ১৫.০ বই ছিল,২২৫০.০ বই তাক ছিল,Entailment
242,"পরের দিন, অ্যালিস পরীক্ষা দেয়, এবং এই গ্রেডটি অন্তর্ভুক্ত করে, নতুন গড় ছিল ২৯-এর বেশি","পরের দিন, অ্যালিস পরীক্ষা দেয়, এবং এই গ্রেডটি অন্তর্ভুক্ত করে, নতুন গড় ছিল ৭৯",neutral
243,"যদি জিম ৩০ ডলার দেয়, তাহলে জো কে কত টাকা দিতে হবে?","যদি জিম ৩০ ডলারের বেশি দেয়, তাহলে জো কে কত টাকা দিতে হবে?",contradiction
244,"যদি ডোনাল্ড মোট ৪০টি নোট ($ ১০ বা € ১০ , ) বহন করে তাহলে মোট কতটি নোট ( $ ১০ বা € ১০ , ) তারা নেয়?","ডোনাল্ড যদি মোট ৩০টি নোট ($ ১০ বা € ১০ , ) বহন করে তাহলে তারা মোট কতটি নোট ( $ ১০ বা € ১০ , ) নেয়?",neutral
245,ক্যাডে ৮৭.০ মার্বেল ছিল এবং তিনি ডিলানের কাছ থেকে ৮.০ পেয়েছেন,তার এখন ৯৮.০ মার্বেল আছে,contradiction
246,"যদি স্নাইডারের লেই-এর চেয়ে ৪ জন পুরুষ এবং ৬ জন বেশি মহিলা থাকে, তাহলে স্নাইডার গায়কদলের কতজন পুরুষ আছে?","যদি স্নাইডারের লেই-এর চেয়ে ৭ জনেরও কম পুরুষ এবং ৬ বেশি মহিলা থাকে, তাহলে স্নাইডার গায়কদলের কতজন পুরুষ আছে?",Entailment
247,মার্থার ৩টি কুকুর এবং ৪টি বিড়াল রয়েছে,মার্থার ৩টিরও কম কুকুর এবং ৪টি বিড়াল রয়েছে,contradiction
248,"যদি গ্যাসের দাম $৬/গ্যালনের কম হয়, তাহলে ড্যানের গাড়ি $৫৪ গ্যাসে কত মাইল যেতে পারে?","যদি গ্যাসের দাম $৪/গ্যালন হয়, তাহলে ড্যানের গাড়ি $৫৪ গ্যাসে কত মাইল যেতে পারে?",neutral
249,"যদি হাইব্রিড তাজিমা এবং নন হাইব্রিড ফ্রাঙ্কের অনুপাত ৫ : ৪ হয় এবং ডিলারশিপের মালিকানাধীন মোট ২৮০টি মোটরগাড়ি থাকে, তাহলে কতটি হাইব্রিড ফ্রাঙ্ক আছে?","যদি হাইব্রিড তাজিমা এবং নন হাইব্রিড ফ্রাঙ্কের অনুপাত ৪ : ৪ এর বেশি হয় এবং ডিলারশিপের মালিকানাধীন মোট ২৮০টি মোটরগাড়ি আছে, তাহলে কতটি হাইব্রিড ফ্রাঙ্ক আছে?",Entailment
250,"এফ্রিদা এবং ফ্রেজার যারা ৫৩ মাইলেরও কম দূরত্বে বসবাস করেন, তারা একটি রেস্তোরাঁয় মিলিত হন যা এফ্রিদার বাড়ির উত্তরে এবং সরাসরি ফ্রেজারের বাড়ির পূর্বে অবস্থিত","এফ্রিদা এবং ফ্রেজার যারা ১৩ মাইল দূরে থাকেন, একটি রেস্তোরাঁয় দেখা করেন যেটি এফ্রিদার বাড়ির উত্তরে এবং ফ্রেজারের বাড়ির সরাসরি পূর্বে",neutral
251,স্কুলটি একটি মাঠ ভ্রমণের পরিকল্পনা করছে এবং প্রতিটি স্কুল বাসে ১৪.০ জন ছাত্র এবং ২.০ আসন রয়েছে,ট্রিপ নিতে ৭.০ বাস প্রয়োজন,Entailment
252,আয়েশার বাবার বয়স ছিল ৩৮ বছর যখন তিনি জন্মগ্রহণ করেছিলেন এবং তার মায়ের বয়স ছিল ৩৬ বছর যখন তার ভাই তার থেকে চার বছরের ছোট জন্মগ্রহণ করেছিলেন,আয়েশার বাবার বয়স ছিল ৪৮ বছরের কম যখন তিনি জন্মগ্রহণ করেছিলেন এবং তার মায়ের বয়স ছিল ৩৬ বছর যখন তার ভাই তার থেকে চার বছরের ছোট জন্মগ্রহণ করেছিলেন,Entailment
253,আয়েশার বাবার বয়স ছিল ৩৪ বছর যখন তিনি জন্মগ্রহণ করেন এবং তার মায়ের বয়স ৩০ বছর যখন তার ভাই তার থেকে চার বছরের ছোট জন্মগ্রহণ করেন,আয়েশার বাবার বয়স ছিল ১৪ বছর যখন তিনি জন্মগ্রহণ করেন এবং তার মায়ের বয়স ৩০ বছর যখন তার ভাই তার থেকে চার বছরের ছোট জন্মগ্রহণ করেন,contradiction
254,মরিনহো এবং ভ্যান গাল ওটমার হিটজফেল্ড এবং আর্নস্ট হ্যাপেলের পরে শুধুমাত্র তৃতীয় ম্যানেজার হওয়ার জন্য অপেক্ষা করছেন দুটি ভিন্ন ক্লাবের সাথে চ্যাম্পিয়ন্স লিগ জিততে।,মরিনহো এবং ভ্যান গাল দুই দলের সাথে টুর্নামেন্ট জেতার তৃতীয় ম্যানেজার হওয়ার লক্ষ্যে,Entailment
255,"যদি ইয়োলান্ডার হাঁটার হার ঘণ্টায় ৩ মাইল এবং ববের প্রতি ঘণ্টায় ৪ মাইল হয়, তাহলে বব কত মাইল হেঁটেছিল যখন তারা দেখা করেছিল?","যদি ইয়োলান্ডার হাঁটার হার ঘন্টায় ৬ মাইল এবং বব এর প্রতি ঘন্টায় ৪ মাইল হয়, তাহলে বব কত মাইল হেঁটেছিল যখন তারা দেখা করেছিল?",contradiction
256,"দ্বিতীয়, মেরি ক্রিস্টিন চ্যাপা, ১৮, মাথায় গুলির আঘাতে স্থানীয় হাসপাতালে গুরুতর অবস্থায় ছিলেন।","একজন নিহত হয়েছেন, অপরজনের অবস্থা আশঙ্কাজনক",neutral
257,"যখন x ২৮৮ দ্বারা ভাগ করা হয়, তখন অবশিষ্ট থাকে ৪৭","x যখন ১৮৮-এর বেশি দিয়ে ভাগ করা হয়, তখন অবশিষ্ট থাকে ৪৭",Entailment
258,"মানবাধিকার সংগঠনগুলো বলছে, তাবার হিলটন হোটেলে হামলার পর পুলিশ প্রায় ২,৫০০ জনকে আটক করেছে এবং তাদের অনেকের সঙ্গে দুর্ব্যবহার করেছে।","তাবায় হিলটন হোটেলে হামলার পর প্রায় ২,৫০০ জনকে গ্রেপ্তার করা হয়েছে।",Entailment
259,"ডেভিড ইংরেজি, গণিত, পদার্থবিদ্যা, রসায়ন এবং জীববিদ্যায় ৬৬, ৬৫, ৮২, ৬৭ এবং ৮৫ নম্বর (১০০-এর মধ্যে) বেশি পেয়েছে","ডেভিড ইংরেজি, গণিত, পদার্থবিদ্যা, রসায়ন এবং জীববিদ্যায় ৭৬, ৬৫, ৮২, ৬৭ এবং ৮৫ নম্বর (১০০-এর মধ্যে) পেয়েছে",neutral
260,"জর্জের ড্রয়ারে ৮০টি ঢিলেঢালা কালো মোজা, ১৫টি ঢিলেঢালা নীল মোজা এবং ৮টি আলগা সাদা মোজা রয়েছে","জর্জের ড্রয়ারে ১০টি ঢিলেঢালা কালো মোজা, ১৫টি ঢিলেঢালা নীল মোজা এবং ৮টি আলগা সাদা মোজা রয়েছে",neutral
261,আমার কাছে ৪.০ পেন্সিল বাক্স আছে এবং আমি প্রতিটি বাক্স ৬৪৮.০ পেন্সিল দিয়ে পূরণ করি,আমার কাছে ২৫৯২.০ পেন্সিল থাকবে,Entailment
262,"একটি ফ্রেন্ডশিপ গ্যাংয়ে অ্যান্ড্রুর ৮টি গ্যাং আছে, সে কত উপায়ে গ্যাংয়ের এক বা একাধিককে তার বাড়িতে আমন্ত্রণ জানাতে পারে?","একটি ফ্রেন্ডশিপ গ্যাংয়ে অ্যান্ড্রুর ৮টিরও বেশি গ্যাং আছে, সে কত উপায়ে গ্যাংয়ের এক বা একাধিককে তার বাড়িতে আমন্ত্রণ জানাতে পারে?",contradiction
263,"জেনারেল ডাইনামিক্স, ল্যান্ড কমব্যাট সিস্টেম, যুদ্ধজাহাজ এবং গালফস্ট্রিম বিজনেস জেট নির্মাতা, তৃতীয় প্রান্তিকে $৩৭৪m বা শেয়ার প্রতি $১.৮৪ এর নেট আয়ের কথা জানিয়েছে।",জেনারেল ডাইনামিক্স $ ৩৭৪ মিলিয়ন হারায়।,neutral
264,"যদি ক্যাথিকে স্ট্রেচ করতে ২৭ মিনিট লাগে এবং এই সময়ে জিম চলতে থাকে, তাহলে ক্যাথির জিমকে ধরতে কত মিনিট লাগবে?","যদি ক্যাথিকে স্ট্রেচ করতে ৫৭ মিনিটের কম সময় লাগে এবং এই সময়ে জিম চলতে থাকে, তাহলে ক্যাথির জিমকে ধরতে কত মিনিট লাগবে?",Entailment
265,"গ্র্যাডি এবং হাওয়ার্ড যদি সেই ৬ জন বন্ধুর মধ্যে থাকে কিন্তু কখনই একে অপরের পাশে বসতে না পারে, তাহলে কতজন ৬ জনের বসার ব্যবস্থা করা সম্ভব?","গ্র্যাডি এবং হাওয়ার্ড যদি সেই ৫ জন বন্ধুর মধ্যে থাকে কিন্তু কখনই একে অপরের পাশে বসতে না পারে, তাহলে কতজন ৬ জনের বসার ব্যবস্থা করা সম্ভব?",contradiction
266,"১.০ সন্ধ্যায়, একটি রেস্টুরেন্টে মোট ০.৫টি গমের রুটি এবং ০.৪টি সাদা রুটি পরিবেশন করা হয়েছে।",১.২ রুটি সব পরিবেশন করা হয়,contradiction
267,"তাদের বাড়ির মধ্যে দূরত্ব ১২ কিলোমিটারের বেশি, এলার হাঁটার গতি ৫ কিমি/ঘন্টা, এবং এডের হাঁটার গতি ৩ কিমি/ঘন্টা","তাদের বাড়ির মধ্যে দূরত্ব হল ৪২ কিলোমিটার, এলার হাঁটার গতি ৫ কিমি/ঘন্টা, এবং এডের হাঁটার গতি ৩ কিমি/ঘন্টা",neutral
268,শোভার জন্মের সময় তার বাবার বয়স ছিল ২৮ বছরের বেশি এবং তার মায়ের বয়স ছিল ৩৬ বছর যখন তার ভাই তার থেকে চার বছরের ছোট জন্মগ্রহণ করেছিলেন,শোভার বাবার বয়স ছিল ৩৮ বছর যখন তিনি জন্মগ্রহণ করেছিলেন এবং তার মায়ের বয়স ছিল ৩৬ বছর যখন তার ভাই তার থেকে চার বছরের ছোট জন্মগ্রহণ করেছিলেন,neutral
269,"মার্টিন ২০টিরও কম কনসার্টের টিকিট কিনেছেন, কিছু প্রতি টিকিটের সম্পূর্ণ মূল্যে $২.০০, এবং কিছু প্রতি টিকিটে $১.৬০ মূল্য ছাড়ে","মার্টিন ১০টি কনসার্টের টিকিট কিনেছেন, কিছু টিকিট প্রতি $২.০০ এর সম্পূর্ণ মূল্যে, এবং কিছু প্রতি টিকিটে $১.৬০ মূল্যে ছাড় দিয়েছেন।",neutral
270,"একটি পরীক্ষায়, অমর ৮৪ শতাংশের কম, ভবন ৩৬ শতাংশ এবং চেতন ৪৪ শতাংশ নম্বর পেয়েছে।","একটি পরীক্ষায়, অমর ৬৪ শতাংশ, ভবন ৩৬ শতাংশ এবং চেতন ৪৪ শতাংশ নম্বর পেয়েছে।",neutral
271,ক্রিস্টিনের শেয়ার হল ৩০০০ রুপি, ক্রিস্টিনের শেয়ার ১০০০ রুপি এর বেশি ,Entailment
272,"ম্যাডির ২৪টা আপেল আছে, যদি সে মাইকে ১২টা দেয়, তাহলে তার কতটা বাকি থাকবে?","ম্যাডির কাছে ৪৪টি আপেল আছে, যদি সে মাইকে ১২টি দেয়, তাহলে সে কয়টি আপেল রেখে যায়?",contradiction
273,কৃষকরা জানিয়েছেন যে তারা প্রতিদিন বাগানের ৮.০ ভাগের প্রতিটি থেকে ৪৫.০ বস্তা আপেল সংগ্রহ করে।,প্রতিদিন ৩৬০.০ বস্তা কাটা হয়,Entailment
274,ক্যারিনার ৫৫ আউন্স কফি ৫ - এবং ১০ - আউন্স প্যাকেজে বিভক্ত,ক্যারিনার ৫৫ আউন্সের কম কফি ৫ - এবং ১০ - আউন্স প্যাকেজে বিভক্ত,contradiction
275,"খেলনার দোকানে ৩ ধরনের বল এবং ৬ ধরনের বোর্ড গেম থাকলে, আমান্ডা ৪টি আইটেমের মধ্যে কতগুলি ভিন্ন নির্বাচন করতে পারে?","খেলনার দোকানে ৪ ধরনের বল এবং ৬ ধরনের বোর্ড গেম থাকলে, আমান্ডা ৪টি আইটেমের মধ্যে কতগুলি ভিন্ন নির্বাচন করতে পারে?",contradiction
276,জ্যাক প্রতি সেকেন্ডে ৮ ফুটের কম গতিতে ক্রিস্টিনার দিকে একটি সরল রেখায় হাঁটেন এবং ক্রিস্টিনা প্রতি সেকেন্ডে ৮ ফুট গতিতে জ্যাকের দিকে একটি সরল রেখায় হাঁটেন,জ্যাক ক্রিস্টিনার দিকে একটি সরল রেখায় ৭ ফুট প্রতি সেকেন্ডে ধ্রুবক গতিতে হাঁটেন এবং ক্রিস্টিনা প্রতি সেকেন্ডে ৮ ফুট গতিতে জ্যাকের দিকে একটি সরল রেখায় হাঁটেন,neutral
277,সেন্টারভিলের শিক্ষা বোর্ডে পুরুষদের তুলনায় ৪ জন মহিলা বেশি,সেন্টারভিলের শিক্ষা বোর্ডে পুরুষদের তুলনায় ৪ জনের বেশি মহিলা রয়েছেন,contradiction
278,স্যান্ডি মলির থেকে ৬৪ বছরেরও কম বয়সী,স্যান্ডি মলির চেয়ে ১৪ বছরের ছোট,neutral
279,"অলোক ৩৬ টিরও কম চাপাতি, ৫ প্লেট ভাত, ৭ প্লেট মিশ্র সবজি এবং ৬ টি আইসক্রিম কাপ অর্ডার করেছিলেন","অলোক ১৬ টি চাপাতি, ৫ প্লেট ভাত, ৭ প্লেট মিশ্র সবজি এবং ৬ টি আইসক্রিম কাপ অর্ডার করেছিলেন",neutral
280,"এন' বছর শেষে, স্যান্ডি মূল বিনিয়োগের ৩ গুণেরও বেশি ফেরত পেয়েছে","এন' বছর শেষে, স্যান্ডি আসল বিনিয়োগের ৫ গুণ ফেরত পেয়েছে",neutral
281,"কায়ার শিক্ষকের ডেস্কে ৬৪টিরও কম গোলাপী হাইলাইটার, ২৮টি হলুদ হাইলাইটার এবং ২৫টি নীল হাইলাইটার রয়েছে","কায়ার শিক্ষকের ডেস্কে ২৪টি গোলাপী হাইলাইটার, ২৮টি হলুদ হাইলাইটার এবং ২৫টি নীল হাইলাইটার রয়েছে",neutral
282,"গত বছর ক্লাবের ১২ জন সদস্য ইংল্যান্ড এবং ফ্রান্স উভয় দেশে ভ্রমণ করেছিলেন, ৬ সদস্য ইংল্যান্ড এবং ইতালি উভয় দেশে ভ্রমণ করেছিলেন এবং ০ সদস্য ফ্রান্স এবং ইতালি উভয় দেশে ভ্রমণ করেছিলেন","গত বছর ক্লাবের ১২ জনেরও কম সদস্য ইংল্যান্ড এবং ফ্রান্স উভয় দেশে ভ্রমণ করেছিলেন, ৬ সদস্য ইংল্যান্ড এবং ইতালি উভয়ই ভ্রমণ করেছিলেন এবং ০ সদস্য ফ্রান্স এবং ইতালি উভয়ই ভ্রমণ করেছিলেন",contradiction
283,"শীলা সোমবার, বুধ ও শুক্রবার প্রতিদিন ৮ ঘন্টা এবং মঙ্গলবার এবং বৃহস্পতিবার প্রতিদিন ৬ ঘন্টা কাজ করে","শীলা সোমবার, বুধবার এবং শুক্রবার দিনে ৫ ঘন্টার বেশি এবং মঙ্গলবার এবং বৃহস্পতিবার প্রতিদিন ৬ ঘন্টা কাজ করে",Entailment
284,"রবার্ট ৫টির বেশি চকলেট খেয়েছেন, নিকেল ৩টি চকলেট খেয়েছেন","রবার্ট ৭টি চকলেট খেয়েছে, নিকেল ৩টি চকলেট খেয়েছে",neutral
285,কার্ল তার বাড়ির সমস্ত জানালা ৬ ঘন্টার মধ্যে ধুয়ে ফেলতে পারে,কার্ল তার বাড়ির সমস্ত জানালা ৬ ঘন্টারও কম সময়ে ধুয়ে ফেলতে পারে,contradiction
286,শ্রীধর একসঙ্গে ১৯৮০০ আয় করেন,শ্রীধর একসাথে ৭৯৮০০ এর কম আয় করেছে,Entailment
287,"যদি ফ্রেড ঘণ্টায় ৫ মাইলের বেশি গতিতে হাঁটেন এবং স্যাম ঘণ্টায় ৫ মাইল গতিতে হাঁটেন, তাহলে স্যাম কত মাইল হেঁটেছে যখন তারা মিলিত হয়েছে?","যদি ফ্রেড ঘণ্টায় ৬ মাইল বেগে হাঁটেন এবং স্যাম ঘণ্টায় ৫ মাইল বেগে হাঁটেন, তাহলে স্যাম কত মাইল হেঁটেছে যখন তারা মিলিত হয়েছে?",neutral
288,ক্যারিনার ৩০ আউন্সের বেশি কফি ৫ - এবং ১০ - আউন্স প্যাকেজে বিভক্ত,ক্যারিনার ৭০ আউন্স কফি রয়েছে ৫ - এবং ১০ - আউন্স প্যাকেজে বিভক্ত,neutral
289,"জেনার ডেস্কে কলম, পেন্সিল এবং মার্কারগুলি ২ : ২ : ৫ অনুপাতে থাকে","জেনার ডেস্কে কলম, পেন্সিল এবং মার্কারগুলি ৩ : ২ : ৫ অনুপাতে থাকে",contradiction
290,"লিংকন কাউন্টিতে মূলত ২০৮১৭.০টি বাড়ি ছিল এবং একটি হাউজিং বুমের সময়, বিকাশকারীরা ৯৭৭৪১.০ তৈরি করেছিলেন",লিংকন কাউন্টিতে এখন ১১৮৫৫৮.০ বাড়ি রয়েছে,Entailment
291,৪টি টেস্টে নিকের গড় (পাটিগণিত গড়) পরীক্ষার স্কোর ৭৮,৩টি পরীক্ষায় নিকের গড় (পাটিগণিত গড়) পরীক্ষার স্কোর ৭৮,contradiction
292,"যদি তাদের বাড়ির মধ্যে দূরত্ব ৬১০ কিলোমিটারের কম হয়, ম্যাক্সওয়েলের হাঁটার গতি হয় ৪ কিমি/ঘন্টা, এবং ব্র্যাডের দৌড়ের গতি ৭ কিমি/ঘন্টা হয়, তাহলে ব্র্যাডের ভ্রমণের দূরত্ব কত?","যদি তাদের বাড়ির মধ্যে দূরত্ব ১১০ কিলোমিটার হয়, ম্যাক্সওয়েলের হাঁটার গতি হয় ৪ কিমি/ঘন্টা, এবং ব্র্যাডের দৌড়ানোর গতি ৭ কিমি/ঘন্টা হয়, তাহলে ব্র্যাডের ভ্রমণের দূরত্ব কত?",neutral
293,"বেন প্রতি বছর $ ৭৫,০০০ প্রদান করে একটি বিক্রয় চাকরি গ্রহণ করতে প্রতি বছর $ ৪৫,০০০ এবং ৭৫ শতাংশের কম কমিশন প্রদান করে একটি চাকরি ছেড়েছিলেন","বেন প্রতি বছর $ ৭৫,০০০ প্রদান করে একটি বিক্রয় চাকরি গ্রহণ করতে প্রতি বছর $ ৪৫,০০০ এবং ১৫ শতাংশ কমিশন প্রদান করে একটি চাকরি ছেড়েছিলেন",neutral
294,"১০০ জনের একটি নির্দিষ্ট গোষ্ঠীর মধ্যে, ৪০ জন উচ্চ বিদ্যালয় K থেকে স্নাতক, ৬৫ জন Y কলেজ থেকে স্নাতক, এবং ৩০ জন সিটি জেডে থাকেন","৮০০ জনের কম লোকের একটি নির্দিষ্ট গোষ্ঠীর মধ্যে, ৪০ জন উচ্চ বিদ্যালয় K থেকে স্নাতক, ৬৫ জন কলেজ Y থেকে স্নাতক, এবং ৩০ জন সিটি জেডে থাকেন",Entailment
295,বাড়ি থেকে কত মাইল দূরে হারুন জগিং করতে পারেন যাতে তিনি মোট ৩ ঘন্টা জগিং এবং হাঁটাতে ব্যয় করেন?,বাড়ি থেকে কত মাইল দূরে অ্যারন জগিং করতে পারেন যাতে তিনি মোট ৪ ঘন্টা জগিং এবং হাঁটাতে ব্যয় করেন?,Entailment
296,"ধ্বংসাবশেষটি প্রায় ১৫,০০০ ফুট (৪,৫০০ মিটার) গভীর, পানির নিচের পাহাড়ের মধ্যে এবং প্রচুর পরিমাণে সামুদ্রিক আবর্জনার সাথে মিশে গেছে বলে মনে করা হয়।","বিমানের ধ্বংসাবশেষ আটলান্টিকের সমুদ্রতটে, প্রায় ৪,৫০০ মিটার গভীরে রয়েছে বলে ধারণা করা হচ্ছে",neutral
297,একটি লাইব্রেরীতে ১৪২৪০.০টি বই রয়েছে এবং সেগুলি তাকগুলিতে সাজানো হয়েছে যাতে প্রতিটিতে ৮.০টি বই থাকে,লাইব্রেরিতে ১৭৮০.০ তাক রয়েছে,Entailment
298,"ডেভিড ইংরেজি, গণিত, পদার্থবিদ্যা, রসায়ন এবং জীববিদ্যায় ২৬, ৬৫, ৮২, ৬৭ এবং ৮৫ নম্বর (১০০-এর মধ্যে) বেশি পেয়েছে। তার গড় নম্বর কত?","ডেভিড ইংরেজি, গণিত, পদার্থবিদ্যা, রসায়ন এবং জীববিদ্যায় ৭৬, ৬৫, ৮২, ৬৭ এবং ৮৫ নম্বর (১০০-এর মধ্যে) পেয়েছে। তার গড় নম্বর কত?",neutral
299,"যদি অরুণের বর্তমান বয়স থেকে ৬ বছর বিয়োগ করা হয় এবং অবশিষ্টকে ১৮ দিয়ে ভাগ করা হয়, তাহলে তার নাতি গোকুলের বর্তমান বয়স পাওয়া যায়।","যদি অরুণের বর্তমান বয়স থেকে ৭ বছরের কম বিয়োগ করা হয় এবং অবশিষ্টকে ১৮ দিয়ে ভাগ করা হয়, তাহলে তার নাতি গোকুলের বর্তমান বয়স পাওয়া যায়।",Entailment
300,"মাইক ৭.০ আপেল বাছাই করেছে, ন্যান্সি ৩.০ আপেল বাছাই করেছে, কিন্তু কিথ খামারে ৬.০ আপেল এবং ৪.০ নাশপাতি খেয়েছে।",৪.০ আপেল বাকি আছে,Entailment
301,২৫.০ শিশু বাসে চড়ছিল এবং বাস স্টপে ১৮.০ শিশু বাসে উঠেছিল,৪৩.০ শিশু এখন বাসে চড়েছে,Entailment
